Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:07:34	11:07:34	11:07:34			11:07:34	11:07:34	11:07:34	11:07:34	11:07:34	11:07:38	11:07:38	11:07:38	11:07:38	11:07:38	11:07:38			11:07:40	11:07:40		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	11:07:40	11:07:40	11:07:40	11:07:40	11:07:41	11:07:41	11:07:41	11:07:41	11:07:41	11:07:41	11:07:46	11:07:46	11:07:46	11:07:46	11:07:46	11:07:46			11:07:48	11:07:48		00:00:00	00:00:00	00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:02	00:00:08
2	11:07:48	11:07:48	11:07:48	11:07:48	11:07:49	11:07:49			11:07:49	11:07:49	11:07:53	11:07:53	11:07:53	11:07:53	11:07:53	11:07:53			11:07:54	11:07:54		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
3	11:07:54	11:07:54	11:07:54	11:07:54	11:07:54	11:07:54			11:07:54	11:07:54	11:07:57	11:07:57	11:07:57	11:07:57	11:07:57	11:07:57			11:07:58	11:07:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
4	11:07:58	11:07:58	11:07:58	11:07:58	11:07:58	11:07:58			11:07:58	11:07:58	11:08:01	11:08:01	11:08:01	11:08:01	11:08:01	11:08:01			11:08:02	11:08:02		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
5	11:08:02	11:08:02	11:08:02	11:08:02	11:08:02	11:08:02			11:08:02	11:08:02	11:08:05	11:08:05	11:08:05	11:08:05	11:08:05	11:08:05			11:08:06	11:08:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	11:08:06	11:08:06	11:08:06	11:08:06	11:08:06	11:08:06			11:08:06	11:08:06	11:08:09	11:08:09	11:08:09	11:08:09	11:08:09	11:08:09			11:08:10	11:08:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	11:08:10	11:08:10	11:08:10	11:08:10	11:08:10	11:08:10			11:08:10	11:08:10	11:08:13	11:08:13	11:08:13	11:08:13	11:08:13	11:08:13			11:08:14	11:08:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
8	11:08:14	11:08:14	11:08:14	11:08:14	11:08:14	11:08:14			11:08:14	11:08:14	11:08:16	11:08:16	11:08:16	11:08:16	11:08:16	11:08:16			11:08:17	11:08:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
9	11:08:17	11:08:17	11:08:17	11:08:17	11:08:18	11:08:18			11:08:18	11:08:18	11:08:20	11:08:20	11:08:20	11:08:20	11:08:20	11:08:20			11:08:21	11:08:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
10	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:21	11:08:24	11:08:24	11:08:24	11:08:24	11:08:24	11:08:24	11:08:24	11:08:24	11:08:26	11:08:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	11:08:26	11:08:26	11:08:26	11:08:26	11:08:26	11:08:26			11:08:26	11:08:26	11:08:28	11:08:28	11:08:28	11:08:28	11:08:28	11:08:28			11:08:29	11:08:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
12	11:08:30	11:08:30	11:08:30	11:08:30	11:08:30	11:08:30			11:08:30	11:08:30	11:08:32	11:08:32	11:08:32	11:08:32	11:08:32	11:08:32			11:08:33	11:08:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
