ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6557.4	14100	1.0	3697.0105883426195
1	5002.6	12600	0.952	3703.782678354822
2	4204.8	11700	0.91	3704.6821836676727
3	3607.3	10800	0.884	3709.799374912132
4	3084.7	9900	0.852	3724.8430884671043
5	2655.8	8700	0.828	3760.4389616778094
6	2400.3	8400	0.81	3770.554531170914
7	2407.4	8100	0.804	3797.9783797216746
8	2161.0	7800	0.798	3861.274220715264
9	2059.8	7500	0.764	3782.310219837005
10	2031.7	6900	0.776	3908.1887030252356
11	1972.2	6600	0.77	3938.0868104805045
12	1833.4	6300	0.762	3932.2566700257044
13	1843.4	6300	0.748	3901.418994210551
14	1743.7	5700	0.764	4008.632245850246
15	1792.0	5700	0.758	3980.8018910465175
16	1800.5	5700	0.752	4032.5942702773837
17	1817.7	5700	0.776	4075.771311109905
18	1802.9	5400	0.774	4120.441880856483
19	1775.3	5400	0.782	4161.985447909419
20	1808.8	5700	0.774	4158.145200069567
21	1770.6	5400	0.794	4288.192149153242
22	1751.2	5400	0.764	4129.933241064158
23	1763.1	5700	0.774	4193.263930401639
24	1736.9	5400	0.79	4301.9695540619605
25	1919.3	6300	0.816	4422.893100593096
26	1850.8	5700	0.822	4445.8595226681455
27	1767.8	5400	0.816	4496.785040781821
28	1826.7	5400	0.816	4454.8722702633595
29	1880.5	5100	0.828	4567.662807238461
30	1829.9	5100	0.81	4495.6818777376875
31	1907.2	5400	0.854	4650.471754797009
32	1875.2	5700	0.822	4507.731582759768
33	1772.4	6000	0.8	4519.270195034625
34	1712.8	5400	0.796	4502.929025923127
35	1766.7	5100	0.806	4514.985143450665
36	1734.2	5100	0.798	4512.848820033611
37	1782.5	5100	0.824	4623.020386706051
38	1742.9	5100	0.82	4575.615347748577
39	1818.7	5400	0.832	4642.260959590549
40	1810.2	5400	0.826	4641.51038731219
41	1810.9	4800	0.836	4623.332558530042
42	1802.9	5400	0.832	4667.787321168248
43	1750.1	5100	0.82	4609.8668782340765
44	1744.3	4800	0.816	4545.874870234065
45	1715.4	5400	0.814	4598.541601829521
46	1770.4	5400	0.82	4606.233292540357
47	1791.5	5100	0.814	4607.054461299815
48	1863.4	5700	0.838	4710.539731305081
49	1812.0	4800	0.852	4779.9243275635745
50	1766.0	5100	0.828	4658.381427832391
51	1835.7	5400	0.834	4670.421138397875
52	1904.4	5400	0.858	4759.999269519051
53	1758.7	4500	0.834	4653.522397411558
54	1818.1	5400	0.826	4708.678179098101
55	1722.6	4800	0.814	4584.242371507644
56	1815.6	5100	0.842	4728.245058294689
57	1728.2	5100	0.804	4578.630573821083
58	1770.8	5100	0.828	4651.259529496458
59	1780.5	5100	0.832	4684.612099902768
60	1743.9	5100	0.816	4639.793775734314
61	1661.6	4800	0.792	4576.938093491181
62	1700.8	4800	0.814	4673.796660637961
63	1648.0	4500	0.792	4567.838993181829
64	1674.9	4800	0.814	4711.106792256533
65	1662.9	4500	0.82	4712.01348953729
66	1675.2	5700	0.792	4581.259685043691
67	1663.0	4800	0.79	4573.6635731556535
68	1630.0	5400	0.81	4710.347431147563
69	1621.0	4800	0.774	4469.917522307591
70	1650.6	4800	0.808	4690.85893076984
71	1642.6	4500	0.81	4642.175265809791
72	1610.8	5100	0.788	4587.741562192824
73	1617.7	5100	0.798	4615.867836583458
74	1677.8	5100	0.814	4700.978469407491
75	1638.9	5400	0.808	4727.978778093385
76	1617.7	5100	0.788	4566.607464084352
77	1588.7	4800	0.802	4571.002866309647
78	1589.5	4500	0.798	4602.760389151031
79	1619.9	4800	0.8	4637.003161262293
80	1606.0	4500	0.798	4612.8219103594465
81	1615.8	4800	0.788	4592.034007024831
82	1589.2	4800	0.8	4625.104784595794
83	1647.8	5100	0.79	4582.186450362085
84	1640.6	4800	0.802	4630.637354215245
85	1664.8	4800	0.816	4636.98201358359
86	1596.5	5400	0.808	4677.447371277992
87	1622.7	4500	0.798	4626.653347993956
88	1602.8	4800	0.808	4648.9233382749135
89	1661.6	5100	0.814	4616.901891150714
90	1534.2	4800	0.768	4511.677730345717
91	1611.5	4800	0.798	4619.383414410622
92	1581.5	4800	0.782	4616.191082725853
93	1574.4	4800	0.78	4525.759482232398
94	1555.6	5400	0.782	4611.247044980057
95	1583.1	4800	0.788	4550.340314584196
96	1619.6	4500	0.794	4673.886931355477
97	1529.8	4800	0.774	4553.983848144185
98	1585.0	4800	0.784	4540.2611172849065
99	1593.3	4500	0.798	4633.856448359599
100	1553.4	5400	0.778	4590.1669936314165
