ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6520.1	14100	1.0	3697.0105883426195
1	5975.9	13500	0.948	3703.301092618884
2	5669.0	13200	0.912	3710.165125403972
3	5471.6	12900	0.904	3698.8691840294646
4	5184.6	12600	0.878	3699.4170311744724
5	5024.9	12300	0.856	3718.013984220746
6	4717.8	11700	0.832	3711.786975766317
7	4675.3	12000	0.83	3721.3869466413466
8	4418.1	11400	0.808	3722.780482278207
9	4180.3	11100	0.782	3724.2397579959934
10	4261.3	11100	0.792	3762.3267246384985
11	3962.6	10200	0.758	3787.954479112441
12	3791.1	10200	0.746	3762.222104595777
13	3670.2	9900	0.734	3804.276528142284
14	3497.8	9600	0.746	3802.205064562738
15	3464.2	9300	0.732	3845.1957939703693
16	3386.4	9300	0.73	3855.444233989943
17	3304.6	9000	0.728	3878.8854980842098
18	3245.1	8400	0.724	3901.6407577082273
19	3258.6	8700	0.722	3914.229226006673
20	3276.9	8700	0.716	3947.786467452684
21	3106.9	8100	0.702	3979.721499564222
22	2987.9	7500	0.696	3995.2813774581764
23	2979.2	7500	0.706	3997.551062746042
24	2954.7	7500	0.7	4002.4166880676366
25	2803.3	7500	0.706	4011.9454866834126
26	2794.5	7500	0.702	4046.6003728577643
27	2723.6	7500	0.704	4034.4216924280076
28	2623.8	7500	0.704	4056.364918888852
29	2679.7	7500	0.706	4042.1937352006375
30	2719.6	7500	0.71	4081.89088402355
31	2696.9	7500	0.742	4133.957236072091
32	2737.7	7500	0.736	4180.4168603534645
33	2638.2	7500	0.734	4173.256128284899
34	2675.7	7500	0.752	4182.513346543335
35	2585.8	7500	0.752	4201.388104200648
36	2636.4	7500	0.752	4214.240588178519
37	2582.4	7500	0.772	4233.255570437271
38	2564.3	7500	0.77	4302.517622894266
39	2462.5	7500	0.76	4262.417901017243
40	2413.5	7500	0.76	4294.528001689942
41	2432.5	7500	0.776	4349.966597427496
42	2419.8	7500	0.778	4366.465117056847
43	2398.4	7500	0.772	4382.494220898306
44	2398.7	7500	0.774	4409.463129674819
45	2409.1	7500	0.784	4471.825903468288
46	2360.4	7500	0.778	4477.452804855878
47	2348.9	7500	0.782	4442.816657113286
48	2339.1	7500	0.79	4479.795198359588
49	2326.9	7500	0.804	4483.721912180195
50	2332.4	7500	0.802	4475.039738321748
51	2326.3	7500	0.802	4477.900454181915
52	2293.3	7500	0.8	4473.743766011271
53	2278.7	7500	0.81	4496.214694228217
54	2287.6	7500	0.804	4512.4426391630495
55	2322.3	7500	0.806	4527.464720304833
56	2274.3	7500	0.816	4556.403873012599
57	2245.2	7500	0.824	4580.042229248039
58	2203.8	7500	0.816	4560.809152031835
59	2157.2	7500	0.828	4574.302443379945
60	2154.6	7500	0.818	4562.464361326085
61	2086.9	7500	0.814	4584.215507447237
62	2096.3	7500	0.81	4591.864567767963
63	2166.3	7500	0.834	4650.307878370039
64	2097.1	7500	0.822	4657.741140591658
65	2123.0	7500	0.834	4671.974383422261
66	2118.4	7500	0.838	4700.653637622484
67	2066.9	7500	0.818	4648.60747496959
68	2068.8	7500	0.828	4670.619976892695
69	2087.7	7500	0.832	4747.705026810452
70	2036.4	7500	0.832	4711.196825223525
71	2058.7	7500	0.824	4675.116358208249
72	2051.4	7500	0.826	4724.6675262254585
73	1998.7	7500	0.834	4687.0114346218925
74	2025.0	7500	0.84	4698.156683564346
75	2082.5	7500	0.842	4770.975346692297
76	2088.9	7500	0.832	4719.998785344829
77	2061.9	7500	0.83	4704.751520897046
78	2063.1	7500	0.842	4760.768859947359
79	2013.7	7500	0.842	4711.0595843137435
80	2004.7	7500	0.838	4707.390705320247
81	1994.1	7500	0.856	4794.846676140565
82	1964.1	7500	0.84	4760.824059781896
83	2009.0	7500	0.834	4743.212512877566
84	1999.8	7500	0.85	4744.49808666143
85	2033.4	7500	0.844	4754.803588618728
86	2015.3	7500	0.856	4812.526809925448
87	1961.5	7500	0.858	4783.825913701726
88	1969.0	7500	0.838	4783.347248309039
89	1932.2	7500	0.846	4795.21573714282
90	1959.1	7500	0.856	4826.133671378377
91	1908.9	7500	0.858	4889.501909772919
92	1929.9	7500	0.854	4835.039789302556
93	1934.3	7500	0.854	4911.894574608639
94	1917.7	7500	0.842	4853.389762629111
95	1881.8	7500	0.852	4862.921689125953
96	1935.1	7500	0.872	4925.736365190737
97	1991.3	7500	0.874	4922.757769292625
98	1918.4	7500	0.856	4895.58045439363
99	1877.6	7500	0.864	4889.946832810985
100	1888.3	7500	0.858	4902.155207786858
