Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:01:24	05:01:24	05:01:24			05:01:24	05:01:24	05:01:24	05:01:24	05:01:24	05:01:29	05:01:29	05:01:29	05:01:29	05:01:29	05:01:29			05:01:30	05:01:30		00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:06
1	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:35	05:01:35	05:01:35	05:01:35	05:01:35	05:01:35			05:01:37	05:01:37		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:02	00:00:06
2	05:01:37	05:01:37	05:01:37	05:01:37	05:01:38	05:01:38			05:01:38	05:01:38	05:01:42	05:01:42	05:01:42	05:01:42	05:01:42	05:01:42			05:01:44	05:01:44		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
3	05:01:44	05:01:44	05:01:44	05:01:44	05:01:45	05:01:45			05:01:45	05:01:45	05:01:47	05:01:47	05:01:47	05:01:47	05:01:47	05:01:47			05:01:49	05:01:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:02	00:00:05
4	05:01:50	05:01:50	05:01:50	05:01:50	05:01:50	05:01:50			05:01:50	05:01:50	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53			05:01:54	05:01:54		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
5	05:01:54	05:01:54	05:01:54	05:01:54	05:01:55	05:01:55			05:01:55	05:01:55	05:01:58	05:01:58	05:01:58	05:01:58	05:01:58	05:01:58			05:01:59	05:01:59		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
6	05:01:59	05:01:59	05:01:59	05:01:59	05:02:00	05:02:00			05:02:00	05:02:00	05:02:02	05:02:02	05:02:02	05:02:02	05:02:02	05:02:02			05:02:03	05:02:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
7	05:02:04	05:02:04	05:02:04	05:02:04	05:02:04	05:02:04			05:02:04	05:02:04	05:02:07	05:02:07	05:02:07	05:02:07	05:02:07	05:02:07			05:02:08	05:02:08		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
8	05:02:08	05:02:08	05:02:08	05:02:08	05:02:09	05:02:09			05:02:09	05:02:09	05:02:12	05:02:12	05:02:12	05:02:12	05:02:12	05:02:12			05:02:13	05:02:13		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
9	05:02:13	05:02:13	05:02:13	05:02:13	05:02:13	05:02:13			05:02:13	05:02:13	05:02:17	05:02:17	05:02:17	05:02:17	05:02:17	05:02:17			05:02:18	05:02:18		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
