ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6579.6	14100	1.0	3697.0105883426195
1	5014.7	12600	0.952	3703.782678354822
2	4217.2	12000	0.91	3706.073454411259
3	3586.7	10800	0.884	3703.3086095962058
4	3021.6	9900	0.848	3711.950258475093
5	2646.6	9000	0.826	3751.4230793873944
6	2392.6	8400	0.806	3769.290673535891
7	2388.4	8400	0.802	3841.5685488046906
8	2133.0	7500	0.792	3869.481147306429
9	2096.0	7800	0.764	3789.6638195858286
10	1976.7	7200	0.772	3913.6250605937757
11	1912.2	6600	0.758	3919.7069061824504
12	1820.8	6600	0.766	3912.349516562764
13	1898.0	6300	0.744	3891.469902929952
14	1788.8	6000	0.772	4012.8351677327323
15	1806.0	6000	0.76	3976.5242921083495
16	1764.9	6000	0.756	4014.871743804818
17	1750.6	6300	0.738	3979.9665151867025
18	1708.9	5400	0.75	4084.8843286814663
19	1670.5	5400	0.75	4100.731018716234
20	1615.8	5100	0.736	4040.041285359265
21	1648.2	5100	0.748	4126.111081702791
22	1570.1	5100	0.732	4085.7285247989225
23	1570.0	5400	0.732	4123.235151956431
24	1559.6	5100	0.738	4165.542141321195
25	1684.1	5700	0.766	4234.2910299973155
26	1587.8	5400	0.74	4190.955231695259
27	1566.5	5400	0.74	4210.325817425511
28	1582.8	5400	0.744	4203.153886138907
29	1603.5	5100	0.75	4229.018378639863
30	1473.2	4800	0.714	4166.560753464965
31	1546.4	5100	0.742	4251.94375927529
32	1527.9	5100	0.748	4218.725995182636
33	1575.9	5400	0.738	4269.872229401255
34	1580.9	5100	0.758	4257.348461560567
35	1613.4	5400	0.752	4330.109460996139
36	1589.7	5100	0.744	4296.750527757622
37	1604.3	5100	0.762	4329.325344713339
38	1587.4	5100	0.76	4344.732367803349
39	1660.4	5400	0.768	4350.122071182295
40	1682.6	4800	0.8	4472.357253928296
41	1657.5	5400	0.79	4455.252105473592
42	1656.7	5100	0.782	4413.481729854845
43	1628.1	5100	0.792	4487.395890278199
44	1662.4	4800	0.792	4472.130308104842
45	1621.2	5100	0.788	4509.629507188451
46	1713.9	5400	0.812	4531.718725994159
47	1680.8	4800	0.794	4500.018595028946
48	1626.6	4800	0.796	4502.486756237081
49	1626.4	4500	0.792	4515.10182481366
50	1562.9	4500	0.774	4481.337621417461
51	1605.6	5400	0.772	4418.660515384153
52	1676.6	4800	0.8	4500.740623456758
53	1607.6	4800	0.796	4529.419365588461
54	1649.0	4800	0.794	4495.042428621186
55	1610.6	4800	0.784	4504.40180677266
56	1646.1	4800	0.802	4544.509539779923
57	1612.8	4800	0.776	4428.52347670876
58	1564.8	4800	0.78	4446.2820519892175
59	1591.6	4800	0.788	4510.6146640028055
60	1628.7	4800	0.784	4473.182103859647
61	1561.5	4800	0.766	4439.357075750945
62	1571.6	4800	0.784	4492.713464622697
63	1507.9	4800	0.752	4414.032989800535
64	1605.9	5100	0.784	4483.1148534808735
65	1615.0	4500	0.786	4579.544880960828
66	1536.1	4500	0.77	4412.794749853583
67	1534.9	4500	0.762	4434.118408684701
68	1568.2	5100	0.77	4461.97429879862
69	1574.7	4800	0.75	4396.17758638504
70	1624.7	4800	0.786	4459.679613967028
71	1588.8	4800	0.786	4527.811626622174
72	1599.6	5400	0.772	4442.610666746577
73	1603.3	5100	0.776	4467.396631914228
74	1671.2	5100	0.806	4577.5310024993905
75	1668.8	4800	0.802	4601.074746399194
76	1590.6	5100	0.786	4519.636989179333
77	1569.7	4800	0.784	4461.423606186387
78	1555.3	4500	0.784	4553.5342998647175
79	1594.8	4800	0.786	4488.4515869567
80	1659.2	5100	0.786	4470.903169677568
81	1620.8	4800	0.796	4601.951717512506
82	1620.2	4800	0.798	4544.59462262989
83	1611.2	4800	0.794	4579.833315178714
84	1609.6	4800	0.788	4568.459691155594
85	1612.4	4800	0.798	4503.051505366162
86	1569.9	4800	0.798	4575.078441324845
87	1583.4	4500	0.794	4588.889542886648
88	1566.7	5400	0.794	4566.231507113206
89	1618.4	4800	0.794	4504.844202007469
90	1505.8	4800	0.768	4504.599408579558
91	1580.1	4500	0.788	4572.273242585295
92	1618.1	4800	0.794	4564.336496964918
93	1612.4	4800	0.792	4539.028458130123
94	1602.6	6000	0.792	4617.180249786213
95	1562.9	4800	0.792	4563.838089110149
96	1603.4	4500	0.798	4627.036986233885
97	1578.5	4800	0.788	4565.2013224134325
98	1559.5	4500	0.788	4531.048013219189
99	1590.1	5100	0.782	4545.263359448198
100	1550.4	4800	0.774	4516.220300927858
