Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	15:31:26	15:31:26	15:31:26			15:31:26	15:31:26	15:31:26	15:31:26	15:31:26	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31	15:31:31			15:31:32	15:31:32		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:32	15:31:36	15:31:36	15:31:36	15:31:36	15:31:36	15:31:36			15:31:38	15:31:38		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:02	00:00:05
2	15:31:38	15:31:38	15:31:38	15:31:38	15:31:38	15:31:38			15:31:38	15:31:38	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41	15:31:41			15:31:42	15:31:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	15:31:42	15:31:42	15:31:42	15:31:42	15:31:42	15:31:42			15:31:42	15:31:42	15:31:45	15:31:45	15:31:45	15:31:45	15:31:45	15:31:45			15:31:46	15:31:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
4	15:31:46	15:31:46	15:31:46	15:31:46	15:31:46	15:31:46			15:31:46	15:31:46	15:31:49	15:31:49	15:31:49	15:31:49	15:31:49	15:31:49			15:31:50	15:31:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
5	15:31:50	15:31:50	15:31:50	15:31:50	15:31:50	15:31:50			15:31:50	15:31:50	15:31:53	15:31:53	15:31:53	15:31:53	15:31:53	15:31:53			15:31:54	15:31:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	15:31:54	15:31:54	15:31:54	15:31:54	15:31:54	15:31:54			15:31:54	15:31:54	15:31:56	15:31:56	15:31:56	15:31:56	15:31:56	15:31:56			15:31:57	15:31:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	15:31:57	15:31:57	15:31:57	15:31:57	15:31:57	15:31:57			15:31:57	15:31:57	15:31:59	15:31:59	15:31:59	15:31:59	15:31:59	15:31:59			15:32:00	15:32:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
8	15:32:00	15:32:00	15:32:00	15:32:00	15:32:00	15:32:00			15:32:00	15:32:00	15:32:03	15:32:03	15:32:03	15:32:03	15:32:03	15:32:03			15:32:04	15:32:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	15:32:04	15:32:04	15:32:04	15:32:04	15:32:04	15:32:04			15:32:04	15:32:04	15:32:06	15:32:06	15:32:06	15:32:06	15:32:06	15:32:06			15:32:07	15:32:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
10	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:07	15:32:10	15:32:10	15:32:10	15:32:10	15:32:10	15:32:10	15:32:10	15:32:10	15:32:11	15:32:11		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	15:32:12	15:32:12	15:32:12	15:32:12	15:32:12	15:32:12			15:32:12	15:32:12	15:32:13	15:32:13	15:32:13	15:32:13	15:32:13	15:32:13			15:32:14	15:32:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	15:32:14	15:32:14	15:32:14	15:32:14	15:32:15	15:32:15			15:32:15	15:32:15	15:32:16	15:32:16	15:32:16	15:32:16	15:32:16	15:32:16			15:32:17	15:32:17		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
13	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18	15:32:18			15:32:18	15:32:18	15:32:19	15:32:19	15:32:19	15:32:19	15:32:19	15:32:19			15:32:20	15:32:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	15:32:20	15:32:20	15:32:20	15:32:20	15:32:21	15:32:21			15:32:21	15:32:21	15:32:22	15:32:22	15:32:22	15:32:22	15:32:22	15:32:22			15:32:23	15:32:23		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
15	15:32:23	15:32:23	15:32:23	15:32:23	15:32:23	15:32:23			15:32:23	15:32:23	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25	15:32:25			15:32:26	15:32:26		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
16	15:32:26	15:32:26	15:32:26	15:32:26	15:32:26	15:32:26			15:32:26	15:32:26	15:32:27	15:32:27	15:32:27	15:32:27	15:32:27	15:32:27			15:32:28	15:32:28		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
17	15:32:29	15:32:29	15:32:29	15:32:29	15:32:29	15:32:29			15:32:29	15:32:29	15:32:30	15:32:30	15:32:30	15:32:30	15:32:30	15:32:30			15:32:31	15:32:31		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
18	15:32:31	15:32:31	15:32:31	15:32:31	15:32:31	15:32:31			15:32:31	15:32:31	15:32:33	15:32:33	15:32:33	15:32:33	15:32:33	15:32:33			15:32:34	15:32:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	15:32:34	15:32:34	15:32:34	15:32:34	15:32:34	15:32:34			15:32:34	15:32:34	15:32:36	15:32:36	15:32:36	15:32:36	15:32:36	15:32:36			15:32:36	15:32:36		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
20	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:37	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38	15:32:38	15:32:40	15:32:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
21	15:32:40	15:32:40	15:32:40	15:32:40	15:32:40	15:32:40			15:32:40	15:32:40	15:32:42	15:32:42	15:32:42	15:32:42	15:32:42	15:32:42			15:32:43	15:32:43		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
22	15:32:43	15:32:43	15:32:43	15:32:43	15:32:43	15:32:43			15:32:43	15:32:43	15:32:44	15:32:44	15:32:44	15:32:44	15:32:44	15:32:44			15:32:45	15:32:45		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
23	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45	15:32:45			15:32:45	15:32:45	15:32:47	15:32:47	15:32:47	15:32:47	15:32:47	15:32:47			15:32:48	15:32:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
24	15:32:48	15:32:48	15:32:48	15:32:48	15:32:48	15:32:48			15:32:48	15:32:48	15:32:49	15:32:49	15:32:49	15:32:49	15:32:49	15:32:49			15:32:50	15:32:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
25	15:32:50	15:32:50	15:32:50	15:32:50	15:32:50	15:32:50			15:32:50	15:32:50	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52	15:32:52			15:32:52	15:32:52		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
