Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	15:26:56	15:26:56	15:26:56			15:26:56	15:26:56	15:26:56	15:26:56	15:26:56	15:27:00	15:27:00	15:27:00	15:27:00	15:27:00	15:27:00			15:27:02	15:27:02		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:02	15:27:06	15:27:06	15:27:06	15:27:06	15:27:06	15:27:06			15:27:07	15:27:07		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
2	15:27:07	15:27:07	15:27:07	15:27:07	15:27:07	15:27:07			15:27:07	15:27:07	15:27:10	15:27:10	15:27:10	15:27:10	15:27:10	15:27:10			15:27:11	15:27:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	15:27:11	15:27:11	15:27:11	15:27:11	15:27:11	15:27:11			15:27:11	15:27:11	15:27:13	15:27:13	15:27:13	15:27:13	15:27:13	15:27:13			15:27:14	15:27:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	15:27:15	15:27:15	15:27:15	15:27:15	15:27:15	15:27:15			15:27:15	15:27:15	15:27:17	15:27:17	15:27:17	15:27:17	15:27:17	15:27:17			15:27:18	15:27:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18	15:27:18			15:27:18	15:27:18	15:27:20	15:27:20	15:27:20	15:27:20	15:27:20	15:27:20			15:27:21	15:27:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	15:27:21	15:27:21	15:27:21	15:27:21	15:27:22	15:27:22			15:27:22	15:27:22	15:27:24	15:27:24	15:27:24	15:27:24	15:27:24	15:27:24			15:27:25	15:27:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	15:27:25	15:27:25	15:27:25	15:27:25	15:27:25	15:27:25			15:27:25	15:27:25	15:27:27	15:27:27	15:27:27	15:27:27	15:27:27	15:27:27			15:27:28	15:27:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	15:27:28	15:27:28	15:27:29	15:27:29	15:27:29	15:27:29			15:27:29	15:27:29	15:27:31	15:27:31	15:27:31	15:27:31	15:27:31	15:27:31			15:27:32	15:27:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
9	15:27:32	15:27:32	15:27:32	15:27:32	15:27:32	15:27:32			15:27:32	15:27:32	15:27:34	15:27:34	15:27:34	15:27:34	15:27:34	15:27:34			15:27:35	15:27:35		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
