Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:36:38	12:36:38	12:36:38			12:36:38	12:36:38	12:36:38	12:36:38	12:36:38	12:36:41	12:36:41	12:36:41	12:36:41	12:36:41	12:36:41			12:36:42	12:36:42		00:00:00		00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
1	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:42	12:36:46	12:36:46	12:36:46	12:36:46	12:36:46	12:36:46			12:36:48	12:36:48		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:02	00:00:05
2	12:36:48	12:36:48	12:36:48	12:36:48	12:36:48	12:36:48			12:36:48	12:36:48	12:36:53	12:36:53	12:36:53	12:36:53	12:36:53	12:36:53			12:36:54	12:36:54		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
3	12:36:54	12:36:54	12:36:54	12:36:54	12:36:54	12:36:54			12:36:54	12:36:54	12:36:57	12:36:57	12:36:57	12:36:57	12:36:57	12:36:57			12:36:59	12:36:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
4	12:36:59	12:36:59	12:36:59	12:36:59	12:36:59	12:36:59			12:36:59	12:36:59	12:37:02	12:37:02	12:37:02	12:37:02	12:37:02	12:37:02			12:37:03	12:37:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
5	12:37:03	12:37:03	12:37:03	12:37:03	12:37:03	12:37:03			12:37:03	12:37:03	12:37:06	12:37:06	12:37:06	12:37:06	12:37:06	12:37:06			12:37:06	12:37:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	12:37:07	12:37:07	12:37:07	12:37:07	12:37:07	12:37:07			12:37:07	12:37:07	12:37:09	12:37:09	12:37:09	12:37:09	12:37:09	12:37:09			12:37:10	12:37:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	12:37:11	12:37:11	12:37:11	12:37:11	12:37:11	12:37:11			12:37:11	12:37:11	12:37:13	12:37:13	12:37:13	12:37:13	12:37:13	12:37:13			12:37:14	12:37:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
8	12:37:14	12:37:14	12:37:14	12:37:14	12:37:14	12:37:14			12:37:14	12:37:14	12:37:16	12:37:16	12:37:16	12:37:16	12:37:16	12:37:16			12:37:17	12:37:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
9	12:37:17	12:37:17	12:37:17	12:37:17	12:37:17	12:37:17			12:37:17	12:37:17	12:37:19	12:37:19	12:37:19	12:37:19	12:37:19	12:37:19			12:37:20	12:37:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
10	12:37:20	12:37:20	12:37:20	12:37:20	12:37:21	12:37:21	12:37:21	12:37:21	12:37:21	12:37:21	12:37:23	12:37:23	12:37:23	12:37:23	12:37:23	12:37:23	12:37:23	12:37:23	12:37:25	12:37:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:04
11	12:37:25	12:37:25	12:37:25	12:37:25	12:37:25	12:37:25			12:37:25	12:37:25	12:37:27	12:37:27	12:37:27	12:37:27	12:37:27	12:37:27			12:37:28	12:37:28		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
12	12:37:28	12:37:28	12:37:28	12:37:28	12:37:28	12:37:28			12:37:28	12:37:28	12:37:30	12:37:30	12:37:30	12:37:30	12:37:30	12:37:30			12:37:31	12:37:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
13	12:37:31	12:37:31	12:37:31	12:37:31	12:37:31	12:37:31			12:37:31	12:37:31	12:37:33	12:37:33	12:37:33	12:37:33	12:37:33	12:37:33			12:37:34	12:37:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	12:37:34	12:37:34	12:37:34	12:37:34	12:37:34	12:37:34			12:37:34	12:37:34	12:37:36	12:37:36	12:37:36	12:37:36	12:37:36	12:37:36			12:37:37	12:37:37		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
15	12:37:37	12:37:37	12:37:37	12:37:37	12:37:37	12:37:37			12:37:37	12:37:37	12:37:38	12:37:38	12:37:38	12:37:38	12:37:38	12:37:38			12:37:39	12:37:39		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
16	12:37:40	12:37:40	12:37:40	12:37:40	12:37:40	12:37:40			12:37:40	12:37:40	12:37:41	12:37:41	12:37:41	12:37:41	12:37:41	12:37:41			12:37:42	12:37:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	12:37:42	12:37:42	12:37:42	12:37:42	12:37:42	12:37:42			12:37:42	12:37:42	12:37:44	12:37:44	12:37:44	12:37:44	12:37:44	12:37:44			12:37:45	12:37:45		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
18	12:37:45	12:37:45	12:37:45	12:37:45	12:37:45	12:37:45			12:37:45	12:37:45	12:37:47	12:37:47	12:37:47	12:37:47	12:37:47	12:37:47			12:37:48	12:37:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	12:37:48	12:37:48	12:37:48	12:37:48	12:37:48	12:37:48			12:37:48	12:37:48	12:37:49	12:37:49	12:37:49	12:37:49	12:37:49	12:37:49			12:37:50	12:37:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
20	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:50	12:37:52	12:37:52	12:37:52	12:37:52	12:37:52	12:37:52	12:37:52	12:37:52	12:37:53	12:37:53		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
21	12:37:53	12:37:53	12:37:53	12:37:53	12:37:54	12:37:54			12:37:54	12:37:54	12:37:55	12:37:55	12:37:55	12:37:55	12:37:55	12:37:55			12:37:56	12:37:56		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
22	12:37:56	12:37:56	12:37:56	12:37:56	12:37:56	12:37:56			12:37:56	12:37:56	12:37:57	12:37:57	12:37:57	12:37:57	12:37:57	12:37:57			12:37:58	12:37:58		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
23	12:37:58	12:37:58	12:37:58	12:37:58	12:37:58	12:37:58			12:37:58	12:37:58	12:37:59	12:37:59	12:37:59	12:37:59	12:37:59	12:37:59			12:38:00	12:38:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
24	12:38:00	12:38:00	12:38:00	12:38:00	12:38:01	12:38:01			12:38:01	12:38:01	12:38:02	12:38:02	12:38:02	12:38:02	12:38:02	12:38:02			12:38:03	12:38:03		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
25	12:38:03	12:38:03	12:38:03	12:38:03	12:38:03	12:38:03			12:38:03	12:38:03	12:38:04	12:38:04	12:38:04	12:38:04	12:38:04	12:38:04			12:38:05	12:38:05		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
26	12:38:05	12:38:05	12:38:05	12:38:05	12:38:05	12:38:05			12:38:05	12:38:05	12:38:07	12:38:07	12:38:07	12:38:07	12:38:07	12:38:07			12:38:08	12:38:08		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
27	12:38:08	12:38:08	12:38:08	12:38:08	12:38:08	12:38:08			12:38:08	12:38:08	12:38:10	12:38:10	12:38:10	12:38:10	12:38:10	12:38:10			12:38:10	12:38:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
28	12:38:10	12:38:10	12:38:10	12:38:10	12:38:10	12:38:10			12:38:10	12:38:10	12:38:12	12:38:12	12:38:12	12:38:12	12:38:12	12:38:12			12:38:13	12:38:13		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
29	12:38:13	12:38:13	12:38:13	12:38:13	12:38:13	12:38:13			12:38:13	12:38:13	12:38:14	12:38:14	12:38:14	12:38:14	12:38:14	12:38:14			12:38:15	12:38:15		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
30	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:15	12:38:17	12:38:17	12:38:17	12:38:17	12:38:17	12:38:17	12:38:17	12:38:17	12:38:18	12:38:18		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
31	12:38:18	12:38:18	12:38:18	12:38:18	12:38:19	12:38:19			12:38:19	12:38:19	12:38:20	12:38:20	12:38:20	12:38:20	12:38:20	12:38:20			12:38:20	12:38:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
32	12:38:21	12:38:21	12:38:21	12:38:21	12:38:21	12:38:21			12:38:21	12:38:21	12:38:22	12:38:22	12:38:22	12:38:22	12:38:22	12:38:22			12:38:23	12:38:23		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
33	12:38:23	12:38:23	12:38:23	12:38:23	12:38:23	12:38:23			12:38:23	12:38:23	12:38:24	12:38:24	12:38:24	12:38:24	12:38:24	12:38:24			12:38:25	12:38:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
34	12:38:25	12:38:25	12:38:25	12:38:25	12:38:25	12:38:25			12:38:25	12:38:25	12:38:27	12:38:27	12:38:27	12:38:27	12:38:27	12:38:27			12:38:27	12:38:27		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
35	12:38:27	12:38:27	12:38:27	12:38:27	12:38:28	12:38:28			12:38:28	12:38:28	12:38:29	12:38:29	12:38:29	12:38:29	12:38:29	12:38:29			12:38:29	12:38:29		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
36	12:38:30	12:38:30	12:38:30	12:38:30	12:38:30	12:38:30			12:38:30	12:38:30	12:38:31	12:38:31	12:38:31	12:38:31	12:38:31	12:38:31			12:38:32	12:38:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
37	12:38:32	12:38:32	12:38:32	12:38:32	12:38:32	12:38:32			12:38:32	12:38:32	12:38:33	12:38:33	12:38:33	12:38:33	12:38:33	12:38:33			12:38:34	12:38:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
38	12:38:34	12:38:34	12:38:34	12:38:34	12:38:34	12:38:34			12:38:34	12:38:34	12:38:36	12:38:36	12:38:36	12:38:36	12:38:36	12:38:36			12:38:36	12:38:36		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
39	12:38:37	12:38:37	12:38:37	12:38:37	12:38:37	12:38:37			12:38:37	12:38:37	12:38:38	12:38:38	12:38:38	12:38:38	12:38:38	12:38:38			12:38:39	12:38:39		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
40	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:39	12:38:40	12:38:40	12:38:40	12:38:40	12:38:40	12:38:40	12:38:40	12:38:40	12:38:41	12:38:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:02
41	12:38:42	12:38:42	12:38:42	12:38:42	12:38:42	12:38:42			12:38:42	12:38:42	12:38:43	12:38:43	12:38:43	12:38:43	12:38:43	12:38:43			12:38:44	12:38:44		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
42	12:38:44	12:38:44	12:38:44	12:38:44	12:38:44	12:38:44			12:38:44	12:38:44	12:38:45	12:38:45	12:38:45	12:38:45	12:38:45	12:38:45			12:38:46	12:38:46		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
43	12:38:46	12:38:46	12:38:46	12:38:46	12:38:47	12:38:47			12:38:47	12:38:47	12:38:48	12:38:48	12:38:48	12:38:48	12:38:48	12:38:48			12:38:48	12:38:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
44	12:38:49	12:38:49	12:38:49	12:38:49	12:38:49	12:38:49			12:38:49	12:38:49	12:38:50	12:38:50	12:38:50	12:38:50	12:38:50	12:38:50			12:38:51	12:38:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
45	12:38:51	12:38:51	12:38:51	12:38:51	12:38:51	12:38:51			12:38:51	12:38:51	12:38:52	12:38:52	12:38:52	12:38:52	12:38:52	12:38:52			12:38:53	12:38:53		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
46	12:38:53	12:38:53	12:38:53	12:38:53	12:38:53	12:38:53			12:38:53	12:38:53	12:38:54	12:38:54	12:38:54	12:38:54	12:38:54	12:38:54			12:38:55	12:38:55		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
47	12:38:55	12:38:55	12:38:55	12:38:55	12:38:55	12:38:55			12:38:56	12:38:56	12:38:57	12:38:57	12:38:57	12:38:57	12:38:57	12:38:57			12:38:57	12:38:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
48	12:38:58	12:38:58	12:38:58	12:38:58	12:38:58	12:38:58			12:38:58	12:38:58	12:38:59	12:38:59	12:38:59	12:38:59	12:38:59	12:38:59			12:39:00	12:39:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
49	12:39:00	12:39:00	12:39:00	12:39:00	12:39:00	12:39:00			12:39:00	12:39:00	12:39:01	12:39:01	12:39:01	12:39:01	12:39:01	12:39:01			12:39:02	12:39:02		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
50	12:39:02	12:39:02	12:39:02	12:39:02	12:39:03	12:39:03	12:39:03	12:39:03	12:39:03	12:39:03	12:39:04	12:39:04	12:39:04	12:39:04	12:39:04	12:39:04	12:39:04	12:39:04	12:39:05	12:39:05		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:02
51	12:39:06	12:39:06	12:39:06	12:39:06	12:39:06	12:39:06			12:39:06	12:39:06	12:39:07	12:39:07	12:39:07	12:39:07	12:39:07	12:39:07			12:39:08	12:39:08		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
52	12:39:08	12:39:08	12:39:08	12:39:08	12:39:08	12:39:08			12:39:08	12:39:08	12:39:10	12:39:10	12:39:10	12:39:10	12:39:10	12:39:10			12:39:10	12:39:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
53	12:39:10	12:39:10	12:39:10	12:39:10	12:39:10	12:39:10			12:39:10	12:39:10	12:39:12	12:39:12	12:39:12	12:39:12	12:39:12	12:39:12			12:39:13	12:39:13		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
