Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:41:25	11:41:25	11:41:25			11:41:25	11:41:25	11:41:25	11:41:25	11:41:25	11:41:33	11:41:33	11:41:33	11:41:33	11:41:33	11:41:33			11:41:34	11:41:34		00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:35	11:41:42	11:41:42	11:41:42	11:41:42	11:41:42	11:41:42			11:41:44	11:41:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:09
2	11:41:44	11:41:44	11:41:44	11:41:44	11:41:44	11:41:44			11:41:44	11:41:44	11:41:50	11:41:50	11:41:50	11:41:50	11:41:50	11:41:50			11:41:51	11:41:51		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	11:41:51	11:41:51	11:41:51	11:41:51	11:41:51	11:41:51			11:41:51	11:41:51	11:41:58	11:41:58	11:41:58	11:41:58	11:41:58	11:41:58			11:41:59	11:41:59		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
4	11:41:59	11:41:59	11:41:59	11:41:59	11:41:59	11:41:59			11:41:59	11:41:59	11:42:05	11:42:05	11:42:05	11:42:05	11:42:05	11:42:05			11:42:05	11:42:05		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
5	11:42:05	11:42:05	11:42:05	11:42:05	11:42:06	11:42:06			11:42:06	11:42:06	11:42:12	11:42:12	11:42:12	11:42:12	11:42:12	11:42:12			11:42:13	11:42:13		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
6	11:42:13	11:42:13	11:42:13	11:42:13	11:42:13	11:42:13			11:42:13	11:42:13	11:42:19	11:42:19	11:42:19	11:42:19	11:42:19	11:42:19			11:42:20	11:42:20		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
7	11:42:20	11:42:20	11:42:20	11:42:20	11:42:20	11:42:20			11:42:20	11:42:20	11:42:26	11:42:26	11:42:26	11:42:26	11:42:26	11:42:26			11:42:27	11:42:27		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
8	11:42:27	11:42:27	11:42:27	11:42:27	11:42:28	11:42:28			11:42:28	11:42:28	11:42:34	11:42:34	11:42:34	11:42:34	11:42:34	11:42:34			11:42:35	11:42:35		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
9	11:42:35	11:42:35	11:42:35	11:42:35	11:42:35	11:42:35			11:42:35	11:42:35	11:42:41	11:42:41	11:42:41	11:42:41	11:42:41	11:42:41			11:42:42	11:42:42		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
10	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:42	11:42:48	11:42:48	11:42:48	11:42:48	11:42:48	11:42:48	11:42:48	11:42:48	11:42:50	11:42:50		00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:01	00:00:08
11	11:42:50	11:42:50	11:42:50	11:42:50	11:42:50	11:42:50			11:42:50	11:42:50	11:42:56	11:42:56	11:42:56	11:42:56	11:42:56	11:42:56			11:42:57	11:42:57		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
12	11:42:57	11:42:57	11:42:57	11:42:57	11:42:57	11:42:57			11:42:57	11:42:57	11:43:03	11:43:03	11:43:03	11:43:03	11:43:03	11:43:03			11:43:04	11:43:04		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
13	11:43:04	11:43:04	11:43:04	11:43:04	11:43:04	11:43:04			11:43:05	11:43:05	11:43:10	11:43:10	11:43:10	11:43:10	11:43:10	11:43:10			11:43:11	11:43:11		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
14	11:43:11	11:43:11	11:43:11	11:43:11	11:43:11	11:43:11			11:43:11	11:43:11	11:43:17	11:43:17	11:43:17	11:43:17	11:43:17	11:43:17			11:43:17	11:43:17		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
15	11:43:18	11:43:18	11:43:18	11:43:18	11:43:18	11:43:18			11:43:18	11:43:18	11:43:23	11:43:23	11:43:23	11:43:23	11:43:23	11:43:23			11:43:24	11:43:24		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
16	11:43:24	11:43:24	11:43:24	11:43:24	11:43:25	11:43:25			11:43:25	11:43:25	11:43:30	11:43:30	11:43:30	11:43:30	11:43:30	11:43:30			11:43:31	11:43:31		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
17	11:43:31	11:43:31	11:43:31	11:43:31	11:43:31	11:43:31			11:43:31	11:43:31	11:43:37	11:43:37	11:43:37	11:43:37	11:43:37	11:43:37			11:43:38	11:43:38		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
18	11:43:38	11:43:38	11:43:38	11:43:38	11:43:39	11:43:39			11:43:39	11:43:39	11:43:44	11:43:44	11:43:44	11:43:44	11:43:44	11:43:44			11:43:45	11:43:45		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
19	11:43:45	11:43:45	11:43:45	11:43:45	11:43:46	11:43:46			11:43:46	11:43:46	11:43:51	11:43:51	11:43:51	11:43:51	11:43:51	11:43:51			11:43:52	11:43:52		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
20	11:43:52	11:43:52	11:43:52	11:43:52	11:43:52	11:43:52	11:43:52	11:43:53	11:43:53	11:43:53	11:43:59	11:43:59	11:43:59	11:43:59	11:43:59	11:43:59	11:43:59	11:43:59	11:44:00	11:44:00		00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:01	00:00:07
21	11:44:00	11:44:00	11:44:00	11:44:00	11:44:00	11:44:00			11:44:00	11:44:00	11:44:06	11:44:06	11:44:06	11:44:06	11:44:06	11:44:06			11:44:07	11:44:07		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
22	11:44:07	11:44:07	11:44:07	11:44:07	11:44:07	11:44:07			11:44:07	11:44:07	11:44:13	11:44:13	11:44:13	11:44:13	11:44:13	11:44:13			11:44:14	11:44:14		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
23	11:44:15	11:44:15	11:44:15	11:44:15	11:44:15	11:44:15			11:44:15	11:44:15	11:44:24	11:44:24	11:44:24	11:44:24	11:44:24	11:44:24			11:44:25	11:44:25		00:00:00	00:00:00		00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
24	11:44:25	11:44:25	11:44:25	11:44:25	11:44:25	11:44:25			11:44:25	11:44:25	11:44:32	11:44:32	11:44:32	11:44:32	11:44:32	11:44:32			11:44:33	11:44:33		00:00:00	00:00:00		00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:08
25	11:44:33	11:44:33	11:44:33	11:44:33	11:44:34	11:44:34			11:44:34	11:44:34	11:44:40	11:44:40	11:44:40	11:44:40	11:44:40	11:44:40			11:44:41	11:44:41		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
26	11:44:41	11:44:41	11:44:41	11:44:41	11:44:41	11:44:41			11:44:41	11:44:41	11:44:47	11:44:47	11:44:47	11:44:47	11:44:47	11:44:47			11:44:48	11:44:48		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
27	11:44:49	11:44:49	11:44:49	11:44:49	11:44:49	11:44:49			11:44:49	11:44:49	11:44:55	11:44:55	11:44:55	11:44:55	11:44:55	11:44:55			11:44:56	11:44:56		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
28	11:44:56	11:44:56	11:44:56	11:44:56	11:44:56	11:44:56			11:44:56	11:44:56	11:45:03	11:45:03	11:45:03	11:45:03	11:45:03	11:45:03			11:45:04	11:45:04		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
29	11:45:04	11:45:04	11:45:04	11:45:04	11:45:04	11:45:04			11:45:04	11:45:04	11:45:10	11:45:10	11:45:10	11:45:10	11:45:10	11:45:10			11:45:11	11:45:11		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
30	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:11	11:45:18	11:45:18	11:45:18	11:45:18	11:45:18	11:45:18	11:45:18	11:45:18	11:45:19	11:45:19		00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:01	00:00:07
31	11:45:19	11:45:19	11:45:19	11:45:19	11:45:19	11:45:19			11:45:19	11:45:19	11:45:25	11:45:25	11:45:25	11:45:25	11:45:25	11:45:25			11:45:26	11:45:26		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
