Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:02:20	11:02:20	11:02:20			11:02:20	11:02:20	11:02:20	11:02:20	11:02:20	11:02:24	11:02:24	11:02:24	11:02:24	11:02:24	11:02:24			11:02:25	11:02:25		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:26	11:02:29	11:02:29	11:02:29	11:02:29	11:02:29	11:02:29			11:02:31	11:02:31		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:02	00:00:05
2	11:02:32	11:02:32	11:02:32	11:02:32	11:02:32	11:02:32			11:02:32	11:02:32	11:02:34	11:02:34	11:02:34	11:02:34	11:02:34	11:02:34			11:02:35	11:02:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	11:02:35	11:02:35	11:02:35	11:02:35	11:02:35	11:02:35			11:02:35	11:02:35	11:02:38	11:02:38	11:02:38	11:02:38	11:02:38	11:02:38			11:02:39	11:02:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	11:02:39	11:02:39	11:02:39	11:02:39	11:02:39	11:02:39			11:02:39	11:02:39	11:02:41	11:02:41	11:02:41	11:02:41	11:02:41	11:02:41			11:02:42	11:02:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
5	11:02:42	11:02:42	11:02:42	11:02:42	11:02:42	11:02:42			11:02:42	11:02:42	11:02:44	11:02:44	11:02:44	11:02:44	11:02:44	11:02:44			11:02:45	11:02:45		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
6	11:02:45	11:02:45	11:02:45	11:02:45	11:02:45	11:02:45			11:02:45	11:02:45	11:02:47	11:02:47	11:02:47	11:02:47	11:02:47	11:02:47			11:02:48	11:02:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
7	11:02:49	11:02:49	11:02:49	11:02:49	11:02:49	11:02:49			11:02:49	11:02:49	11:02:50	11:02:50	11:02:50	11:02:50	11:02:50	11:02:50			11:02:51	11:02:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
8	11:02:52	11:02:52	11:02:52	11:02:52	11:02:52	11:02:52			11:02:52	11:02:52	11:02:53	11:02:53	11:02:54	11:02:54	11:02:54	11:02:54			11:02:54	11:02:54		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
9	11:02:55	11:02:55	11:02:55	11:02:55	11:02:55	11:02:55			11:02:55	11:02:55	11:02:56	11:02:56	11:02:56	11:02:56	11:02:56	11:02:56			11:02:57	11:02:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
10	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:02:58	11:03:00	11:03:00	11:03:00	11:03:00	11:03:00	11:03:00	11:03:00	11:03:00	11:03:02	11:03:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	11:03:02	11:03:02	11:03:02	11:03:02	11:03:02	11:03:02			11:03:02	11:03:02	11:03:04	11:03:04	11:03:04	11:03:04	11:03:04	11:03:04			11:03:05	11:03:05		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	11:03:05	11:03:05	11:03:05	11:03:05	11:03:05	11:03:05			11:03:05	11:03:05	11:03:07	11:03:07	11:03:07	11:03:07	11:03:07	11:03:07			11:03:07	11:03:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
13	11:03:07	11:03:07	11:03:07	11:03:07	11:03:08	11:03:08			11:03:08	11:03:08	11:03:09	11:03:09	11:03:09	11:03:09	11:03:09	11:03:09			11:03:10	11:03:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	11:03:11	11:03:11	11:03:11	11:03:11	11:03:11	11:03:11			11:03:11	11:03:11	11:03:12	11:03:12	11:03:12	11:03:12	11:03:12	11:03:12			11:03:13	11:03:13		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
15	11:03:13	11:03:13	11:03:13	11:03:13	11:03:14	11:03:14			11:03:14	11:03:14	11:03:15	11:03:15	11:03:15	11:03:15	11:03:15	11:03:15			11:03:16	11:03:16		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
16	11:03:16	11:03:16	11:03:16	11:03:16	11:03:16	11:03:16			11:03:16	11:03:16	11:03:18	11:03:18	11:03:18	11:03:18	11:03:18	11:03:18			11:03:19	11:03:19		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	11:03:19	11:03:19	11:03:19	11:03:19	11:03:19	11:03:19			11:03:19	11:03:19	11:03:21	11:03:21	11:03:21	11:03:21	11:03:21	11:03:21			11:03:22	11:03:22		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
18	11:03:22	11:03:22	11:03:22	11:03:22	11:03:22	11:03:22			11:03:22	11:03:22	11:03:24	11:03:24	11:03:24	11:03:24	11:03:24	11:03:24			11:03:25	11:03:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
