ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6644.8	14100	1.0	3697.0105883426195
1	5058.5	12600	0.952	3703.782678354822
2	4252.4	12000	0.91	3707.7998194819734
3	3638.3	10800	0.886	3706.7420832003168
4	3048.0	9900	0.85	3715.1872678836717
5	2639.8	8700	0.826	3756.9430446655706
6	2364.2	8400	0.806	3789.815309566244
7	2334.9	8100	0.798	3821.0855370532067
8	2109.1	7500	0.792	3880.2286503860787
9	2022.9	7500	0.762	3776.048391952465
10	1883.8	6900	0.766	3921.3919043320066
11	1886.4	7200	0.754	3890.1137061390255
12	1770.4	6300	0.752	3926.869794679263
13	1815.1	6300	0.742	3911.950325806154
14	1750.1	6000	0.756	4002.952653518245
15	1757.0	6300	0.74	3949.5316183982245
16	1633.3	5400	0.734	3997.425889051341
17	1646.2	5700	0.726	3960.974982268125
18	1682.2	5400	0.734	4001.511290101485
19	1617.9	5100	0.742	4086.955583651933
20	1559.0	5100	0.71	3962.610628749503
21	1592.5	4800	0.736	4132.532166622922
22	1563.1	5100	0.712	3989.9844364840483
23	1479.6	5100	0.706	4032.974125509613
24	1507.7	4800	0.712	4046.6662304874935
25	1611.3	6600	0.73	4147.595358484484
26	1584.9	5400	0.706	4061.033696190938
27	1567.6	4800	0.734	4098.08743719796
28	1577.8	5400	0.726	4085.44179430207
29	1616.7	5100	0.738	4213.268085778393
30	1581.2	4800	0.738	4211.342243991254
31	1654.6	5400	0.754	4261.056633407285
32	1579.2	5100	0.742	4169.742283803924
33	1632.5	5400	0.746	4248.277433035473
34	1658.4	5100	0.758	4282.593494062068
35	1690.8	5400	0.774	4375.9781414151485
36	1596.2	4800	0.76	4296.293902583476
37	1613.7	5100	0.768	4296.184372105412
38	1676.1	5100	0.774	4410.710253671483
39	1662.1	4800	0.788	4406.226228039627
40	1684.4	5400	0.774	4405.685398786569
41	1694.7	4800	0.788	4428.48760899208
42	1685.8	5100	0.802	4541.820883751532
43	1626.3	4800	0.782	4483.626523652559
44	1658.2	4800	0.786	4446.056371160576
45	1627.4	5400	0.784	4488.55326446484
46	1708.0	5400	0.808	4554.187270649328
47	1601.2	4800	0.774	4417.50569425124
48	1622.6	5400	0.774	4428.575118383057
49	1584.2	4500	0.782	4511.429889806108
50	1604.4	4500	0.772	4471.114315147029
51	1629.9	5100	0.776	4485.0989531519945
52	1671.2	4500	0.8	4536.174664665976
53	1604.0	4800	0.762	4416.425555807868
54	1621.4	4800	0.774	4502.46323525786
55	1576.0	4800	0.764	4418.3845074377505
56	1691.4	5100	0.802	4584.490721154698
57	1594.7	4800	0.77	4401.190954101339
58	1580.3	5100	0.77	4445.283230752164
59	1597.0	5100	0.79	4539.294678103553
60	1633.6	4800	0.78	4458.971862321571
61	1567.0	4800	0.76	4399.4656876335575
62	1592.3	4800	0.78	4540.33997135693
63	1535.0	4800	0.752	4394.9058098020305
64	1633.9	4800	0.794	4589.5183364062905
65	1621.4	4800	0.79	4574.899745164156
66	1531.8	5100	0.766	4477.498934074051
67	1530.3	4800	0.764	4400.038104373143
68	1609.2	5100	0.774	4451.179551529758
69	1526.8	4500	0.756	4380.20908577409
70	1644.2	5100	0.774	4457.005251627918
71	1609.7	4200	0.782	4492.583378613
72	1569.3	5100	0.764	4450.448362487181
73	1533.0	5100	0.766	4395.254114161141
74	1568.8	5400	0.782	4534.844387104908
75	1567.3	5100	0.776	4509.76121446726
76	1631.5	5400	0.772	4435.922390410466
77	1602.0	4800	0.782	4544.891852945007
78	1622.9	4800	0.784	4523.7725581064215
79	1628.3	5100	0.792	4562.180829467299
80	1613.1	4800	0.794	4537.016143474513
81	1548.8	4500	0.78	4577.485023789385
82	1540.7	5100	0.774	4503.186513545651
83	1561.3	4800	0.776	4521.9343727445
84	1542.2	4800	0.768	4409.637832509362
85	1607.7	6000	0.786	4519.178864486627
86	1531.3	4200	0.786	4510.94912420115
87	1526.7	4500	0.766	4496.646685443373
88	1538.4	4500	0.776	4479.27183376486
89	1568.0	5100	0.77	4409.128086571934
90	1497.8	4800	0.75	4403.557033579787
91	1617.9	5100	0.78	4483.563341775328
92	1527.4	4800	0.77	4495.91918356981
93	1510.4	4800	0.766	4442.905700516825
94	1501.9	4500	0.758	4425.942456782307
95	1529.9	4800	0.772	4505.8189705126615
96	1513.5	4500	0.786	4584.508662738912
97	1514.7	4800	0.766	4464.7787912398635
98	1566.2	4800	0.776	4507.040640555377
99	1560.8	4800	0.77	4394.7277302405255
100	1502.5	5100	0.766	4509.735015078369
