Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	22:14:11	22:14:11	22:14:11			22:14:11	22:14:11	22:14:11	22:14:11	22:14:11	22:14:24	22:14:24	22:14:24	22:14:24	22:14:24	22:14:24			22:14:25	22:14:25		00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
1	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:26	22:14:38	22:14:38	22:14:38	22:14:38	22:14:38	22:14:38			22:14:40	22:14:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:14
2	22:14:40	22:14:40	22:14:40	22:14:40	22:14:40	22:14:40			22:14:40	22:14:40	22:14:52	22:14:52	22:14:52	22:14:52	22:14:52	22:14:52			22:14:53	22:14:53		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
3	22:14:53	22:14:53	22:14:53	22:14:53	22:14:53	22:14:53			22:14:53	22:14:53	22:15:05	22:15:05	22:15:05	22:15:05	22:15:05	22:15:05			22:15:05	22:15:05		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
4	22:15:05	22:15:05	22:15:05	22:15:05	22:15:06	22:15:06			22:15:06	22:15:06	22:15:18	22:15:18	22:15:18	22:15:18	22:15:18	22:15:18			22:15:19	22:15:19		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
5	22:15:19	22:15:19	22:15:19	22:15:19	22:15:19	22:15:19			22:15:19	22:15:19	22:15:30	22:15:30	22:15:30	22:15:30	22:15:30	22:15:30			22:15:31	22:15:31		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
6	22:15:31	22:15:31	22:15:31	22:15:31	22:15:31	22:15:31			22:15:31	22:15:31	22:15:43	22:15:43	22:15:43	22:15:43	22:15:43	22:15:43			22:15:44	22:15:44		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
7	22:15:44	22:15:44	22:15:44	22:15:44	22:15:44	22:15:44			22:15:44	22:15:44	22:15:56	22:15:56	22:15:56	22:15:56	22:15:56	22:15:56			22:15:57	22:15:57		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
8	22:15:57	22:15:57	22:15:57	22:15:57	22:15:57	22:15:57			22:15:57	22:15:57	22:16:09	22:16:09	22:16:09	22:16:09	22:16:09	22:16:09			22:16:10	22:16:10		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
9	22:16:10	22:16:10	22:16:10	22:16:10	22:16:10	22:16:10			22:16:10	22:16:10	22:16:22	22:16:22	22:16:22	22:16:22	22:16:22	22:16:22			22:16:23	22:16:23		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
10	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:23	22:16:35	22:16:35	22:16:35	22:16:35	22:16:35	22:16:35	22:16:35	22:16:35	22:16:36	22:16:36		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
11	22:16:36	22:16:36	22:16:36	22:16:36	22:16:36	22:16:36			22:16:36	22:16:36	22:16:48	22:16:48	22:16:48	22:16:48	22:16:48	22:16:48			22:16:48	22:16:48		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
12	22:16:49	22:16:49	22:16:49	22:16:49	22:16:49	22:16:49			22:16:49	22:16:49	22:17:00	22:17:00	22:17:00	22:17:00	22:17:00	22:17:00			22:17:01	22:17:01		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
13	22:17:01	22:17:01	22:17:01	22:17:01	22:17:01	22:17:01			22:17:01	22:17:01	22:17:13	22:17:13	22:17:13	22:17:13	22:17:13	22:17:13			22:17:14	22:17:14		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
14	22:17:14	22:17:14	22:17:14	22:17:14	22:17:14	22:17:14			22:17:14	22:17:14	22:17:26	22:17:26	22:17:26	22:17:26	22:17:26	22:17:26			22:17:26	22:17:26		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
15	22:17:26	22:17:26	22:17:26	22:17:26	22:17:26	22:17:26			22:17:26	22:17:26	22:17:38	22:17:38	22:17:38	22:17:38	22:17:38	22:17:38			22:17:39	22:17:39		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
16	22:17:39	22:17:39	22:17:39	22:17:39	22:17:39	22:17:39			22:17:39	22:17:39	22:17:50	22:17:50	22:17:50	22:17:50	22:17:50	22:17:50			22:17:51	22:17:51		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:11
17	22:17:51	22:17:51	22:17:51	22:17:51	22:17:51	22:17:51			22:17:51	22:17:51	22:18:02	22:18:02	22:18:02	22:18:02	22:18:02	22:18:02			22:18:03	22:18:03		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
18	22:18:03	22:18:03	22:18:03	22:18:03	22:18:03	22:18:03			22:18:03	22:18:03	22:18:15	22:18:15	22:18:15	22:18:15	22:18:15	22:18:15			22:18:16	22:18:16		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
19	22:18:16	22:18:16	22:18:16	22:18:16	22:18:16	22:18:16			22:18:16	22:18:16	22:18:27	22:18:27	22:18:27	22:18:27	22:18:27	22:18:27			22:18:28	22:18:28		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
20	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:28	22:18:40	22:18:40	22:18:40	22:18:40	22:18:40	22:18:40	22:18:40	22:18:40	22:18:41	22:18:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:12
21	22:18:41	22:18:41	22:18:41	22:18:41	22:18:41	22:18:41			22:18:41	22:18:41	22:18:53	22:18:53	22:18:53	22:18:53	22:18:53	22:18:53			22:18:53	22:18:53		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
22	22:18:53	22:18:53	22:18:53	22:18:53	22:18:54	22:18:54			22:18:54	22:18:54	22:19:05	22:19:05	22:19:05	22:19:05	22:19:05	22:19:05			22:19:05	22:19:05		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
23	22:19:06	22:19:06	22:19:06	22:19:06	22:19:06	22:19:06			22:19:06	22:19:06	22:19:17	22:19:17	22:19:17	22:19:17	22:19:17	22:19:17			22:19:18	22:19:18		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
24	22:19:18	22:19:18	22:19:18	22:19:18	22:19:18	22:19:18			22:19:18	22:19:18	22:19:30	22:19:30	22:19:30	22:19:30	22:19:30	22:19:30			22:19:30	22:19:30		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
25	22:19:30	22:19:30	22:19:30	22:19:30	22:19:30	22:19:30			22:19:30	22:19:30	22:19:42	22:19:42	22:19:42	22:19:42	22:19:42	22:19:42			22:19:42	22:19:42		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:11
26	22:19:43	22:19:43	22:19:43	22:19:43	22:19:43	22:19:43			22:19:43	22:19:43	22:19:54	22:19:54	22:19:54	22:19:54	22:19:54	22:19:54			22:19:55	22:19:55		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
27	22:19:55	22:19:55	22:19:55	22:19:55	22:19:55	22:19:55			22:19:55	22:19:55	22:20:07	22:20:07	22:20:07	22:20:07	22:20:07	22:20:07			22:20:08	22:20:08		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
28	22:20:08	22:20:08	22:20:08	22:20:08	22:20:08	22:20:08			22:20:08	22:20:08	22:20:19	22:20:19	22:20:19	22:20:19	22:20:19	22:20:19			22:20:20	22:20:20		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
29	22:20:20	22:20:20	22:20:20	22:20:20	22:20:20	22:20:20			22:20:20	22:20:20	22:20:31	22:20:31	22:20:31	22:20:31	22:20:31	22:20:31			22:20:32	22:20:32		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:11
30	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:32	22:20:44	22:20:44	22:20:44	22:20:44	22:20:44	22:20:44	22:20:44	22:20:44	22:20:45	22:20:45		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
31	22:20:45	22:20:45	22:20:45	22:20:45	22:20:45	22:20:45			22:20:45	22:20:45	22:20:57	22:20:57	22:20:57	22:20:57	22:20:57	22:20:57			22:20:57	22:20:57		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:11
32	22:20:57	22:20:57	22:20:57	22:20:57	22:20:58	22:20:58			22:20:58	22:20:58	22:21:09	22:21:09	22:21:09	22:21:09	22:21:09	22:21:09			22:21:10	22:21:10		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
33	22:21:10	22:21:10	22:21:10	22:21:10	22:21:10	22:21:10			22:21:10	22:21:10	22:21:21	22:21:21	22:21:21	22:21:21	22:21:21	22:21:21			22:21:22	22:21:22		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
34	22:21:22	22:21:22	22:21:22	22:21:22	22:21:22	22:21:22			22:21:22	22:21:22	22:21:34	22:21:34	22:21:34	22:21:34	22:21:34	22:21:34			22:21:34	22:21:34		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
35	22:21:35	22:21:35	22:21:35	22:21:35	22:21:35	22:21:35			22:21:35	22:21:35	22:21:46	22:21:46	22:21:46	22:21:46	22:21:46	22:21:46			22:21:47	22:21:47		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
36	22:21:47	22:21:47	22:21:47	22:21:47	22:21:47	22:21:47			22:21:47	22:21:47	22:21:59	22:21:59	22:21:59	22:21:59	22:21:59	22:21:59			22:21:59	22:21:59		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
37	22:21:59	22:21:59	22:21:59	22:21:59	22:21:59	22:21:59			22:21:59	22:21:59	22:22:11	22:22:11	22:22:11	22:22:11	22:22:11	22:22:11			22:22:12	22:22:12		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
