Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:46:31	18:46:31	18:46:31			18:46:31	18:46:31	18:46:31	18:46:31	18:46:31	18:46:39	18:46:39	18:46:39	18:46:39	18:46:39	18:46:39			18:46:40	18:46:40		00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:41	18:46:47	18:46:47	18:46:47	18:46:47	18:46:47	18:46:47			18:46:48	18:46:48		00:00:00	00:00:00	00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
2	18:46:49	18:46:49	18:46:49	18:46:49	18:46:49	18:46:49			18:46:49	18:46:49	18:46:55	18:46:55	18:46:55	18:46:55	18:46:55	18:46:55			18:46:56	18:46:56		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
3	18:46:56	18:46:56	18:46:56	18:46:56	18:46:56	18:46:56			18:46:56	18:46:56	18:47:01	18:47:01	18:47:01	18:47:01	18:47:01	18:47:01			18:47:02	18:47:02		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
4	18:47:02	18:47:02	18:47:02	18:47:02	18:47:03	18:47:03			18:47:03	18:47:03	18:47:07	18:47:07	18:47:07	18:47:07	18:47:07	18:47:07			18:47:08	18:47:08		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
5	18:47:08	18:47:08	18:47:08	18:47:08	18:47:09	18:47:09			18:47:09	18:47:09	18:47:13	18:47:13	18:47:13	18:47:13	18:47:13	18:47:13			18:47:14	18:47:14		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
6	18:47:14	18:47:14	18:47:14	18:47:14	18:47:14	18:47:14			18:47:15	18:47:15	18:47:20	18:47:20	18:47:20	18:47:20	18:47:20	18:47:20			18:47:21	18:47:21		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:06
7	18:47:21	18:47:21	18:47:21	18:47:21	18:47:21	18:47:21			18:47:21	18:47:21	18:47:26	18:47:26	18:47:26	18:47:26	18:47:26	18:47:26			18:47:27	18:47:27		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
8	18:47:27	18:47:27	18:47:27	18:47:27	18:47:27	18:47:27			18:47:27	18:47:27	18:47:32	18:47:32	18:47:32	18:47:32	18:47:32	18:47:32			18:47:33	18:47:33		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
9	18:47:33	18:47:33	18:47:33	18:47:33	18:47:33	18:47:33			18:47:33	18:47:33	18:47:38	18:47:38	18:47:38	18:47:38	18:47:38	18:47:38			18:47:39	18:47:39		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
10	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:44	18:47:44	18:47:44	18:47:44	18:47:44	18:47:44	18:47:44	18:47:44	18:47:46	18:47:46		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00	00:00:00	00:00:01	00:00:06
11	18:47:46	18:47:46	18:47:46	18:47:46	18:47:46	18:47:46			18:47:46	18:47:46	18:47:51	18:47:51	18:47:51	18:47:51	18:47:51	18:47:51			18:47:52	18:47:52		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
12	18:47:52	18:47:52	18:47:52	18:47:52	18:47:52	18:47:52			18:47:52	18:47:52	18:47:57	18:47:57	18:47:57	18:47:57	18:47:57	18:47:57			18:47:58	18:47:58		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
13	18:47:58	18:47:58	18:47:58	18:47:58	18:47:58	18:47:58			18:47:58	18:47:58	18:48:03	18:48:03	18:48:03	18:48:03	18:48:03	18:48:03			18:48:04	18:48:04		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
14	18:48:04	18:48:04	18:48:04	18:48:04	18:48:04	18:48:04			18:48:04	18:48:04	18:48:09	18:48:09	18:48:09	18:48:09	18:48:09	18:48:09			18:48:10	18:48:10		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
15	18:48:10	18:48:10	18:48:10	18:48:10	18:48:10	18:48:10			18:48:10	18:48:10	18:48:14	18:48:14	18:48:14	18:48:14	18:48:14	18:48:14			18:48:15	18:48:15		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
16	18:48:15	18:48:15	18:48:15	18:48:15	18:48:16	18:48:16			18:48:16	18:48:16	18:48:20	18:48:20	18:48:20	18:48:20	18:48:20	18:48:20			18:48:21	18:48:21		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
17	18:48:21	18:48:21	18:48:21	18:48:21	18:48:22	18:48:22			18:48:22	18:48:22	18:48:28	18:48:28	18:48:28	18:48:28	18:48:28	18:48:28			18:48:29	18:48:29		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
18	18:48:30	18:48:30	18:48:30	18:48:30	18:48:30	18:48:30			18:48:30	18:48:30	18:48:36	18:48:36	18:48:36	18:48:36	18:48:36	18:48:36			18:48:37	18:48:37		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
19	18:48:37	18:48:37	18:48:37	18:48:37	18:48:37	18:48:37			18:48:37	18:48:37	18:48:43	18:48:43	18:48:43	18:48:43	18:48:43	18:48:43			18:48:44	18:48:44		00:00:00	00:00:00		00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
20	18:48:44	18:48:44	18:48:44	18:48:44	18:48:44	18:48:44	18:48:44	18:48:45	18:48:45	18:48:45	18:48:50	18:48:50	18:48:50	18:48:50	18:48:50	18:48:50	18:48:50	18:48:50	18:48:52	18:48:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:05	00:00:00	00:00:00	00:00:00	00:00:01	00:00:07
21	18:48:52	18:48:52	18:48:52	18:48:52	18:48:52	18:48:52			18:48:52	18:48:52	18:48:57	18:48:57	18:48:57	18:48:57	18:48:57	18:48:57			18:48:58	18:48:58		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
22	18:48:58	18:48:58	18:48:58	18:48:58	18:48:58	18:48:58			18:48:58	18:48:58	18:49:03	18:49:03	18:49:03	18:49:03	18:49:03	18:49:03			18:49:04	18:49:04		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
