ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6754.7	14100	1.0	3697.0105883426195
1	5153.1	12600	0.952	3703.782678354822
2	4320.7	12000	0.91	3707.7892635335224
3	3663.2	10800	0.886	3709.576670611687
4	3068.6	9900	0.85	3724.5761098825965
5	2643.2	8700	0.826	3774.882602634816
6	2463.1	8700	0.806	3773.7646316336786
7	2292.3	8400	0.8	3805.4389675331686
8	2092.5	7800	0.782	3841.305679357047
9	1953.5	7800	0.752	3766.322364751776
10	1900.3	6900	0.758	3819.1372358672056
11	1814.1	7200	0.748	3869.790566165938
12	1779.6	7200	0.73	3851.29875296265
13	1665.5	6300	0.72	3817.8863344730344
14	1612.1	5700	0.722	3899.486261531533
15	1587.3	5700	0.708	3820.3560472413237
16	1582.8	5700	0.702	3847.795871945218
17	1527.0	5700	0.704	3880.256535276707
18	1499.7	5100	0.7	3886.0711272069784
19	1557.3	5400	0.704	3964.2799079378533
20	1485.9	4500	0.704	3896.169527150329
21	1531.6	5400	0.71	3999.280076749356
22	1526.4	5100	0.696	3951.336298354372
23	1536.1	5100	0.702	3974.6781669138954
24	1496.1	4800	0.716	4027.938207682304
25	1634.7	5700	0.74	4103.45134035582
26	1574.5	5100	0.726	4159.467546414988
27	1461.5	4800	0.724	4178.222344673477
28	1527.1	5100	0.728	4156.641453982538
29	1522.2	4500	0.724	4174.277389037955
30	1492.6	4800	0.714	4133.80159158596
31	1549.6	4800	0.738	4286.947615459771
32	1525.5	5100	0.726	4208.014847460198
33	1463.8	4800	0.72	4164.087869844917
34	1422.6	4800	0.708	4125.3710323670175
35	1472.8	4800	0.718	4176.312484350309
36	1457.7	4500	0.716	4237.992676609125
37	1503.4	4800	0.72	4211.293289195057
38	1486.3	5100	0.724	4213.044322778441
39	1525.5	5100	0.716	4184.026170977476
40	1543.7	4800	0.756	4346.940356953583
41	1592.1	5100	0.758	4347.047849300003
42	1581.9	5100	0.772	4473.61397226845
43	1557.6	4800	0.756	4384.9119024065385
44	1511.1	4500	0.752	4390.66995682583
45	1512.4	5100	0.744	4396.19627560486
46	1538.0	5100	0.768	4398.355366926381
47	1532.3	5100	0.748	4414.300200985188
48	1512.1	4800	0.744	4334.658501604055
49	1537.1	4800	0.758	4431.703893815261
50	1500.3	4800	0.756	4445.650646263962
51	1521.3	5100	0.744	4361.817814491942
52	1590.9	5100	0.782	4505.302592702945
53	1554.5	4800	0.764	4486.157418121177
54	1552.5	4800	0.77	4490.110672365466
55	1511.6	4800	0.748	4424.285868098187
56	1581.6	4800	0.788	4584.091774105519
57	1487.7	4500	0.752	4424.598298809951
58	1476.3	4500	0.752	4432.702369989911
59	1512.1	4800	0.768	4483.174401600101
60	1489.5	4200	0.762	4466.466583398266
61	1480.4	4800	0.73	4341.172859475356
62	1500.9	4200	0.754	4445.061374530664
63	1405.4	4500	0.714	4294.024851280159
64	1503.6	4500	0.756	4455.286230114845
65	1474.7	4500	0.754	4440.343383268779
66	1458.3	4500	0.738	4422.785613148669
67	1495.9	5700	0.74	4354.3879833434685
68	1559.3	5400	0.748	4443.141972010181
69	1479.1	4800	0.752	4422.054962052167
70	1565.6	5400	0.772	4520.325272955619
71	1483.7	4200	0.766	4488.475332166256
72	1478.1	5100	0.738	4359.524585102212
73	1505.7	5100	0.75	4365.829253800303
74	1552.8	5100	0.776	4481.629955119911
75	1481.0	4500	0.75	4447.117145385637
76	1476.3	5100	0.742	4379.882389526977
77	1470.9	4800	0.742	4417.533141263695
78	1490.5	4500	0.744	4427.38488226988
79	1508.5	4800	0.76	4499.107286283222
80	1528.6	5100	0.76	4394.303801916143
81	1451.5	4500	0.74	4394.10172562727
82	1429.3	4800	0.746	4393.443000488233
83	1474.6	4800	0.738	4402.342193876903
84	1476.7	4500	0.738	4404.527457064791
85	1459.5	4500	0.748	4407.535462578835
86	1443.6	5100	0.736	4397.5413359822505
87	1335.5	3900	0.722	4344.586322697874
88	1460.2	4800	0.732	4341.374654656113
89	1454.5	4500	0.752	4463.871763354421
90	1437.0	4800	0.718	4275.862499441493
91	1509.1	4500	0.752	4481.649820759306
92	1501.8	4800	0.752	4469.46146302668
93	1520.2	4800	0.758	4467.3459499025375
94	1494.2	4800	0.75	4438.898380461705
95	1515.3	5100	0.754	4479.887573444519
96	1477.2	4200	0.762	4530.597218995711
97	1503.8	4800	0.746	4389.166652015344
98	1475.6	4200	0.766	4490.511625919409
99	1525.6	4800	0.752	4419.364485490875
100	1511.5	4800	0.756	4481.150290193566
