ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6521.5	14100	1.0	3697.0105883426195
1	5509.9	13500	0.948	3588.7803119686328
2	4974.3	13200	0.912	3521.6262064299526
3	4686.8	12900	0.896	3478.42349146535
4	4207.7	12600	0.862	3414.3184481104468
5	3894.2	12000	0.836	3364.2218621716725
6	3556.6	11700	0.81	3317.859910503514
7	3442.0	11400	0.802	3305.0525115915925
8	3140.6	11100	0.774	3250.4201959419383
9	2896.5	10800	0.742	3188.697138559157
10	2885.5	10800	0.742	3203.0482979145972
11	2582.7	9900	0.708	3152.926818123107
12	2459.0	9900	0.69	3116.3036684549234
13	2318.5	9600	0.682	3123.5922025697823
14	2240.7	9000	0.684	3161.0759619064966
15	2111.1	8700	0.67	3139.808799206663
16	2061.0	8700	0.664	3137.069016353643
17	1987.8	8400	0.66	3146.249442032157
18	1840.1	7800	0.644	3136.306560939589
19	1829.8	7800	0.634	3122.036179703798
20	1831.5	7500	0.632	3158.898485665426
21	1737.0	7200	0.62	3157.296782909275
22	1678.2	6900	0.616	3162.1846529993277
23	1634.7	6600	0.608	3151.514393187969
24	1644.1	6600	0.604	3153.708499319285
25	1537.7	6300	0.612	3200.242334106633
26	1546.0	6300	0.61	3209.3749499285127
27	1476.6	6000	0.598	3222.6984741954648
28	1495.2	5700	0.598	3229.473464594332
29	1486.1	5700	0.606	3254.1804411709004
30	1449.9	5400	0.596	3247.442423791218
31	1519.0	6000	0.622	3339.585931084797
32	1472.2	5400	0.612	3364.8757765704736
33	1494.4	5400	0.614	3365.9756909469565
34	1426.9	5100	0.614	3376.093650325331
35	1449.3	5100	0.62	3430.392617191165
36	1472.0	5100	0.618	3449.6699323968537
37	1535.8	5100	0.644	3515.8014508147467
38	1494.3	5100	0.648	3596.4493381952243
39	1479.0	5100	0.652	3612.606428872574
40	1464.2	4800	0.652	3634.8889590509943
41	1492.3	4800	0.664	3710.993300402671
42	1497.4	5100	0.664	3721.2625945184427
43	1486.4	4800	0.664	3740.620905183363
44	1459.6	5100	0.656	3739.358474496672
45	1453.4	4800	0.672	3822.948998610011
46	1486.4	5100	0.674	3798.492398954088
47	1479.8	5100	0.68	3876.544825722429
48	1518.1	4800	0.69	3884.0424823424873
49	1522.5	4800	0.708	3936.769644714226
50	1481.4	4800	0.698	3902.2363721192405
51	1502.0	4800	0.7	3909.3488041725063
52	1542.7	5400	0.706	3962.973330738689
53	1533.7	4800	0.72	3999.9637372066295
54	1548.9	4800	0.72	4028.1674281763567
55	1594.6	5100	0.726	4045.6756722842606
56	1529.9	5100	0.718	3998.7469301023325
57	1573.9	5400	0.734	4083.0872046102795
58	1543.6	5100	0.732	4115.226043840119
59	1550.1	4500	0.748	4136.475911307695
60	1570.2	4800	0.728	4079.579534153293
61	1497.9	4800	0.732	4103.082587456211
62	1537.3	4800	0.726	4073.8120695699326
63	1636.0	5100	0.748	4179.511424384441
64	1674.7	5100	0.756	4239.316363618454
65	1706.4	5400	0.772	4257.112592187655
66	1737.1	5100	0.784	4339.649705195589
67	1689.6	5100	0.774	4279.122233164723
68	1686.1	5100	0.782	4362.178294284315
69	1652.8	5100	0.77	4312.629882695395
70	1631.7	5400	0.772	4317.38555581362
71	1648.7	5100	0.77	4282.413419835391
72	1676.6	5400	0.782	4368.1608481919775
73	1677.8	5100	0.78	4335.165835053511
74	1653.0	5100	0.784	4377.393597094923
75	1647.4	5400	0.772	4303.958685839046
76	1632.0	5100	0.768	4331.266379646409
77	1617.9	5100	0.774	4332.046161505612
78	1661.1	5100	0.786	4425.186745096594
79	1680.7	5100	0.798	4436.135231846027
80	1689.2	5100	0.802	4480.44138927296
81	1707.5	5100	0.806	4508.986899979168
82	1693.7	5100	0.806	4516.052083065042
83	1666.3	5100	0.794	4469.71185386398
84	1672.4	5100	0.8	4453.878320994992
85	1666.4	5100	0.796	4495.65797003494
86	1707.8	5100	0.806	4545.636035935795
87	1736.9	5100	0.818	4538.140435735307
88	1683.3	5100	0.8	4485.2762177738605
89	1672.8	4800	0.806	4483.302221574467
90	1702.5	5100	0.808	4526.023557963145
91	1747.9	5400	0.826	4609.083722933776
92	1712.1	5100	0.832	4599.362805821028
93	1737.2	5100	0.824	4616.433231701314
94	1656.7	5100	0.796	4525.048380932685
95	1816.1	5400	0.836	4638.431147934487
96	1846.7	5100	0.86	4765.02577361083
97	1788.3	5100	0.848	4751.115195780572
98	1793.8	5100	0.836	4694.762380886956
99	1800.7	5100	0.852	4775.2834673785355
100	1761.8	5400	0.846	4732.40673398436
