ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	5.68562103976993	5.68562103976993	5.68562103976993	5.68562103976993
1	7.604698005804388	6.626594964036552	7.134862654668083	7.643130345299616
2	8.511379084881115	6.764693317954631	7.684102451553055	8.584079650129068
3	9.548958464657256	7.272254617149626	8.455417228781528	9.594504245092793
4	10.421367988921725	7.664476677484383	9.122817738087743	10.489838896975625
5	11.157734395158629	8.047689971367042	9.717021432241298	11.235969098143972
6	11.413007125723965	8.041626300275718	9.882405056945462	11.550524837337543
7	11.74519327577238	8.147703866394084	10.109895440624308	11.835828054652355
8	12.11186956178191	8.286965650008177	10.380407112005743	12.181690233874113
9	12.239289794759499	8.25707324486342	10.493658009580965	12.359713029532085
10	12.414777982041358	8.388469560738075	10.696013641441098	12.561167122860068
11	12.557895547247142	8.348674372111063	10.792870653252889	12.718265445364032
12	12.493772823719867	8.277790248753389	10.743523604405686	12.662993141083128
13	12.769977315703972	8.405577702363955	10.961892084009694	12.909712229257053
14	13.018526877776884	8.514404570501497	11.146920798988383	13.123966568907683
15	12.854275356148499	8.476222532907341	11.106315602588975	13.046497248730894
16	13.02170385529819	8.496453133056317	11.19756242738644	13.152740391356334
17	12.949930692685957	8.4118087056213	11.163660522846587	13.124409206707305
18	12.97860458862147	8.422487129119691	11.215314054923686	13.171970371339594
19	13.213539886719207	8.439997798180546	11.323196631242354	13.342754718022356
20	13.121942985932714	8.41472074671758	11.300670186764403	13.27774009701118
21	12.859749850958227	8.275121621314069	11.171605828953156	13.094655014358159
22	13.104651707434101	8.328745402629265	11.290564566016707	13.264284308995546
23	13.231621816660134	8.322096859906903	11.329434010216985	13.34516220488814
24	13.115962762755728	8.296656892529557	11.333584799389358	13.33628253179727
25	13.103361958721473	8.285569816271442	11.351134607121423	13.353969999206466
26	13.161975873129823	8.212736466548973	11.305673849171173	13.340481568077823
27	13.308222091289661	8.231645118958145	11.386727358368496	13.522060327793454
28	13.234101444745994	8.221574370233373	11.366747213285448	13.435900300814987
29	13.307045984595096	8.208616036706404	11.380310554588721	13.45778440309707
30	13.446721116372498	8.214384258405145	11.43696744308004	13.575035056833183
31	13.3287544074554	8.184473922903987	11.3965562105759	13.476182969050313
32	13.261155581426753	8.189201802831258	11.410085288119493	13.480681868421382
33	13.400789382197866	8.187149906281524	11.466935329692394	13.603407101675623
34	13.423091876055377	8.178062072371572	11.475595341790331	13.585891993484594
35	13.410893506816425	8.158801812881315	11.481609704035462	13.593167505033346
36	13.294991409122854	8.116511716902643	11.451619801034969	13.545096049356392
37	13.308347711449033	8.102348609117902	11.435386623263224	13.49509672942056
38	13.297765746150022	8.098027254357744	11.452052324403832	13.517512888056256
39	13.277455301840998	8.082939754077158	11.436623271224533	13.506558969307981
40	13.37409194913651	8.078586534308581	11.458827218707368	13.589439877966004
41	13.349259764971139	8.071066599622613	11.438490199615291	13.532381965634972
42	13.391071835080016	8.070037157271102	11.4652743169635	13.628477886171872
43	13.395110632208828	8.054083674351299	11.449192586832812	13.589236420500688
44	13.404777948732299	8.044582136671902	11.471931569912153	13.648319978196444
45	13.290680796135952	8.030457275272719	11.430464383386362	13.54703832592196
46	13.307202794914994	8.015300135643926	11.424884373360833	13.56908978751616
47	13.34035475029029	8.012175691323943	11.422602588618766	13.528008979375288
48	13.423408503546375	8.008639180028803	11.445024482487254	13.589144272745882
49	13.461582349351202	7.991449811926547	11.453399320825639	13.648316366619108
50	13.454190749788589	7.987985652252473	11.456770162743197	13.604359353693281
51	13.294486994324624	7.9728480511029245	11.44147892491033	13.553632912597763
52	13.39422304738046	7.9645906791799455	11.440307751512247	13.566605866153301
53	13.310144954686884	7.959731723162781	11.430111397001983	13.529748174675566
54	13.414273367076106	7.957490988754708	11.449450660680823	13.576857628718914
55	13.421171569247221	7.9449624562945695	11.45281692277242	13.645084719078419
56	13.396866940144278	7.9416957514742945	11.442265979654351	13.581845450815486
57	13.418587044157022	7.933201260161938	11.444686967719772	13.600788851801013
58	13.36437735973191	7.931359634173484	11.432466382909412	13.572084148668937
59	13.404206269707096	7.931010134304608	11.432455207700393	13.569579905427133
60	13.381987048679456	7.930127748343187	11.43875060089804	13.60306924535783
61	13.401503545847737	7.91395744238026	11.450512793829445	13.687081403267982
62	13.478684212551144	7.905887833026581	11.45676299128654	13.714491605361005
63	13.423395891453291	7.903064199801604	11.45157940563896	13.663316342286073
64	13.4114985689496	7.891110113510785	11.436312547881917	13.5760362607755
65	13.467613536451035	7.887786458768628	11.460170174384153	13.670202525222095
66	13.50318729778641	7.886127745182578	11.466797574547934	13.698438515001092
67	13.350267158046655	7.885255742950867	11.45166792071658	13.574297701905625
68	13.394311561491358	7.874981212408579	11.469305981107539	13.687708450418858
69	13.464659460455865	7.874582545491008	11.466813582022398	13.684761374600072
70	13.359899817508975	7.872747408518444	11.463862115913386	13.616682212852378
71	13.535539240572783	7.86288870273681	11.479568559893268	13.741220923320478
72	13.285779127365243	7.859301606343049	11.449126713459469	13.519937070825653
73	13.444292240492386	7.857953802786354	11.465655924699012	13.627844786702843
74	13.25945492679543	7.851154277424173	11.44082747827409	13.512557122254362
75	13.317310115786945	7.843152266281468	11.44890940347046	13.575300140256408
76	13.35815752795269	7.840378072415047	11.449068525899168	13.550206938213021
77	13.377256289336882	7.840279278419514	11.447801603166912	13.565525552906777
78	13.401706234417283	7.83895549677336	11.455062675910652	13.579878645001214
79	13.39140056273895	7.838867222769178	11.456698372556637	13.57160565142905
80	13.379159654897066	7.836265159920886	11.463273296755055	13.624177129437442
81	13.476615009169409	7.833458524035148	11.465676582157625	13.682145772914078
82	13.457481883438208	7.832092691808695	11.46453846550221	13.66886590258578
83	13.28426384159383	7.824351540352645	11.442458122914307	13.558220034728418
84	13.299561884214487	7.816614591770886	11.43649534873575	13.529990138578011
85	13.429129946019739	7.814404881319262	11.455558570884218	13.660623073628248
86	13.364058776850944	7.810939863841023	11.44945370171063	13.598604469879874
87	13.510136839810071	7.810936339742323	11.461744208290623	13.659112207660698
88	13.427757779181677	7.809923639146495	11.459344903768613	13.615068916311055
89	13.32520675808535	7.7902277228723635	11.450523070245382	13.6135714277235
90	13.440461898420736	7.7902277228723635	11.45860360130376	13.675587753899643
91	13.341331017167738	7.785528563709416	11.448965500709411	13.58151154459846
92	13.434752197876637	7.785528563709416	11.454416206328759	13.670818073088688
93	13.38241925524364	7.776057718609649	11.449161446665666	13.6665776920306
94	13.369003638414274	7.769126080869294	11.44367156190643	13.613833453650173
95	13.474911934802167	7.76796774968896	11.454428964790115	13.729911329762453
96	13.441303315186719	7.764291984805799	11.446098205399208	13.636253444925014
97	13.489687802987232	7.764288454053716	11.453411409588469	13.672065525080487
98	13.389891988777338	7.763670403587361	11.443925962541071	13.580715841905104
99	13.314903198353534	7.760690234494548	11.437519637620646	13.527865120780568
100	13.45514515921548	7.760528121697133	11.45180881185494	13.647002921123986
