ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6532.5	14100	1.0	3697.0105883426195
1	5683.9	13500	0.948	3636.9769463760463
2	5150.2	13200	0.912	3581.808122986289
3	4880.5	12900	0.898	3550.639033353145
4	4418.1	12600	0.868	3485.219030921444
5	4076.8	12000	0.834	3449.16118640997
6	3715.6	11700	0.81	3404.510338625025
7	3632.6	11700	0.804	3403.7740266406877
8	3374.4	11100	0.778	3379.1922337822284
9	3098.5	10800	0.748	3317.8499790694996
10	3124.5	10800	0.75	3351.9931169345177
11	2802.1	10200	0.716	3302.2837493862276
12	2647.7	9900	0.698	3259.6622379463197
13	2529.7	9600	0.692	3283.49020688979
14	2433.0	9300	0.694	3303.1380696274878
15	2289.6	9000	0.678	3293.1334039760127
16	2239.9	8700	0.672	3304.862507065508
17	2136.9	8400	0.66	3315.7394901908497
18	2038.7	7800	0.65	3311.9837936536264
19	2021.3	7800	0.644	3302.0044296480687
20	1941.9	7500	0.638	3315.8602220709804
21	1815.7	7200	0.624	3286.7751290590713
22	1789.0	7200	0.62	3334.1329181654
23	1732.4	6900	0.616	3302.8360605845255
24	1706.5	6900	0.608	3312.2005519098743
25	1729.5	6900	0.618	3361.004243414033
26	1695.5	6900	0.624	3381.2886559916196
27	1660.1	6900	0.614	3381.213330373768
28	1564.9	6600	0.602	3369.236571011354
29	1583.1	6600	0.602	3384.263783521944
30	1567.3	6600	0.604	3401.929830025922
31	1644.8	6600	0.638	3480.5286423537696
32	1598.1	6600	0.624	3448.9731135948005
33	1576.4	6900	0.628	3498.5141201455517
34	1577.9	6600	0.632	3504.327125949001
35	1591.6	6300	0.638	3539.823090492565
36	1564.1	6300	0.63	3537.047763925836
37	1592.4	6300	0.646	3594.7755376918426
38	1652.8	6300	0.66	3675.249112946561
39	1666.6	6300	0.674	3757.6312056566076
40	1589.3	7200	0.662	3790.1017928215774
41	1622.2	7200	0.67	3783.5569913969266
42	1570.6	6300	0.676	3797.946868252593
43	1558.2	7200	0.662	3778.0612525858687
44	1488.7	6300	0.652	3779.0885540842114
45	1478.7	6300	0.67	3870.621174490212
46	1570.6	7200	0.67	3869.7910734326933
47	1560.2	6600	0.676	3900.6990756209766
48	1634.0	6600	0.684	3957.642077359226
49	1592.2	6300	0.706	3984.789208690428
50	1517.0	6900	0.682	3949.6982477397623
51	1541.1	6300	0.688	3948.982443052031
52	1552.4	6300	0.692	3977.2776278309243
53	1551.5	6600	0.71	4069.8127271328976
54	1519.7	6900	0.688	4025.962747910928
55	1541.9	6900	0.694	4017.834175744155
56	1572.9	6600	0.718	4088.032078918889
57	1550.4	6300	0.722	4130.789054712939
58	1535.2	6300	0.71	4116.660667408179
59	1560.8	6300	0.734	4175.029527318849
60	1559.3	6300	0.724	4143.893780158271
61	1511.3	6300	0.724	4148.585318355499
62	1595.6	7200	0.728	4169.942954822632
63	1584.7	7200	0.744	4246.966705050358
64	1540.1	6300	0.742	4275.661848780967
65	1563.6	6600	0.748	4274.195468176145
66	1617.3	6600	0.758	4323.588175752769
67	1627.6	6900	0.744	4312.247043158845
68	1648.8	6300	0.774	4373.912304221336
69	1645.2	6600	0.76	4367.273308858072
70	1627.7	6900	0.766	4366.382515315432
71	1563.5	6300	0.748	4270.614859468061
72	1531.4	6900	0.748	4330.648449936714
73	1541.1	6300	0.75	4293.269163164736
74	1554.2	6900	0.762	4373.640054749372
75	1586.1	7200	0.756	4333.712070611692
76	1564.5	6900	0.752	4336.314672708703
77	1547.6	6300	0.76	4363.177864021319
78	1534.7	6900	0.758	4362.242457005741
79	1543.7	6600	0.764	4386.568436254698
80	1545.4	6900	0.77	4397.275707623816
81	1619.4	6600	0.776	4409.482884057165
82	1607.7	6300	0.77	4452.630561788703
83	1540.9	6600	0.754	4336.394472972546
84	1597.3	7200	0.774	4433.813831685743
85	1557.0	6600	0.76	4364.05416521329
86	1636.2	6900	0.778	4438.597357317326
87	1582.0	6300	0.78	4431.683284757844
88	1553.0	6600	0.762	4373.673856088431
89	1543.3	6300	0.77	4417.6589183275455
90	1568.1	6300	0.772	4430.87186718467
91	1629.3	6600	0.8	4502.604131480525
92	1583.0	6900	0.78	4463.342192660049
93	1587.5	6600	0.79	4511.79619320162
94	1589.7	6600	0.782	4485.266617682589
95	1575.1	6300	0.788	4494.657754411121
96	1651.5	6300	0.808	4585.5132836838
97	1621.5	6900	0.792	4484.8237237226995
98	1561.2	6300	0.782	4474.011810836277
99	1541.4	7200	0.786	4469.776303772831
100	1592.3	6900	0.776	4446.603434659834
