Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	16:28:25	16:28:25	16:28:25			16:28:25	16:28:25	16:28:25	16:28:25	16:28:25	16:28:29	16:28:29	16:28:29	16:28:29	16:28:29	16:28:29			16:28:30	16:28:30		00:00:00		00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
1	16:28:30	16:28:30	16:28:30	16:28:30	16:28:31	16:28:31	16:28:31	16:28:31	16:28:31	16:28:31	16:28:34	16:28:34	16:28:34	16:28:34	16:28:34	16:28:34			16:28:35	16:28:35		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	16:28:36	16:28:36	16:28:36	16:28:36	16:28:36	16:28:36			16:28:36	16:28:36	16:28:38	16:28:38	16:28:38	16:28:38	16:28:38	16:28:38			16:28:40	16:28:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	16:28:40	16:28:40	16:28:40	16:28:40	16:28:40	16:28:40			16:28:40	16:28:40	16:28:42	16:28:42	16:28:42	16:28:42	16:28:42	16:28:42			16:28:43	16:28:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	16:28:43	16:28:43	16:28:43	16:28:43	16:28:43	16:28:43			16:28:43	16:28:43	16:28:46	16:28:46	16:28:46	16:28:46	16:28:46	16:28:46			16:28:47	16:28:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	16:28:47	16:28:47	16:28:47	16:28:47	16:28:47	16:28:47			16:28:47	16:28:47	16:28:50	16:28:50	16:28:50	16:28:50	16:28:50	16:28:50			16:28:50	16:28:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	16:28:51	16:28:51	16:28:51	16:28:51	16:28:51	16:28:51			16:28:51	16:28:51	16:28:53	16:28:53	16:28:53	16:28:53	16:28:53	16:28:53			16:28:54	16:28:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	16:28:54	16:28:54	16:28:54	16:28:54	16:28:54	16:28:54			16:28:54	16:28:54	16:28:56	16:28:56	16:28:56	16:28:56	16:28:56	16:28:56			16:28:58	16:28:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	16:28:58	16:28:58	16:28:58	16:28:58	16:28:58	16:28:58			16:28:58	16:28:58	16:29:00	16:29:00	16:29:00	16:29:00	16:29:00	16:29:00			16:29:01	16:29:01		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
9	16:29:01	16:29:01	16:29:01	16:29:01	16:29:01	16:29:01			16:29:01	16:29:01	16:29:03	16:29:03	16:29:03	16:29:03	16:29:03	16:29:03			16:29:04	16:29:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:06	16:29:06	16:29:06	16:29:06	16:29:06	16:29:06	16:29:06	16:29:06	16:29:08	16:29:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	16:29:09	16:29:09	16:29:09	16:29:09	16:29:09	16:29:09			16:29:09	16:29:09	16:29:10	16:29:10	16:29:10	16:29:10	16:29:10	16:29:10			16:29:11	16:29:11		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
12	16:29:12	16:29:12	16:29:12	16:29:12	16:29:12	16:29:12			16:29:12	16:29:12	16:29:14	16:29:14	16:29:14	16:29:14	16:29:14	16:29:14			16:29:15	16:29:15		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
