Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:39:15	11:39:15	11:39:15			11:39:15	11:39:15	11:39:15	11:39:15	11:39:15	11:39:19	11:39:19	11:39:19	11:39:19	11:39:19	11:39:19			11:39:20	11:39:20		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:21	11:39:24	11:39:24	11:39:24	11:39:24	11:39:24	11:39:24			11:39:26	11:39:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	11:39:26	11:39:26	11:39:26	11:39:26	11:39:27	11:39:27			11:39:27	11:39:27	11:39:29	11:39:29	11:39:29	11:39:29	11:39:29	11:39:29			11:39:30	11:39:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	11:39:30	11:39:30	11:39:30	11:39:30	11:39:30	11:39:30			11:39:30	11:39:30	11:39:33	11:39:33	11:39:33	11:39:33	11:39:33	11:39:33			11:39:34	11:39:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	11:39:34	11:39:34	11:39:34	11:39:34	11:39:34	11:39:34			11:39:34	11:39:34	11:39:36	11:39:36	11:39:36	11:39:36	11:39:36	11:39:36			11:39:37	11:39:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	11:39:37	11:39:37	11:39:37	11:39:37	11:39:37	11:39:37			11:39:37	11:39:37	11:39:39	11:39:39	11:39:39	11:39:39	11:39:39	11:39:39			11:39:40	11:39:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	11:39:41	11:39:41	11:39:41	11:39:41	11:39:41	11:39:41			11:39:41	11:39:41	11:39:43	11:39:43	11:39:43	11:39:43	11:39:43	11:39:43			11:39:44	11:39:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	11:39:44	11:39:44	11:39:44	11:39:44	11:39:44	11:39:44			11:39:44	11:39:44	11:39:46	11:39:46	11:39:46	11:39:46	11:39:46	11:39:46			11:39:47	11:39:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	11:39:48	11:39:48	11:39:48	11:39:48	11:39:48	11:39:48			11:39:48	11:39:48	11:39:49	11:39:49	11:39:49	11:39:49	11:39:49	11:39:49			11:39:51	11:39:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
9	11:39:51	11:39:51	11:39:51	11:39:51	11:39:51	11:39:51			11:39:51	11:39:51	11:39:53	11:39:53	11:39:53	11:39:53	11:39:53	11:39:53			11:39:54	11:39:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
10	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:54	11:39:56	11:39:56	11:39:56	11:39:56	11:39:56	11:39:56	11:39:56	11:39:56	11:39:58	11:39:58		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	11:39:58	11:39:58	11:39:58	11:39:58	11:39:58	11:39:58			11:39:58	11:39:58	11:40:00	11:40:00	11:40:00	11:40:00	11:40:00	11:40:00			11:40:01	11:40:01		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	11:40:01	11:40:01	11:40:01	11:40:01	11:40:01	11:40:01			11:40:01	11:40:01	11:40:03	11:40:03	11:40:03	11:40:03	11:40:03	11:40:03			11:40:04	11:40:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
13	11:40:04	11:40:04	11:40:04	11:40:04	11:40:04	11:40:04			11:40:04	11:40:04	11:40:06	11:40:06	11:40:06	11:40:06	11:40:06	11:40:06			11:40:07	11:40:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
14	11:40:07	11:40:07	11:40:07	11:40:07	11:40:07	11:40:07			11:40:07	11:40:07	11:40:09	11:40:09	11:40:09	11:40:09	11:40:09	11:40:09			11:40:10	11:40:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
15	11:40:10	11:40:10	11:40:10	11:40:10	11:40:10	11:40:10			11:40:10	11:40:10	11:40:12	11:40:12	11:40:12	11:40:12	11:40:12	11:40:12			11:40:13	11:40:13		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
16	11:40:13	11:40:13	11:40:13	11:40:13	11:40:13	11:40:13			11:40:13	11:40:13	11:40:14	11:40:14	11:40:14	11:40:14	11:40:14	11:40:14			11:40:15	11:40:15		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	11:40:15	11:40:15	11:40:15	11:40:15	11:40:15	11:40:15			11:40:15	11:40:15	11:40:17	11:40:17	11:40:17	11:40:17	11:40:17	11:40:17			11:40:18	11:40:18		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
18	11:40:18	11:40:18	11:40:18	11:40:18	11:40:18	11:40:18			11:40:18	11:40:18	11:40:20	11:40:20	11:40:20	11:40:20	11:40:20	11:40:20			11:40:21	11:40:21		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	11:40:21	11:40:21	11:40:21	11:40:21	11:40:21	11:40:21			11:40:21	11:40:21	11:40:22	11:40:22	11:40:22	11:40:22	11:40:22	11:40:22			11:40:23	11:40:23		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
20	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:24	11:40:25	11:40:25	11:40:25	11:40:25	11:40:25	11:40:25	11:40:25	11:40:25	11:40:27	11:40:27		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
21	11:40:27	11:40:27	11:40:27	11:40:27	11:40:27	11:40:27			11:40:27	11:40:27	11:40:29	11:40:29	11:40:29	11:40:29	11:40:29	11:40:29			11:40:30	11:40:30		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
22	11:40:30	11:40:30	11:40:30	11:40:30	11:40:30	11:40:30			11:40:30	11:40:30	11:40:31	11:40:31	11:40:31	11:40:31	11:40:31	11:40:31			11:40:32	11:40:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
23	11:40:32	11:40:32	11:40:32	11:40:32	11:40:32	11:40:32			11:40:32	11:40:32	11:40:34	11:40:34	11:40:34	11:40:34	11:40:34	11:40:34			11:40:35	11:40:35		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
24	11:40:35	11:40:35	11:40:35	11:40:35	11:40:35	11:40:35			11:40:35	11:40:35	11:40:36	11:40:36	11:40:36	11:40:36	11:40:36	11:40:36			11:40:37	11:40:37		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
25	11:40:38	11:40:38	11:40:38	11:40:38	11:40:38	11:40:38			11:40:38	11:40:38	11:40:39	11:40:39	11:40:39	11:40:39	11:40:39	11:40:39			11:40:40	11:40:40		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
26	11:40:40	11:40:40	11:40:40	11:40:40	11:40:40	11:40:40			11:40:40	11:40:40	11:40:41	11:40:41	11:40:41	11:40:41	11:40:41	11:40:41			11:40:43	11:40:43		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
27	11:40:43	11:40:43	11:40:43	11:40:43	11:40:43	11:40:43			11:40:43	11:40:43	11:40:44	11:40:44	11:40:44	11:40:44	11:40:44	11:40:44			11:40:45	11:40:45		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
28	11:40:45	11:40:45	11:40:45	11:40:45	11:40:46	11:40:46			11:40:46	11:40:46	11:40:47	11:40:47	11:40:47	11:40:47	11:40:47	11:40:47			11:40:48	11:40:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
29	11:40:48	11:40:48	11:40:48	11:40:48	11:40:48	11:40:48			11:40:48	11:40:48	11:40:50	11:40:50	11:40:50	11:40:50	11:40:50	11:40:50			11:40:51	11:40:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
30	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:51	11:40:52	11:40:52	11:40:52	11:40:52	11:40:52	11:40:52	11:40:52	11:40:52	11:40:54	11:40:54		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
31	11:40:54	11:40:54	11:40:54	11:40:54	11:40:54	11:40:54			11:40:54	11:40:54	11:40:56	11:40:56	11:40:56	11:40:56	11:40:56	11:40:56			11:40:57	11:40:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
32	11:40:57	11:40:57	11:40:57	11:40:57	11:40:57	11:40:57			11:40:57	11:40:57	11:40:58	11:40:58	11:40:58	11:40:58	11:40:58	11:40:58			11:40:59	11:40:59		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
33	11:40:59	11:40:59	11:40:59	11:40:59	11:40:59	11:40:59			11:40:59	11:40:59	11:41:01	11:41:01	11:41:01	11:41:01	11:41:01	11:41:01			11:41:02	11:41:02		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
34	11:41:02	11:41:02	11:41:02	11:41:02	11:41:02	11:41:02			11:41:02	11:41:02	11:41:03	11:41:03	11:41:03	11:41:03	11:41:03	11:41:03			11:41:04	11:41:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
35	11:41:04	11:41:04	11:41:04	11:41:04	11:41:04	11:41:04			11:41:04	11:41:04	11:41:06	11:41:06	11:41:06	11:41:06	11:41:06	11:41:06			11:41:07	11:41:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
36	11:41:07	11:41:07	11:41:07	11:41:07	11:41:07	11:41:07			11:41:07	11:41:07	11:41:08	11:41:08	11:41:08	11:41:08	11:41:08	11:41:08			11:41:09	11:41:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
37	11:41:10	11:41:10	11:41:10	11:41:10	11:41:10	11:41:10			11:41:10	11:41:10	11:41:11	11:41:11	11:41:11	11:41:11	11:41:11	11:41:11			11:41:12	11:41:12		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
38	11:41:12	11:41:12	11:41:12	11:41:12	11:41:12	11:41:12			11:41:12	11:41:12	11:41:13	11:41:13	11:41:13	11:41:13	11:41:13	11:41:13			11:41:14	11:41:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
39	11:41:15	11:41:15	11:41:15	11:41:15	11:41:15	11:41:15			11:41:15	11:41:15	11:41:16	11:41:16	11:41:16	11:41:16	11:41:16	11:41:16			11:41:17	11:41:17		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
40	11:41:17	11:41:17	11:41:17	11:41:17	11:41:18	11:41:18	11:41:18	11:41:18	11:41:18	11:41:18	11:41:19	11:41:19	11:41:19	11:41:19	11:41:19	11:41:19	11:41:19	11:41:19	11:41:21	11:41:21		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
41	11:41:21	11:41:21	11:41:21	11:41:21	11:41:21	11:41:21			11:41:21	11:41:21	11:41:23	11:41:23	11:41:23	11:41:23	11:41:23	11:41:23			11:41:25	11:41:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:02	00:00:03
42	11:41:25	11:41:25	11:41:25	11:41:25	11:41:26	11:41:26			11:41:26	11:41:26	11:41:28	11:41:28	11:41:28	11:41:28	11:41:28	11:41:28			11:41:29	11:41:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
43	11:41:29	11:41:29	11:41:29	11:41:29	11:41:29	11:41:29			11:41:29	11:41:29	11:41:31	11:41:31	11:41:31	11:41:31	11:41:31	11:41:31			11:41:32	11:41:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
44	11:41:32	11:41:32	11:41:32	11:41:32	11:41:32	11:41:32			11:41:32	11:41:32	11:41:33	11:41:33	11:41:33	11:41:33	11:41:33	11:41:33			11:41:34	11:41:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
45	11:41:34	11:41:34	11:41:34	11:41:34	11:41:34	11:41:34			11:41:34	11:41:34	11:41:36	11:41:36	11:41:36	11:41:36	11:41:36	11:41:36			11:41:37	11:41:37		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
