Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	17:25:46	17:25:46	17:25:46			17:25:46	17:25:46	17:25:46	17:25:46	17:25:46	17:25:50	17:25:50	17:25:50	17:25:50	17:25:50	17:25:50			17:25:51	17:25:51		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:52	17:25:55	17:25:55	17:25:55	17:25:55	17:25:55	17:25:55			17:25:57	17:25:57		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	17:25:57	17:25:57	17:25:57	17:25:57	17:25:57	17:25:57			17:25:57	17:25:57	17:26:00	17:26:00	17:26:00	17:26:00	17:26:00	17:26:00			17:26:02	17:26:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
3	17:26:02	17:26:02	17:26:02	17:26:02	17:26:02	17:26:02			17:26:02	17:26:02	17:26:04	17:26:04	17:26:04	17:26:04	17:26:04	17:26:04			17:26:05	17:26:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	17:26:05	17:26:05	17:26:05	17:26:05	17:26:06	17:26:06			17:26:06	17:26:06	17:26:08	17:26:08	17:26:08	17:26:08	17:26:08	17:26:08			17:26:09	17:26:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	17:26:09	17:26:09	17:26:09	17:26:09	17:26:10	17:26:10			17:26:10	17:26:10	17:26:12	17:26:12	17:26:12	17:26:12	17:26:12	17:26:12			17:26:12	17:26:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	17:26:13	17:26:13	17:26:13	17:26:13	17:26:13	17:26:13			17:26:13	17:26:13	17:26:15	17:26:15	17:26:15	17:26:15	17:26:15	17:26:15			17:26:16	17:26:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	17:26:16	17:26:16	17:26:16	17:26:16	17:26:16	17:26:16			17:26:16	17:26:16	17:26:18	17:26:18	17:26:18	17:26:18	17:26:18	17:26:18			17:26:19	17:26:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	17:26:20	17:26:20	17:26:20	17:26:20	17:26:20	17:26:20			17:26:20	17:26:20	17:26:22	17:26:22	17:26:22	17:26:22	17:26:22	17:26:22			17:26:23	17:26:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	17:26:23	17:26:23	17:26:23	17:26:23	17:26:23	17:26:23			17:26:23	17:26:23	17:26:25	17:26:25	17:26:25	17:26:25	17:26:25	17:26:25			17:26:26	17:26:26		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
