Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:54:06	11:54:06	11:54:06			11:54:06	11:54:06	11:54:06	11:54:06	11:54:06	11:54:10	11:54:10	11:54:10	11:54:10	11:54:10	11:54:10			11:54:12	11:54:12		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
1	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:13	11:54:17	11:54:17	11:54:17	11:54:17	11:54:17	11:54:17			11:54:19	11:54:19		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:06
2	11:54:19	11:54:19	11:54:19	11:54:19	11:54:19	11:54:19			11:54:19	11:54:19	11:54:22	11:54:22	11:54:22	11:54:22	11:54:22	11:54:22			11:54:23	11:54:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	11:54:23	11:54:23	11:54:23	11:54:23	11:54:23	11:54:23			11:54:24	11:54:24	11:54:26	11:54:26	11:54:26	11:54:26	11:54:26	11:54:26			11:54:28	11:54:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
4	11:54:28	11:54:28	11:54:28	11:54:28	11:54:28	11:54:28			11:54:28	11:54:28	11:54:30	11:54:30	11:54:30	11:54:30	11:54:30	11:54:30			11:54:31	11:54:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	11:54:31	11:54:31	11:54:31	11:54:31	11:54:31	11:54:31			11:54:31	11:54:31	11:54:33	11:54:33	11:54:33	11:54:33	11:54:33	11:54:33			11:54:35	11:54:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	11:54:35	11:54:35	11:54:35	11:54:35	11:54:35	11:54:35			11:54:35	11:54:35	11:54:37	11:54:37	11:54:37	11:54:37	11:54:38	11:54:38			11:54:39	11:54:39		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	11:54:39	11:54:39	11:54:39	11:54:39	11:54:39	11:54:39			11:54:39	11:54:39	11:54:41	11:54:41	11:54:41	11:54:41	11:54:41	11:54:41			11:54:42	11:54:42		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	11:54:42	11:54:42	11:54:42	11:54:42	11:54:42	11:54:42			11:54:42	11:54:42	11:54:44	11:54:44	11:54:44	11:54:44	11:54:44	11:54:44			11:54:46	11:54:46		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	11:54:46	11:54:46	11:54:46	11:54:46	11:54:46	11:54:46			11:54:46	11:54:46	11:54:48	11:54:48	11:54:48	11:54:48	11:54:48	11:54:48			11:54:49	11:54:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
10	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:49	11:54:51	11:54:51	11:54:51	11:54:51	11:54:51	11:54:51	11:54:51	11:54:51	11:54:53	11:54:53		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	11:54:53	11:54:53	11:54:53	11:54:53	11:54:53	11:54:53			11:54:53	11:54:53	11:54:55	11:54:55	11:54:55	11:54:55	11:54:55	11:54:55			11:54:56	11:54:56		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
12	11:54:56	11:54:56	11:54:56	11:54:56	11:54:56	11:54:56			11:54:56	11:54:56	11:54:58	11:54:58	11:54:58	11:54:58	11:54:58	11:54:58			11:54:59	11:54:59		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
13	11:54:59	11:54:59	11:54:59	11:54:59	11:54:59	11:54:59			11:54:59	11:54:59	11:55:01	11:55:01	11:55:01	11:55:01	11:55:01	11:55:01			11:55:02	11:55:02		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	11:55:02	11:55:02	11:55:02	11:55:02	11:55:02	11:55:02			11:55:02	11:55:02	11:55:04	11:55:04	11:55:04	11:55:04	11:55:04	11:55:04			11:55:05	11:55:05		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
15	11:55:05	11:55:05	11:55:05	11:55:05	11:55:05	11:55:05			11:55:05	11:55:05	11:55:07	11:55:07	11:55:07	11:55:07	11:55:07	11:55:07			11:55:08	11:55:08		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
16	11:55:08	11:55:08	11:55:08	11:55:08	11:55:08	11:55:08			11:55:08	11:55:08	11:55:10	11:55:10	11:55:10	11:55:10	11:55:10	11:55:10			11:55:11	11:55:11		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	11:55:11	11:55:11	11:55:11	11:55:11	11:55:12	11:55:12			11:55:12	11:55:12	11:55:13	11:55:13	11:55:13	11:55:13	11:55:13	11:55:13			11:55:14	11:55:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
18	11:55:14	11:55:14	11:55:14	11:55:14	11:55:14	11:55:14			11:55:14	11:55:14	11:55:16	11:55:16	11:55:16	11:55:16	11:55:16	11:55:16			11:55:17	11:55:17		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
