Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	17:30:33	17:30:33	17:30:33			17:30:33	17:30:33	17:30:33	17:30:33	17:30:33	17:30:48	17:30:48	17:30:48	17:30:48	17:30:48	17:30:48			17:30:50	17:30:50		00:00:00		00:00:00	00:00:00	00:00:15	00:00:00	00:00:00		00:00:01	00:00:16
1	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:30:50	17:31:03	17:31:03	17:31:03	17:31:03	17:31:03	17:31:03			17:31:04	17:31:04		00:00:00	00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:14
2	17:31:05	17:31:05	17:31:05	17:31:05	17:31:05	17:31:05			17:31:05	17:31:05	17:31:17	17:31:17	17:31:17	17:31:17	17:31:17	17:31:17			17:31:18	17:31:18		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:13
3	17:31:19	17:31:19	17:31:19	17:31:19	17:31:19	17:31:19			17:31:19	17:31:19	17:31:31	17:31:31	17:31:31	17:31:31	17:31:31	17:31:31			17:31:32	17:31:32		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:13
4	17:31:32	17:31:32	17:31:32	17:31:32	17:31:33	17:31:33			17:31:33	17:31:33	17:31:45	17:31:45	17:31:45	17:31:45	17:31:45	17:31:45			17:31:46	17:31:46		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:13
5	17:31:46	17:31:46	17:31:46	17:31:46	17:31:46	17:31:46			17:31:46	17:31:46	17:31:58	17:31:58	17:31:58	17:31:58	17:31:58	17:31:58			17:31:59	17:31:59		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
6	17:31:59	17:31:59	17:31:59	17:31:59	17:31:59	17:31:59			17:31:59	17:31:59	17:32:11	17:32:11	17:32:11	17:32:11	17:32:11	17:32:11			17:32:12	17:32:12		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:01	00:00:13
7	17:32:12	17:32:12	17:32:12	17:32:12	17:32:12	17:32:12			17:32:12	17:32:12	17:32:24	17:32:24	17:32:24	17:32:24	17:32:24	17:32:24			17:32:25	17:32:25		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
8	17:32:25	17:32:25	17:32:25	17:32:25	17:32:25	17:32:25			17:32:25	17:32:25	17:32:37	17:32:37	17:32:37	17:32:37	17:32:37	17:32:37			17:32:38	17:32:38		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
9	17:32:38	17:32:38	17:32:38	17:32:38	17:32:38	17:32:38			17:32:38	17:32:38	17:32:49	17:32:49	17:32:49	17:32:49	17:32:49	17:32:49			17:32:50	17:32:50		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
10	17:32:50	17:32:50	17:32:50	17:32:50	17:32:51	17:32:51	17:32:51	17:32:51	17:32:51	17:32:51	17:33:03	17:33:03	17:33:03	17:33:03	17:33:03	17:33:03	17:33:03	17:33:03	17:33:04	17:33:04		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
11	17:33:04	17:33:04	17:33:04	17:33:04	17:33:05	17:33:05			17:33:05	17:33:05	17:33:16	17:33:16	17:33:16	17:33:16	17:33:16	17:33:16			17:33:17	17:33:17		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
