Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	13:57:01	13:57:01	13:57:01			13:57:01	13:57:01	13:57:01	13:57:01	13:57:01	13:57:05	13:57:05	13:57:05	13:57:05	13:57:05	13:57:05			13:57:06	13:57:06		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:07	13:57:10	13:57:10	13:57:10	13:57:10	13:57:10	13:57:10			13:57:12	13:57:12		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00		00:00:02	00:00:05
2	13:57:13	13:57:13	13:57:13	13:57:13	13:57:13	13:57:13			13:57:13	13:57:13	13:57:15	13:57:15	13:57:15	13:57:15	13:57:15	13:57:15			13:57:17	13:57:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	13:57:17	13:57:17	13:57:17	13:57:17	13:57:17	13:57:17			13:57:17	13:57:17	13:57:19	13:57:19	13:57:19	13:57:19	13:57:19	13:57:19			13:57:20	13:57:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	13:57:20	13:57:20	13:57:20	13:57:20	13:57:20	13:57:20			13:57:20	13:57:20	13:57:23	13:57:23	13:57:23	13:57:23	13:57:23	13:57:23			13:57:24	13:57:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	13:57:24	13:57:24	13:57:24	13:57:24	13:57:24	13:57:24			13:57:24	13:57:24	13:57:26	13:57:26	13:57:26	13:57:26	13:57:26	13:57:26			13:57:27	13:57:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	13:57:27	13:57:27	13:57:27	13:57:27	13:57:27	13:57:27			13:57:27	13:57:27	13:57:29	13:57:29	13:57:29	13:57:29	13:57:29	13:57:29			13:57:30	13:57:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	13:57:31	13:57:31	13:57:31	13:57:31	13:57:31	13:57:31			13:57:31	13:57:31	13:57:33	13:57:33	13:57:33	13:57:33	13:57:33	13:57:33			13:57:34	13:57:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
8	13:57:34	13:57:34	13:57:34	13:57:34	13:57:34	13:57:34			13:57:34	13:57:34	13:57:36	13:57:36	13:57:36	13:57:36	13:57:36	13:57:36			13:57:37	13:57:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	13:57:37	13:57:37	13:57:37	13:57:37	13:57:37	13:57:37			13:57:37	13:57:37	13:57:39	13:57:39	13:57:39	13:57:39	13:57:39	13:57:39			13:57:40	13:57:40		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
