Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:00:53	05:00:53	05:00:53			05:00:53	05:00:53	05:00:53	05:00:53	05:00:53	05:00:59	05:00:59	05:00:59	05:00:59	05:00:59	05:00:59			05:01:00	05:01:00		00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
1	05:01:01	05:01:01	05:01:01	05:01:01	05:01:02	05:01:02	05:01:02	05:01:02	05:01:02	05:01:02	05:01:06	05:01:06	05:01:06	05:01:06	05:01:06	05:01:06			05:01:08	05:01:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:07
2	05:01:08	05:01:08	05:01:08	05:01:08	05:01:09	05:01:09			05:01:09	05:01:09	05:01:13	05:01:13	05:01:13	05:01:13	05:01:13	05:01:13			05:01:14	05:01:14		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:06
3	05:01:15	05:01:15	05:01:15	05:01:15	05:01:15	05:01:15			05:01:15	05:01:15	05:01:18	05:01:18	05:01:18	05:01:18	05:01:18	05:01:18			05:01:19	05:01:19		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
4	05:01:19	05:01:19	05:01:19	05:01:19	05:01:20	05:01:20			05:01:20	05:01:20	05:01:24	05:01:24	05:01:24	05:01:24	05:01:24	05:01:24			05:01:26	05:01:26		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
5	05:01:26	05:01:26	05:01:26	05:01:26	05:01:27	05:01:27			05:01:27	05:01:27	05:01:29	05:01:29	05:01:29	05:01:29	05:01:29	05:01:29			05:01:30	05:01:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
6	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31	05:01:31			05:01:31	05:01:31	05:01:35	05:01:35	05:01:35	05:01:35	05:01:35	05:01:35			05:01:37	05:01:37		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
7	05:01:37	05:01:37	05:01:37	05:01:37	05:01:38	05:01:38			05:01:38	05:01:38	05:01:41	05:01:41	05:01:41	05:01:41	05:01:41	05:01:41			05:01:42	05:01:42		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
8	05:01:42	05:01:42	05:01:42	05:01:42	05:01:43	05:01:43			05:01:43	05:01:43	05:01:45	05:01:45	05:01:45	05:01:45	05:01:45	05:01:45			05:01:47	05:01:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
9	05:01:47	05:01:47	05:01:47	05:01:47	05:01:47	05:01:47			05:01:47	05:01:47	05:01:49	05:01:49	05:01:49	05:01:49	05:01:49	05:01:49			05:01:50	05:01:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
10	05:01:50	05:01:50	05:01:50	05:01:50	05:01:51	05:01:51	05:01:51	05:01:51	05:01:51	05:01:51	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:53	05:01:55	05:01:55		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	05:01:55	05:01:55	05:01:55	05:01:55	05:01:55	05:01:55			05:01:55	05:01:55	05:01:58	05:01:58	05:01:58	05:01:58	05:01:58	05:01:58			05:01:58	05:01:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
12	05:01:59	05:01:59	05:01:59	05:01:59	05:01:59	05:01:59			05:01:59	05:01:59	05:02:01	05:02:01	05:02:01	05:02:01	05:02:01	05:02:01			05:02:02	05:02:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
13	05:02:03	05:02:03	05:02:03	05:02:03	05:02:03	05:02:03			05:02:03	05:02:03	05:02:05	05:02:05	05:02:05	05:02:05	05:02:05	05:02:05			05:02:06	05:02:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
14	05:02:06	05:02:06	05:02:06	05:02:06	05:02:06	05:02:06			05:02:06	05:02:06	05:02:08	05:02:08	05:02:08	05:02:08	05:02:08	05:02:08			05:02:10	05:02:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
