Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:54:38	04:54:38	04:54:38			04:54:38	04:54:38	04:54:38	04:54:38	04:54:38	04:54:43	04:54:43	04:54:43	04:54:43	04:54:43	04:54:43			04:54:44	04:54:44		00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:06
1	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:45	04:54:50	04:54:50	04:54:50	04:54:50	04:54:50	04:54:50			04:54:51	04:54:51		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
2	04:54:51	04:54:51	04:54:51	04:54:51	04:54:52	04:54:52			04:54:52	04:54:52	04:54:56	04:54:56	04:54:56	04:54:56	04:54:56	04:54:56			04:54:57	04:54:57		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
3	04:54:57	04:54:57	04:54:57	04:54:57	04:54:58	04:54:58			04:54:58	04:54:58	04:55:01	04:55:01	04:55:01	04:55:01	04:55:01	04:55:01			04:55:02	04:55:02		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
4	04:55:03	04:55:03	04:55:03	04:55:03	04:55:03	04:55:03			04:55:03	04:55:03	04:55:06	04:55:06	04:55:06	04:55:06	04:55:06	04:55:06			04:55:08	04:55:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
5	04:55:08	04:55:08	04:55:08	04:55:08	04:55:08	04:55:08			04:55:08	04:55:08	04:55:12	04:55:12	04:55:12	04:55:12	04:55:12	04:55:12			04:55:12	04:55:12		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
6	04:55:13	04:55:13	04:55:13	04:55:13	04:55:13	04:55:13			04:55:13	04:55:13	04:55:16	04:55:16	04:55:16	04:55:16	04:55:16	04:55:16			04:55:17	04:55:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
7	04:55:17	04:55:17	04:55:17	04:55:17	04:55:17	04:55:17			04:55:17	04:55:17	04:55:20	04:55:20	04:55:20	04:55:20	04:55:20	04:55:20			04:55:21	04:55:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
8	04:55:21	04:55:21	04:55:21	04:55:21	04:55:21	04:55:21			04:55:21	04:55:21	04:55:24	04:55:24	04:55:25	04:55:25	04:55:25	04:55:25			04:55:25	04:55:25		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
9	04:55:25	04:55:25	04:55:25	04:55:25	04:55:26	04:55:26			04:55:26	04:55:26	04:55:28	04:55:28	04:55:28	04:55:28	04:55:28	04:55:28			04:55:29	04:55:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
10	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:30	04:55:33	04:55:33	04:55:33	04:55:33	04:55:33	04:55:33	04:55:33	04:55:33	04:55:34	04:55:34		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	04:55:34	04:55:34	04:55:35	04:55:35	04:55:35	04:55:35			04:55:35	04:55:35	04:55:37	04:55:37	04:55:37	04:55:37	04:55:37	04:55:37			04:55:38	04:55:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
12	04:55:38	04:55:38	04:55:38	04:55:38	04:55:38	04:55:38			04:55:38	04:55:38	04:55:40	04:55:40	04:55:40	04:55:40	04:55:40	04:55:40			04:55:41	04:55:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
13	04:55:42	04:55:42	04:55:42	04:55:42	04:55:42	04:55:42			04:55:42	04:55:42	04:55:45	04:55:45	04:55:45	04:55:45	04:55:45	04:55:45			04:55:45	04:55:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
14	04:55:46	04:55:46	04:55:46	04:55:46	04:55:46	04:55:46			04:55:46	04:55:46	04:55:48	04:55:48	04:55:48	04:55:48	04:55:48	04:55:48			04:55:49	04:55:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
15	04:55:49	04:55:49	04:55:49	04:55:49	04:55:50	04:55:50			04:55:50	04:55:50	04:55:52	04:55:52	04:55:52	04:55:52	04:55:52	04:55:52			04:55:53	04:55:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
16	04:55:53	04:55:53	04:55:53	04:55:53	04:55:53	04:55:53			04:55:53	04:55:53	04:55:56	04:55:56	04:55:56	04:55:56	04:55:56	04:55:56			04:55:56	04:55:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
17	04:55:57	04:55:57	04:55:57	04:55:57	04:55:57	04:55:57			04:55:57	04:55:57	04:55:59	04:55:59	04:55:59	04:55:59	04:55:59	04:55:59			04:56:00	04:56:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
18	04:56:00	04:56:00	04:56:00	04:56:00	04:56:00	04:56:00			04:56:00	04:56:00	04:56:02	04:56:02	04:56:02	04:56:02	04:56:02	04:56:02			04:56:03	04:56:03		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
19	04:56:03	04:56:03	04:56:03	04:56:03	04:56:03	04:56:03			04:56:03	04:56:03	04:56:06	04:56:06	04:56:06	04:56:06	04:56:06	04:56:06			04:56:07	04:56:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
20	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:07	04:56:10	04:56:10	04:56:10	04:56:10	04:56:10	04:56:10	04:56:10	04:56:10	04:56:12	04:56:12		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
21	04:56:12	04:56:12	04:56:12	04:56:12	04:56:12	04:56:12			04:56:13	04:56:13	04:56:15	04:56:15	04:56:15	04:56:15	04:56:15	04:56:15			04:56:16	04:56:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
22	04:56:16	04:56:16	04:56:16	04:56:16	04:56:16	04:56:16			04:56:16	04:56:16	04:56:19	04:56:19	04:56:19	04:56:19	04:56:19	04:56:19			04:56:19	04:56:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
23	04:56:20	04:56:20	04:56:20	04:56:20	04:56:20	04:56:20			04:56:20	04:56:20	04:56:22	04:56:22	04:56:22	04:56:22	04:56:22	04:56:22			04:56:23	04:56:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
24	04:56:23	04:56:23	04:56:23	04:56:23	04:56:23	04:56:23			04:56:23	04:56:23	04:56:25	04:56:25	04:56:25	04:56:25	04:56:25	04:56:25			04:56:26	04:56:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
25	04:56:27	04:56:27	04:56:27	04:56:27	04:56:27	04:56:27			04:56:27	04:56:27	04:56:29	04:56:29	04:56:29	04:56:29	04:56:29	04:56:29			04:56:30	04:56:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
26	04:56:30	04:56:30	04:56:30	04:56:30	04:56:31	04:56:31			04:56:31	04:56:31	04:56:33	04:56:33	04:56:33	04:56:33	04:56:33	04:56:33			04:56:34	04:56:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
27	04:56:34	04:56:34	04:56:34	04:56:34	04:56:34	04:56:34			04:56:34	04:56:34	04:56:37	04:56:37	04:56:37	04:56:37	04:56:37	04:56:37			04:56:38	04:56:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
28	04:56:38	04:56:38	04:56:38	04:56:38	04:56:38	04:56:38			04:56:38	04:56:38	04:56:40	04:56:40	04:56:40	04:56:40	04:56:40	04:56:40			04:56:41	04:56:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
29	04:56:42	04:56:42	04:56:42	04:56:42	04:56:42	04:56:42			04:56:42	04:56:42	04:56:44	04:56:44	04:56:44	04:56:44	04:56:44	04:56:44			04:56:45	04:56:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
30	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:45	04:56:48	04:56:48	04:56:48	04:56:48	04:56:48	04:56:48	04:56:48	04:56:48	04:56:49	04:56:49		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
31	04:56:49	04:56:49	04:56:49	04:56:49	04:56:50	04:56:50			04:56:50	04:56:50	04:56:52	04:56:52	04:56:52	04:56:52	04:56:52	04:56:52			04:56:53	04:56:53		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
32	04:56:53	04:56:53	04:56:53	04:56:53	04:56:53	04:56:53			04:56:53	04:56:53	04:56:56	04:56:56	04:56:56	04:56:56	04:56:56	04:56:56			04:56:57	04:56:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
33	04:56:57	04:56:57	04:56:57	04:56:57	04:56:57	04:56:57			04:56:57	04:56:57	04:57:00	04:57:00	04:57:00	04:57:00	04:57:00	04:57:00			04:57:00	04:57:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
34	04:57:00	04:57:00	04:57:00	04:57:00	04:57:01	04:57:01			04:57:01	04:57:01	04:57:03	04:57:03	04:57:03	04:57:03	04:57:03	04:57:03			04:57:04	04:57:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
