ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6621.9	14100	1.0	3697.0105883426195
1	5049.1	12600	0.952	3703.782678354822
2	4249.8	12000	0.91	3707.7998194819734
3	3635.3	10800	0.886	3706.7420832003168
4	3045.4	9900	0.85	3715.1872678836717
5	2636.5	8700	0.826	3756.9430446655706
6	2361.2	8400	0.806	3789.815309566244
7	2333.7	8100	0.798	3821.0855370532067
8	2108.3	7500	0.792	3880.2286503860787
9	2022.9	7500	0.762	3776.048391952465
10	1883.8	6900	0.766	3921.3919043320066
11	1886.4	7200	0.754	3890.1137061390255
12	1770.4	6300	0.752	3926.869794679263
13	1815.3	6300	0.742	3911.950325806154
14	1750.1	6000	0.756	4002.952653518245
15	1758.2	6300	0.74	3949.5316183982245
16	1633.3	5400	0.734	3997.425889051341
17	1646.2	5700	0.726	3960.974982268125
18	1682.0	5400	0.734	4001.511290101485
19	1617.9	5100	0.742	4086.955583651933
20	1559.0	5100	0.71	3962.610628749503
21	1592.5	4800	0.736	4132.532166622922
22	1563.1	5100	0.712	3989.9844364840483
23	1479.6	5100	0.706	4032.974125509613
24	1507.7	4800	0.712	4046.6662304874935
25	1611.2	6600	0.73	4147.595358484484
26	1584.9	5400	0.706	4061.033696190938
27	1567.0	4800	0.734	4098.08743719796
28	1577.8	5400	0.726	4085.44179430207
29	1616.7	5100	0.738	4213.268085778393
30	1581.2	4800	0.738	4211.342243991254
31	1654.5	5400	0.754	4261.056633407285
32	1578.9	5100	0.742	4169.742283803924
33	1632.4	5400	0.746	4248.277433035473
34	1658.4	5100	0.758	4282.593494062068
35	1690.7	5400	0.774	4375.9781414151485
36	1596.2	4800	0.76	4296.293902583476
37	1613.7	5100	0.768	4296.184372105412
38	1676.1	5100	0.774	4410.710253671483
39	1662.7	4800	0.788	4400.911009624332
40	1700.7	5400	0.776	4414.564934382239
41	1704.6	4800	0.794	4427.0175894271615
42	1695.5	5100	0.8	4537.4433713830795
43	1669.9	5100	0.792	4489.98887861811
44	1612.1	4500	0.792	4522.166282296402
45	1652.2	5400	0.788	4496.4270883550935
46	1707.6	5400	0.81	4631.392886313783
47	1605.1	4500	0.78	4457.484488248011
48	1638.8	5100	0.784	4483.3265651516895
49	1593.8	4800	0.78	4426.848429635392
50	1584.7	4800	0.774	4454.782027253987
51	1626.3	5400	0.766	4414.363021811058
52	1722.9	4800	0.822	4579.770802564836
53	1618.5	4800	0.79	4515.935123801154
54	1669.6	5100	0.79	4559.333612202868
55	1528.7	4500	0.774	4465.267863343622
56	1675.0	5100	0.808	4612.892048748425
57	1592.7	4800	0.784	4542.380585021364
58	1570.3	5100	0.77	4479.693295658927
59	1606.4	5100	0.798	4563.77756809563
60	1612.6	4800	0.786	4564.698084741172
61	1532.0	4800	0.754	4388.593403979911
62	1594.7	4500	0.784	4512.120182070188
63	1510.7	4800	0.76	4443.834598981501
64	1576.4	4800	0.78	4483.627480978865
65	1597.8	4800	0.788	4527.478537325304
66	1561.3	4800	0.764	4414.740066228889
67	1542.7	4800	0.764	4396.094095759738
68	1552.2	4800	0.778	4487.6474494617805
69	1577.0	5100	0.752	4372.6337435923815
70	1610.2	5100	0.778	4508.673013050299
71	1511.0	4200	0.782	4496.101275764208
72	1540.0	5100	0.764	4464.806811640283
73	1525.7	4800	0.76	4388.745700256007
74	1601.0	5100	0.786	4475.6620937169755
75	1538.1	4800	0.776	4482.804531156741
76	1559.0	5100	0.766	4414.735182177403
77	1550.6	4800	0.774	4460.55985479802
78	1537.2	4500	0.774	4503.526322052705
79	1622.5	5100	0.78	4502.4730642683135
80	1590.4	4800	0.782	4515.394111006374
81	1487.1	4500	0.758	4456.908517603263
82	1518.8	4800	0.766	4471.512023708741
83	1484.9	4500	0.766	4481.8088771658095
84	1540.3	5100	0.754	4435.279890233933
85	1549.7	4800	0.774	4485.257542067601
86	1487.5	4500	0.764	4470.2924391169645
87	1489.5	4500	0.752	4458.008499862343
88	1495.9	4800	0.762	4449.741940103728
89	1493.0	4800	0.77	4499.5567894862925
90	1445.3	4800	0.732	4313.603252533837
91	1571.0	4800	0.762	4427.219927359451
92	1512.1	4800	0.758	4458.105539741239
93	1496.4	4500	0.766	4418.636337321628
94	1545.8	5100	0.766	4503.797780407492
95	1520.4	4800	0.768	4512.306059364312
96	1588.4	4200	0.784	4555.633895153588
97	1554.5	5100	0.766	4509.904936559169
98	1527.4	4500	0.778	4535.178087476901
99	1531.8	4800	0.762	4418.537727185272
100	1450.9	4800	0.75	4435.610411457891
