Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:42:57	04:42:57	04:42:57			04:42:57	04:42:57	04:42:57	04:42:57	04:42:57	04:43:01	04:43:01	04:43:01	04:43:01	04:43:01	04:43:01			04:43:02	04:43:02		00:00:00		00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
1	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:03	04:43:06	04:43:06	04:43:06	04:43:06	04:43:06	04:43:06			04:43:07	04:43:07		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
2	04:43:08	04:43:08	04:43:08	04:43:08	04:43:08	04:43:08			04:43:08	04:43:08	04:43:10	04:43:10	04:43:10	04:43:10	04:43:10	04:43:10			04:43:11	04:43:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
3	04:43:11	04:43:11	04:43:11	04:43:11	04:43:11	04:43:11			04:43:11	04:43:11	04:43:14	04:43:14	04:43:14	04:43:14	04:43:14	04:43:14			04:43:14	04:43:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
4	04:43:15	04:43:15	04:43:15	04:43:15	04:43:15	04:43:15			04:43:15	04:43:15	04:43:16	04:43:16	04:43:16	04:43:16	04:43:16	04:43:16			04:43:17	04:43:17		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
5	04:43:17	04:43:17	04:43:17	04:43:17	04:43:17	04:43:17			04:43:17	04:43:17	04:43:19	04:43:19	04:43:19	04:43:19	04:43:19	04:43:19			04:43:20	04:43:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
6	04:43:20	04:43:20	04:43:20	04:43:20	04:43:20	04:43:20			04:43:20	04:43:20	04:43:22	04:43:22	04:43:22	04:43:22	04:43:22	04:43:22			04:43:22	04:43:22		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
7	04:43:22	04:43:22	04:43:22	04:43:22	04:43:23	04:43:23			04:43:23	04:43:23	04:43:24	04:43:24	04:43:24	04:43:24	04:43:24	04:43:24			04:43:25	04:43:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
8	04:43:25	04:43:25	04:43:25	04:43:25	04:43:25	04:43:25			04:43:25	04:43:25	04:43:27	04:43:27	04:43:27	04:43:27	04:43:27	04:43:27			04:43:27	04:43:27		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
9	04:43:28	04:43:28	04:43:28	04:43:28	04:43:28	04:43:28			04:43:28	04:43:28	04:43:29	04:43:29	04:43:29	04:43:29	04:43:29	04:43:29			04:43:30	04:43:30		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:30	04:43:32	04:43:32	04:43:32	04:43:32	04:43:32	04:43:32	04:43:32	04:43:32	04:43:33	04:43:33		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	04:43:33	04:43:33	04:43:33	04:43:33	04:43:33	04:43:33			04:43:33	04:43:33	04:43:35	04:43:35	04:43:35	04:43:35	04:43:35	04:43:35			04:43:35	04:43:35		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	04:43:36	04:43:36	04:43:36	04:43:36	04:43:36	04:43:36			04:43:36	04:43:36	04:43:37	04:43:37	04:43:37	04:43:37	04:43:37	04:43:37			04:43:37	04:43:37		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
13	04:43:38	04:43:38	04:43:38	04:43:38	04:43:38	04:43:38			04:43:38	04:43:38	04:43:39	04:43:39	04:43:39	04:43:39	04:43:39	04:43:39			04:43:40	04:43:40		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	04:43:40	04:43:40	04:43:40	04:43:40	04:43:40	04:43:40			04:43:40	04:43:40	04:43:41	04:43:41	04:43:41	04:43:41	04:43:41	04:43:41			04:43:42	04:43:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
