ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6516.0	14100	1.0	3697.0105883426195
1	5550.0	13500	0.948	3601.363558464471
2	4977.9	13200	0.91	3529.634512811506
3	4648.9	12900	0.892	3483.868485965832
4	4256.4	12600	0.864	3437.195731080266
5	3918.3	12000	0.832	3383.954369646685
6	3522.2	11400	0.802	3326.037035806076
7	3452.2	11400	0.798	3327.2780184569833
8	3158.4	11100	0.77	3279.2901023715076
9	2940.4	10800	0.74	3226.355637415799
10	2932.2	10800	0.74	3243.543791624533
11	2610.0	9900	0.704	3191.2908682302827
12	2498.3	9900	0.69	3161.0743108368442
13	2356.4	9600	0.682	3172.0735539979723
14	2251.6	9000	0.68	3194.272569777899
15	2145.6	8700	0.666	3186.6499149960846
16	2095.3	8700	0.662	3183.356309279569
17	2026.9	8400	0.66	3191.244241681396
18	1897.5	7800	0.642	3184.015475895429
19	1869.4	7500	0.63	3169.798917323562
20	1841.4	7500	0.626	3193.838010635776
21	1753.3	7200	0.618	3188.3740024544954
22	1689.2	6900	0.612	3196.214925097378
23	1683.4	6600	0.608	3212.2113991842148
24	1666.3	6600	0.608	3228.9322576630743
25	1612.9	6900	0.614	3274.2744973696326
26	1584.4	6600	0.612	3289.521490481772
27	1568.5	6600	0.6	3290.27972689695
28	1509.7	6600	0.602	3322.736694589803
29	1548.1	6600	0.6	3327.568698103423
30	1526.4	6600	0.61	3359.7126588127385
31	1576.0	6600	0.632	3444.723881100975
32	1495.6	6300	0.626	3450.7455050913622
33	1491.3	6300	0.624	3455.582852037359
34	1492.5	6300	0.638	3493.9483439893397
35	1541.0	6300	0.634	3519.5073847913686
36	1512.9	6300	0.632	3509.144637441423
37	1524.8	6300	0.652	3599.9422553536087
38	1467.3	6300	0.648	3615.3946116233165
39	1567.1	6300	0.656	3627.047941822332
40	1526.8	6300	0.656	3716.9245673568034
41	1539.7	6300	0.666	3711.709837071778
42	1479.7	6300	0.668	3753.331512620844
43	1496.0	6300	0.662	3724.0614469784896
44	1517.3	6300	0.658	3739.4464614631265
45	1496.9	6300	0.67	3793.738915311037
46	1550.3	6300	0.674	3819.9019977459225
47	1474.2	6300	0.672	3850.8439591309357
48	1480.8	6300	0.674	3874.9206801043674
49	1544.7	6300	0.698	3944.228909753763
50	1512.5	6900	0.694	3937.1362654050936
51	1511.7	6300	0.69	3941.8092771333695
52	1500.1	6300	0.692	3909.368335435358
53	1543.3	6600	0.702	3966.0227030854835
54	1491.8	6600	0.702	3976.7314377018615
55	1548.4	6300	0.694	3943.1714379489567
56	1592.8	6300	0.722	4020.529589512165
57	1680.8	6300	0.74	4147.428661625997
58	1570.0	6000	0.74	4131.358161777319
59	1597.0	6000	0.75	4149.071771727809
60	1652.6	6000	0.74	4129.5033515515015
61	1626.1	6000	0.756	4204.718922889975
62	1581.2	6000	0.736	4144.9106885913025
63	1696.2	6000	0.78	4339.154007193141
64	1639.8	6000	0.762	4249.079109392924
65	1711.4	6600	0.784	4357.626430582974
66	1742.2	6000	0.794	4352.195486315453
67	1645.2	6000	0.762	4277.896669260834
68	1597.6	6000	0.766	4307.331427109024
69	1637.9	6000	0.766	4329.526691170857
70	1597.8	5400	0.768	4326.910783244423
71	1606.4	4800	0.768	4298.275368391854
72	1593.9	6300	0.758	4306.796823981368
73	1601.2	4800	0.762	4296.6532148688975
74	1656.6	5100	0.79	4429.429037551123
75	1662.4	5700	0.786	4416.0433638461745
76	1638.2	5700	0.774	4379.574177296047
77	1591.1	4800	0.766	4341.34907661854
78	1656.6	5100	0.784	4420.139462845772
79	1607.4	6300	0.778	4410.464054906251
80	1679.7	5100	0.78	4400.62752152475
81	1723.3	5100	0.808	4520.95599772467
82	1715.8	5100	0.79	4463.694631433616
83	1723.8	5700	0.802	4490.398181586166
84	1764.5	5100	0.818	4548.994024161494
85	1765.1	5700	0.804	4547.701232832242
86	1790.9	5100	0.82	4568.049686588492
87	1808.7	6000	0.824	4621.560915470181
88	1692.6	4800	0.804	4583.008583200478
89	1770.8	6000	0.816	4575.3430824705665
90	1775.5	5100	0.83	4658.742316305937
91	1745.4	5400	0.83	4648.631406653995
92	1726.0	5100	0.818	4540.348689498993
93	1701.8	6600	0.816	4584.161318385589
94	1674.0	5700	0.802	4555.03433284891
95	1667.9	6300	0.808	4553.053188287029
96	1709.4	5100	0.826	4649.767901976395
97	1690.9	6300	0.818	4602.770850862174
98	1666.5	6000	0.808	4586.013818920178
99	1698.0	4800	0.82	4633.000833310809
100	1702.3	5400	0.816	4612.4598981782365
