Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:49:58	12:49:58	12:49:58			12:49:58	12:49:58	12:49:58	12:49:58	12:49:58	12:50:02	12:50:02	12:50:02	12:50:02	12:50:02	12:50:02			12:50:04	12:50:04		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	12:50:04	12:50:04	12:50:04	12:50:04	12:50:05	12:50:05	12:50:05	12:50:05	12:50:05	12:50:05	12:50:08	12:50:08	12:50:08	12:50:08	12:50:08	12:50:08			12:50:09	12:50:09		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	12:50:09	12:50:09	12:50:09	12:50:09	12:50:10	12:50:10			12:50:10	12:50:10	12:50:12	12:50:12	12:50:12	12:50:12	12:50:12	12:50:12			12:50:13	12:50:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	12:50:13	12:50:13	12:50:13	12:50:13	12:50:13	12:50:13			12:50:13	12:50:13	12:50:15	12:50:15	12:50:15	12:50:15	12:50:15	12:50:15			12:50:16	12:50:16		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
4	12:50:16	12:50:16	12:50:16	12:50:16	12:50:16	12:50:16			12:50:16	12:50:16	12:50:18	12:50:18	12:50:18	12:50:18	12:50:18	12:50:18			12:50:19	12:50:19		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
5	12:50:20	12:50:20	12:50:20	12:50:20	12:50:20	12:50:20			12:50:20	12:50:20	12:50:22	12:50:22	12:50:22	12:50:22	12:50:22	12:50:22			12:50:23	12:50:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	12:50:23	12:50:23	12:50:23	12:50:23	12:50:23	12:50:23			12:50:23	12:50:23	12:50:25	12:50:25	12:50:25	12:50:25	12:50:25	12:50:25			12:50:26	12:50:26		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
7	12:50:26	12:50:26	12:50:26	12:50:26	12:50:26	12:50:26			12:50:26	12:50:26	12:50:28	12:50:28	12:50:28	12:50:28	12:50:28	12:50:28			12:50:29	12:50:29		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
8	12:50:29	12:50:29	12:50:29	12:50:29	12:50:30	12:50:30			12:50:30	12:50:30	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32			12:50:33	12:50:33		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
9	12:50:33	12:50:33	12:50:33	12:50:33	12:50:33	12:50:33			12:50:33	12:50:33	12:50:35	12:50:35	12:50:35	12:50:35	12:50:35	12:50:35			12:50:36	12:50:36		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
