Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:57:06	18:57:06	18:57:06			18:57:06	18:57:06	18:57:06	18:57:06	18:57:06	18:57:15	18:57:15	18:57:15	18:57:15	18:57:15	18:57:15			18:57:16	18:57:16		00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	18:57:16	18:57:16	18:57:16	18:57:16	18:57:17	18:57:17	18:57:17	18:57:17	18:57:17	18:57:17	18:57:25	18:57:25	18:57:25	18:57:25	18:57:25	18:57:25			18:57:27	18:57:27		00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:02	00:00:10
2	18:57:27	18:57:27	18:57:27	18:57:27	18:57:27	18:57:27			18:57:27	18:57:27	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34			18:57:35	18:57:35		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
3	18:57:35	18:57:35	18:57:35	18:57:35	18:57:35	18:57:35			18:57:35	18:57:35	18:57:43	18:57:43	18:57:43	18:57:43	18:57:43	18:57:43			18:57:44	18:57:44		00:00:00	00:00:00		00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	18:57:44	18:57:44	18:57:44	18:57:44	18:57:44	18:57:44			18:57:44	18:57:44	18:57:50	18:57:50	18:57:50	18:57:50	18:57:50	18:57:50			18:57:51	18:57:51		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
5	18:57:52	18:57:52	18:57:52	18:57:52	18:57:52	18:57:52			18:57:52	18:57:52	18:57:58	18:57:58	18:57:58	18:57:58	18:57:58	18:57:58			18:57:59	18:57:59		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	18:57:59	18:57:59	18:57:59	18:57:59	18:57:59	18:57:59			18:57:59	18:57:59	18:58:06	18:58:06	18:58:06	18:58:06	18:58:06	18:58:06			18:58:07	18:58:07		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	18:58:07	18:58:07	18:58:07	18:58:07	18:58:07	18:58:07			18:58:07	18:58:07	18:58:14	18:58:14	18:58:14	18:58:14	18:58:14	18:58:14			18:58:15	18:58:15		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:01	00:00:07
8	18:58:15	18:58:15	18:58:15	18:58:15	18:58:15	18:58:15			18:58:15	18:58:15	18:58:21	18:58:21	18:58:21	18:58:21	18:58:21	18:58:21			18:58:22	18:58:22		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	18:58:22	18:58:22	18:58:22	18:58:22	18:58:23	18:58:23			18:58:23	18:58:23	18:58:30	18:58:30	18:58:30	18:58:30	18:58:30	18:58:30			18:58:30	18:58:30		00:00:00	00:00:00		00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
10	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:31	18:58:41	18:58:41	18:58:41	18:58:41	18:58:41	18:58:41	18:58:41	18:58:41	18:58:43	18:58:43		00:00:00	00:00:00	00:00:00	00:00:00	00:00:10	00:00:00	00:00:00	00:00:00	00:00:01	00:00:12
11	18:58:43	18:58:43	18:58:43	18:58:43	18:58:43	18:58:43			18:58:43	18:58:43	18:58:51	18:58:51	18:58:51	18:58:51	18:58:51	18:58:51			18:58:51	18:58:51		00:00:00	00:00:00		00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
12	18:58:52	18:58:52	18:58:52	18:58:52	18:58:52	18:58:52			18:58:52	18:58:52	18:58:58	18:58:58	18:58:58	18:58:58	18:58:58	18:58:58			18:58:59	18:58:59		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
13	18:59:00	18:59:00	18:59:00	18:59:00	18:59:00	18:59:00			18:59:00	18:59:00	18:59:06	18:59:06	18:59:06	18:59:06	18:59:06	18:59:06			18:59:07	18:59:07		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
14	18:59:08	18:59:08	18:59:08	18:59:08	18:59:08	18:59:08			18:59:08	18:59:08	18:59:15	18:59:15	18:59:15	18:59:15	18:59:15	18:59:15			18:59:15	18:59:15		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
15	18:59:16	18:59:16	18:59:16	18:59:16	18:59:16	18:59:16			18:59:16	18:59:16	18:59:22	18:59:22	18:59:22	18:59:22	18:59:22	18:59:22			18:59:23	18:59:23		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
16	18:59:24	18:59:24	18:59:24	18:59:24	18:59:24	18:59:24			18:59:24	18:59:24	18:59:30	18:59:30	18:59:30	18:59:30	18:59:30	18:59:30			18:59:31	18:59:31		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
17	18:59:31	18:59:31	18:59:31	18:59:31	18:59:31	18:59:31			18:59:31	18:59:31	18:59:37	18:59:37	18:59:37	18:59:37	18:59:37	18:59:37			18:59:38	18:59:38		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
18	18:59:39	18:59:39	18:59:39	18:59:39	18:59:39	18:59:39			18:59:39	18:59:39	18:59:45	18:59:45	18:59:45	18:59:45	18:59:45	18:59:45			18:59:46	18:59:46		00:00:00	00:00:00		00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
