Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	20:06:56	20:06:56	20:06:56			20:06:56	20:06:56	20:06:56	20:06:56	20:06:56	20:07:09	20:07:09	20:07:09	20:07:09	20:07:09	20:07:09			20:07:10	20:07:10		00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
1	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:11	20:07:23	20:07:23	20:07:23	20:07:23	20:07:23	20:07:23			20:07:25	20:07:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:13
2	20:07:25	20:07:25	20:07:25	20:07:25	20:07:25	20:07:25			20:07:25	20:07:25	20:07:37	20:07:37	20:07:37	20:07:37	20:07:37	20:07:37			20:07:38	20:07:38		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
3	20:07:38	20:07:38	20:07:38	20:07:38	20:07:38	20:07:38			20:07:38	20:07:38	20:07:50	20:07:50	20:07:50	20:07:50	20:07:50	20:07:50			20:07:51	20:07:51		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
4	20:07:51	20:07:51	20:07:51	20:07:51	20:07:51	20:07:51			20:07:51	20:07:51	20:08:03	20:08:03	20:08:03	20:08:03	20:08:03	20:08:03			20:08:04	20:08:04		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
5	20:08:04	20:08:04	20:08:04	20:08:04	20:08:04	20:08:04			20:08:04	20:08:04	20:08:15	20:08:15	20:08:15	20:08:15	20:08:15	20:08:15			20:08:16	20:08:16		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
6	20:08:16	20:08:16	20:08:16	20:08:16	20:08:16	20:08:16			20:08:16	20:08:16	20:08:28	20:08:28	20:08:28	20:08:28	20:08:28	20:08:28			20:08:29	20:08:29		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
7	20:08:29	20:08:29	20:08:29	20:08:29	20:08:29	20:08:29			20:08:29	20:08:29	20:08:41	20:08:41	20:08:41	20:08:41	20:08:41	20:08:41			20:08:41	20:08:41		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
8	20:08:41	20:08:41	20:08:41	20:08:41	20:08:42	20:08:42			20:08:42	20:08:42	20:08:53	20:08:53	20:08:53	20:08:53	20:08:53	20:08:53			20:08:54	20:08:54		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
9	20:08:54	20:08:54	20:08:54	20:08:54	20:08:54	20:08:54			20:08:54	20:08:54	20:09:05	20:09:05	20:09:05	20:09:05	20:09:05	20:09:05			20:09:06	20:09:06		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
10	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:06	20:09:18	20:09:18	20:09:18	20:09:18	20:09:18	20:09:18	20:09:18	20:09:18	20:09:19	20:09:19		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
11	20:09:20	20:09:20	20:09:20	20:09:20	20:09:20	20:09:20			20:09:20	20:09:20	20:09:31	20:09:31	20:09:31	20:09:31	20:09:31	20:09:31			20:09:32	20:09:32		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
12	20:09:32	20:09:32	20:09:32	20:09:32	20:09:32	20:09:32			20:09:32	20:09:32	20:09:43	20:09:43	20:09:43	20:09:43	20:09:43	20:09:43			20:09:44	20:09:44		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
