Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	19:13:11	19:13:11	19:13:11			19:13:11	19:13:11	19:13:11	19:13:11	19:13:11	19:13:15	19:13:15	19:13:15	19:13:15	19:13:15	19:13:15			19:13:17	19:13:17		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:17	19:13:21	19:13:21	19:13:21	19:13:21	19:13:21	19:13:21			19:13:23	19:13:23		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:02	00:00:05
2	19:13:23	19:13:23	19:13:23	19:13:23	19:13:23	19:13:23			19:13:23	19:13:23	19:13:26	19:13:26	19:13:26	19:13:26	19:13:26	19:13:26			19:13:27	19:13:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
3	19:13:27	19:13:27	19:13:27	19:13:27	19:13:27	19:13:27			19:13:27	19:13:27	19:13:29	19:13:29	19:13:29	19:13:29	19:13:29	19:13:29			19:13:30	19:13:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	19:13:31	19:13:31	19:13:31	19:13:31	19:13:31	19:13:31			19:13:31	19:13:31	19:13:33	19:13:33	19:13:33	19:13:33	19:13:33	19:13:33			19:13:34	19:13:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	19:13:34	19:13:34	19:13:34	19:13:34	19:13:34	19:13:34			19:13:34	19:13:34	19:13:37	19:13:37	19:13:37	19:13:37	19:13:37	19:13:37			19:13:38	19:13:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	19:13:38	19:13:38	19:13:38	19:13:38	19:13:38	19:13:38			19:13:38	19:13:38	19:13:40	19:13:40	19:13:40	19:13:40	19:13:40	19:13:40			19:13:41	19:13:41		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
7	19:13:41	19:13:41	19:13:41	19:13:41	19:13:41	19:13:41			19:13:41	19:13:41	19:13:43	19:13:43	19:13:43	19:13:43	19:13:43	19:13:43			19:13:45	19:13:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	19:13:45	19:13:45	19:13:45	19:13:45	19:13:45	19:13:45			19:13:45	19:13:45	19:13:47	19:13:47	19:13:47	19:13:47	19:13:47	19:13:47			19:13:48	19:13:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	19:13:48	19:13:48	19:13:48	19:13:48	19:13:48	19:13:48			19:13:48	19:13:48	19:13:50	19:13:50	19:13:50	19:13:50	19:13:50	19:13:50			19:13:51	19:13:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
