ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6663.5	14100	1.0	3697.0105883426195
1	5078.4	12600	0.952	3703.782678354822
2	4245.0	12000	0.908	3702.0226260755203
3	3628.6	10800	0.884	3702.8770681108426
4	3030.0	9600	0.848	3711.2895591937076
5	2636.3	8700	0.824	3755.2787920746246
6	2422.6	8400	0.806	3778.2762713175457
7	2344.8	8100	0.8	3831.753250455794
8	2160.4	7500	0.792	3842.953925382469
9	2046.5	7500	0.758	3771.636562299469
10	1900.0	6900	0.762	3873.513943059671
11	1881.5	6600	0.758	3939.7503810013095
12	1825.3	6600	0.75	3915.8612818931856
13	1809.8	6300	0.74	3898.773154773644
14	1819.8	6300	0.752	4028.36584699343
15	1746.1	6000	0.744	3945.3048025914723
16	1701.4	5400	0.738	3984.0065378094787
17	1649.9	5400	0.726	3924.7158508036173
18	1688.8	5100	0.738	4059.3645736887665
19	1622.4	5100	0.724	3950.180838777507
20	1539.3	5100	0.702	3922.097640710393
21	1588.0	4800	0.722	4052.146368869598
22	1518.8	5100	0.706	3987.937881209593
23	1565.4	5400	0.702	4036.585018165779
24	1561.0	5100	0.728	4131.194060261797
25	1629.3	5400	0.748	4298.040621971527
26	1672.4	5400	0.752	4242.1753059771445
27	1610.9	4800	0.752	4269.484221010003
28	1678.3	5400	0.762	4286.076885211178
29	1668.9	5100	0.776	4402.853528051596
30	1586.0	4800	0.75	4339.3604997160755
31	1625.4	4800	0.766	4369.081470267493
32	1595.5	5100	0.762	4399.037332128301
33	1592.7	6300	0.742	4259.958136906382
34	1556.2	5100	0.74	4279.031781289641
35	1606.8	4800	0.764	4395.846186235378
36	1612.2	5400	0.764	4389.72461214669
37	1603.1	5100	0.764	4395.572240331961
38	1598.5	4800	0.77	4453.789423448833
39	1608.1	5100	0.77	4450.464444196888
40	1579.0	4800	0.764	4438.3121732585005
41	1601.3	4500	0.772	4415.912299176529
42	1610.7	5400	0.768	4492.533754783095
43	1581.9	4500	0.766	4484.37473522076
44	1564.3	4200	0.78	4488.5018086161635
45	1583.7	5400	0.768	4390.407807800483
46	1603.5	5100	0.776	4480.426378375386
47	1606.3	4800	0.768	4442.635033003504
48	1560.6	4800	0.758	4406.500363129523
49	1573.8	4800	0.776	4509.087880763138
50	1590.9	4800	0.77	4496.372941643715
51	1578.3	5100	0.758	4430.676533571169
52	1626.0	4500	0.784	4542.182806582665
53	1577.4	4500	0.772	4489.557530046836
54	1574.9	4800	0.766	4515.261759808637
55	1528.0	4800	0.756	4397.356658842284
56	1603.2	5400	0.792	4560.131858049012
57	1592.0	5100	0.76	4393.141877693874
58	1579.6	4800	0.77	4487.040482172906
59	1569.7	4500	0.782	4522.97922133515
60	1574.6	4500	0.776	4568.638823033307
61	1463.0	4500	0.746	4357.094453922215
62	1581.8	5100	0.764	4443.7690255394355
63	1449.0	4500	0.734	4379.201933607537
64	1645.2	4800	0.776	4524.1469890959015
65	1540.0	4500	0.782	4523.270059726667
66	1576.8	4800	0.766	4508.963250432424
67	1471.3	4500	0.742	4341.65744519994
68	1503.1	4800	0.758	4394.100374725096
69	1433.1	4200	0.738	4377.12314067299
70	1560.9	5400	0.758	4480.593369086034
71	1513.2	4800	0.772	4494.254992056602
72	1480.3	4800	0.738	4385.736153148284
73	1533.0	4800	0.748	4398.593793642179
74	1625.8	4800	0.778	4601.499533842643
75	1636.4	5400	0.782	4539.854902522591
76	1548.7	5100	0.768	4465.422694396973
77	1537.0	4500	0.768	4509.0080385228275
78	1506.5	4200	0.77	4502.798885847638
79	1562.9	4800	0.77	4527.123024424422
80	1532.6	4800	0.762	4431.555320038089
81	1514.4	4500	0.75	4428.845096080876
82	1558.5	4800	0.76	4411.769889502941
83	1548.0	4500	0.766	4480.253827793336
84	1527.2	4800	0.754	4493.750676555321
85	1586.1	4500	0.766	4506.738518126037
86	1563.0	4800	0.776	4520.979634642702
87	1533.9	4500	0.764	4480.008229462361
88	1531.7	4800	0.768	4491.691421175239
89	1527.7	4500	0.764	4404.379571021696
90	1453.7	4500	0.738	4357.963741203999
91	1581.5	4800	0.762	4390.92244229936
92	1576.3	4800	0.776	4533.809330267016
93	1542.8	4800	0.766	4445.923705862538
94	1523.8	5400	0.764	4547.704380904181
95	1516.0	4500	0.76	4464.3375437600525
96	1545.5	5100	0.776	4541.63457816841
97	1522.1	5100	0.752	4459.792040751777
98	1529.7	4500	0.774	4502.959183517546
99	1531.9	4800	0.758	4441.271753467291
100	1511.7	4800	0.76	4440.117941701464
