Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	17:21:16	17:21:16	17:21:16			17:21:16	17:21:16	17:21:16	17:21:16	17:21:16	17:21:21	17:21:21	17:21:21	17:21:21	17:21:21	17:21:21			17:21:22	17:21:22		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	17:21:22	17:21:22	17:21:22	17:21:22	17:21:23	17:21:23	17:21:23	17:21:23	17:21:23	17:21:23	17:21:26	17:21:26	17:21:26	17:21:26	17:21:26	17:21:26			17:21:28	17:21:28		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	17:21:28	17:21:28	17:21:28	17:21:28	17:21:28	17:21:28			17:21:28	17:21:28	17:21:31	17:21:31	17:21:31	17:21:31	17:21:31	17:21:31			17:21:32	17:21:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	17:21:32	17:21:32	17:21:32	17:21:32	17:21:32	17:21:32			17:21:32	17:21:32	17:21:35	17:21:35	17:21:35	17:21:35	17:21:35	17:21:35			17:21:36	17:21:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
4	17:21:36	17:21:36	17:21:36	17:21:36	17:21:36	17:21:36			17:21:36	17:21:36	17:21:39	17:21:39	17:21:39	17:21:39	17:21:39	17:21:39			17:21:40	17:21:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	17:21:40	17:21:40	17:21:40	17:21:40	17:21:41	17:21:41			17:21:41	17:21:41	17:21:43	17:21:43	17:21:43	17:21:43	17:21:43	17:21:43			17:21:43	17:21:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	17:21:44	17:21:44	17:21:44	17:21:44	17:21:44	17:21:44			17:21:44	17:21:44	17:21:46	17:21:46	17:21:46	17:21:46	17:21:46	17:21:46			17:21:47	17:21:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	17:21:47	17:21:47	17:21:47	17:21:47	17:21:47	17:21:47			17:21:47	17:21:47	17:21:49	17:21:49	17:21:49	17:21:49	17:21:49	17:21:49			17:21:50	17:21:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
8	17:21:51	17:21:51	17:21:51	17:21:51	17:21:51	17:21:51			17:21:51	17:21:51	17:21:53	17:21:53	17:21:53	17:21:53	17:21:53	17:21:53			17:21:54	17:21:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	17:21:54	17:21:54	17:21:54	17:21:54	17:21:54	17:21:54			17:21:54	17:21:54	17:21:56	17:21:56	17:21:56	17:21:56	17:21:56	17:21:56			17:21:57	17:21:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:57	17:21:59	17:21:59	17:21:59	17:21:59	17:21:59	17:21:59	17:21:59	17:21:59	17:22:01	17:22:01		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	17:22:01	17:22:01	17:22:01	17:22:01	17:22:01	17:22:01			17:22:01	17:22:01	17:22:03	17:22:03	17:22:03	17:22:03	17:22:03	17:22:03			17:22:04	17:22:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	17:22:04	17:22:04	17:22:04	17:22:04	17:22:04	17:22:04			17:22:04	17:22:04	17:22:06	17:22:06	17:22:06	17:22:06	17:22:06	17:22:06			17:22:07	17:22:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
13	17:22:07	17:22:07	17:22:07	17:22:07	17:22:07	17:22:07			17:22:07	17:22:07	17:22:09	17:22:09	17:22:09	17:22:09	17:22:09	17:22:09			17:22:10	17:22:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	17:22:10	17:22:10	17:22:10	17:22:10	17:22:10	17:22:10			17:22:10	17:22:10	17:22:11	17:22:11	17:22:11	17:22:11	17:22:11	17:22:11			17:22:12	17:22:12		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
15	17:22:13	17:22:13	17:22:13	17:22:13	17:22:13	17:22:13			17:22:13	17:22:13	17:22:14	17:22:14	17:22:14	17:22:14	17:22:14	17:22:14			17:22:15	17:22:15		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
16	17:22:15	17:22:15	17:22:15	17:22:15	17:22:16	17:22:16			17:22:16	17:22:16	17:22:17	17:22:17	17:22:17	17:22:17	17:22:17	17:22:17			17:22:18	17:22:18		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	17:22:18	17:22:18	17:22:18	17:22:18	17:22:18	17:22:18			17:22:18	17:22:18	17:22:20	17:22:20	17:22:20	17:22:20	17:22:20	17:22:20			17:22:21	17:22:21		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
18	17:22:21	17:22:21	17:22:21	17:22:21	17:22:21	17:22:21			17:22:21	17:22:21	17:22:22	17:22:22	17:22:22	17:22:22	17:22:22	17:22:22			17:22:23	17:22:23		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	17:22:23	17:22:23	17:22:23	17:22:23	17:22:23	17:22:23			17:22:23	17:22:23	17:22:25	17:22:25	17:22:25	17:22:25	17:22:25	17:22:25			17:22:26	17:22:26		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
20	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:26	17:22:27	17:22:27	17:22:27	17:22:27	17:22:27	17:22:27	17:22:27	17:22:27	17:22:29	17:22:29		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
21	17:22:29	17:22:29	17:22:29	17:22:29	17:22:29	17:22:29			17:22:29	17:22:29	17:22:31	17:22:31	17:22:31	17:22:31	17:22:31	17:22:31			17:22:31	17:22:31		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
22	17:22:32	17:22:32	17:22:32	17:22:32	17:22:32	17:22:32			17:22:32	17:22:32	17:22:33	17:22:33	17:22:33	17:22:33	17:22:33	17:22:33			17:22:34	17:22:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
23	17:22:34	17:22:34	17:22:34	17:22:34	17:22:34	17:22:34			17:22:34	17:22:34	17:22:35	17:22:35	17:22:35	17:22:35	17:22:35	17:22:35			17:22:36	17:22:36		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
24	17:22:36	17:22:36	17:22:36	17:22:36	17:22:36	17:22:36			17:22:36	17:22:36	17:22:38	17:22:38	17:22:38	17:22:38	17:22:38	17:22:38			17:22:38	17:22:38		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
25	17:22:39	17:22:39	17:22:39	17:22:39	17:22:39	17:22:39			17:22:39	17:22:39	17:22:40	17:22:40	17:22:40	17:22:40	17:22:40	17:22:40			17:22:41	17:22:41		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
