Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:49:48	12:49:48	12:49:48			12:49:48	12:49:48	12:49:48	12:49:48	12:49:48	12:49:52	12:49:52	12:49:52	12:49:52	12:49:52	12:49:52			12:49:54	12:49:54		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
1	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:54	12:49:59	12:49:59	12:49:59	12:49:59	12:49:59	12:49:59			12:50:02	12:50:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:02	00:00:07
2	12:50:02	12:50:02	12:50:02	12:50:02	12:50:03	12:50:03			12:50:03	12:50:03	12:50:06	12:50:06	12:50:06	12:50:06	12:50:06	12:50:06			12:50:07	12:50:07		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
3	12:50:07	12:50:07	12:50:07	12:50:07	12:50:07	12:50:07			12:50:07	12:50:07	12:50:10	12:50:10	12:50:10	12:50:10	12:50:10	12:50:10			12:50:12	12:50:12		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
4	12:50:12	12:50:12	12:50:12	12:50:12	12:50:12	12:50:12			12:50:12	12:50:12	12:50:14	12:50:14	12:50:14	12:50:14	12:50:14	12:50:14			12:50:15	12:50:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	12:50:15	12:50:15	12:50:15	12:50:15	12:50:15	12:50:15			12:50:15	12:50:15	12:50:18	12:50:18	12:50:18	12:50:18	12:50:18	12:50:18			12:50:19	12:50:19		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	12:50:19	12:50:19	12:50:19	12:50:19	12:50:19	12:50:19			12:50:19	12:50:19	12:50:21	12:50:21	12:50:21	12:50:21	12:50:21	12:50:21			12:50:22	12:50:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
7	12:50:22	12:50:22	12:50:22	12:50:22	12:50:22	12:50:22			12:50:22	12:50:22	12:50:24	12:50:24	12:50:24	12:50:24	12:50:24	12:50:24			12:50:25	12:50:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
8	12:50:25	12:50:25	12:50:25	12:50:25	12:50:25	12:50:25			12:50:25	12:50:25	12:50:27	12:50:27	12:50:27	12:50:27	12:50:27	12:50:27			12:50:28	12:50:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
9	12:50:29	12:50:29	12:50:29	12:50:29	12:50:29	12:50:29			12:50:29	12:50:29	12:50:31	12:50:31	12:50:31	12:50:31	12:50:31	12:50:31			12:50:32	12:50:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
10	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:32	12:50:34	12:50:34	12:50:34	12:50:34	12:50:34	12:50:34	12:50:34	12:50:34	12:50:36	12:50:36		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	12:50:36	12:50:36	12:50:36	12:50:36	12:50:37	12:50:37			12:50:37	12:50:37	12:50:38	12:50:38	12:50:38	12:50:38	12:50:38	12:50:38			12:50:39	12:50:39		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
12	12:50:39	12:50:39	12:50:39	12:50:39	12:50:40	12:50:40			12:50:40	12:50:40	12:50:41	12:50:41	12:50:41	12:50:41	12:50:41	12:50:41			12:50:42	12:50:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
