Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	16:33:30	16:33:30	16:33:30			16:33:30	16:33:30	16:33:30	16:33:30	16:33:30	16:33:35	16:33:35	16:33:35	16:33:35	16:33:35	16:33:35			16:33:36	16:33:36		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	16:33:36	16:33:36	16:33:36	16:33:36	16:33:36	16:33:36	16:33:36	16:33:37	16:33:37	16:33:37	16:33:39	16:33:39	16:33:39	16:33:39	16:33:39	16:33:39			16:33:41	16:33:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
2	16:33:41	16:33:41	16:33:41	16:33:41	16:33:41	16:33:41			16:33:41	16:33:41	16:33:43	16:33:43	16:33:43	16:33:43	16:33:43	16:33:43			16:33:45	16:33:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	16:33:45	16:33:45	16:33:45	16:33:45	16:33:45	16:33:45			16:33:45	16:33:45	16:33:48	16:33:48	16:33:48	16:33:48	16:33:48	16:33:48			16:33:49	16:33:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
4	16:33:49	16:33:49	16:33:49	16:33:49	16:33:49	16:33:49			16:33:49	16:33:49	16:33:51	16:33:51	16:33:51	16:33:51	16:33:51	16:33:51			16:33:52	16:33:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	16:33:53	16:33:53	16:33:53	16:33:53	16:33:53	16:33:53			16:33:53	16:33:53	16:33:55	16:33:55	16:33:55	16:33:55	16:33:55	16:33:55			16:33:56	16:33:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	16:33:56	16:33:56	16:33:56	16:33:56	16:33:56	16:33:56			16:33:56	16:33:56	16:33:58	16:33:58	16:33:58	16:33:58	16:33:58	16:33:58			16:33:59	16:33:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	16:33:59	16:33:59	16:33:59	16:33:59	16:34:00	16:34:00			16:34:00	16:34:00	16:34:02	16:34:02	16:34:02	16:34:02	16:34:02	16:34:02			16:34:03	16:34:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	16:34:03	16:34:03	16:34:03	16:34:03	16:34:03	16:34:03			16:34:03	16:34:03	16:34:05	16:34:05	16:34:05	16:34:05	16:34:05	16:34:05			16:34:06	16:34:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	16:34:06	16:34:06	16:34:06	16:34:06	16:34:06	16:34:06			16:34:07	16:34:07	16:34:08	16:34:08	16:34:08	16:34:08	16:34:08	16:34:08			16:34:09	16:34:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
