ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6529.3	14100	1.0	3697.0105883426195
1	6042.5	13500	0.948	3715.501768705751
2	5732.3	13200	0.912	3723.8365690576547
3	5583.7	12900	0.906	3715.2251993271107
4	5241.5	12600	0.878	3713.0884748281546
5	5063.5	12300	0.854	3733.3071837921925
6	4792.0	11700	0.832	3730.92925258506
7	4746.9	12000	0.83	3740.3983802413723
8	4499.0	11400	0.81	3740.820431369223
9	4269.0	11100	0.784	3747.5621366370005
10	4325.5	11100	0.796	3778.973272915092
11	4033.6	10200	0.762	3803.096647303467
12	3875.7	10200	0.748	3793.0953446371936
13	3773.0	9900	0.738	3833.436766296613
14	3570.5	9600	0.748	3826.8099646772525
15	3523.8	9000	0.732	3873.836749930316
16	3502.7	9000	0.732	3899.9209459739623
17	3419.5	8700	0.73	3907.536396637542
18	3326.7	8400	0.724	3936.790529185454
19	3356.9	8400	0.722	3940.576761182731
20	3295.3	8100	0.716	3985.123909338004
21	3185.0	7800	0.708	4001.522181642686
22	3037.8	7500	0.7	4026.283652118356
23	3034.8	7500	0.712	4030.318103523713
24	3011.0	7500	0.706	4034.1747312741327
25	2911.2	7500	0.714	4048.9239863242783
26	2871.0	7500	0.714	4092.024074656539
27	2867.3	7500	0.714	4086.7761427240457
28	2754.8	7500	0.712	4087.0205338612536
29	2796.4	7500	0.714	4104.651714125635
30	2748.5	7500	0.714	4128.861942894283
31	2789.6	7500	0.74	4149.014339540538
32	2825.6	7500	0.738	4196.921078331299
33	2784.2	7500	0.74	4255.600798856433
34	2711.8	7500	0.754	4236.386411959701
35	2744.5	7500	0.76	4274.86301483947
36	2703.8	7500	0.752	4291.2474674351515
37	2668.5	7500	0.768	4289.580206324393
38	2601.6	7500	0.77	4332.605150276878
39	2557.8	7500	0.768	4367.299543036942
40	2507.9	7500	0.766	4385.845877244474
41	2558.9	7500	0.782	4412.355770651431
42	2505.3	7500	0.778	4402.1992249030955
43	2478.4	7500	0.772	4402.891186302191
44	2465.7	7500	0.77	4447.185470617818
45	2420.3	7500	0.78	4475.344877062091
46	2433.0	7500	0.782	4499.791315321768
47	2414.8	7500	0.784	4479.38634361225
48	2448.2	7500	0.798	4510.642644967557
49	2404.7	7500	0.812	4512.326256426989
50	2383.9	7500	0.806	4509.185429204146
51	2358.5	7500	0.804	4495.077626099439
52	2360.2	7500	0.81	4519.121170738823
53	2270.4	7500	0.81	4544.538330389805
54	2311.9	7500	0.802	4532.233173235191
55	2314.9	7500	0.796	4518.208980211074
56	2302.6	7500	0.812	4540.8830179651695
57	2265.5	7500	0.824	4579.437105286049
58	2261.9	7500	0.816	4566.555949940194
59	2213.8	7500	0.83	4585.014750205904
60	2242.5	7500	0.828	4653.638727835894
61	2191.9	7500	0.822	4633.3755043135825
62	2190.8	7500	0.816	4623.170081112478
63	2259.7	7500	0.838	4682.564847243999
64	2165.3	7500	0.824	4682.587058802027
65	2234.6	7500	0.836	4684.73035922192
66	2310.6	7500	0.852	4816.695764531686
67	2200.5	7500	0.83	4728.272997619636
68	2140.1	7500	0.832	4693.682175020481
69	2141.8	7500	0.834	4718.690033107779
70	2096.5	7500	0.834	4751.235950729985
71	2090.4	7500	0.832	4708.769162387924
72	2123.1	7500	0.828	4699.08126592131
73	2100.9	7500	0.846	4703.636502433665
74	2066.3	7500	0.846	4716.252081411591
75	2089.5	7500	0.836	4717.928724216561
76	2112.7	7500	0.834	4749.97450948737
77	2072.0	7500	0.834	4709.735333935171
78	2053.7	7500	0.838	4750.11271632741
79	2049.3	7500	0.846	4744.38924823662
80	2053.9	7500	0.846	4739.486603662244
81	2034.3	7500	0.862	4807.281370534976
82	2014.2	7500	0.848	4741.322078613166
83	2045.1	7500	0.846	4759.651523337834
84	2060.9	7500	0.86	4796.367614417445
85	2015.1	7500	0.846	4792.20120278598
86	2049.4	7500	0.862	4810.983241152283
87	2027.7	7500	0.868	4842.438819046499
88	2034.0	7500	0.85	4838.283822941855
89	2061.1	7500	0.862	4836.1055185107225
90	2054.3	7500	0.882	4895.913567486894
91	2040.4	7500	0.88	4877.713558122922
92	2094.4	7500	0.872	4857.639756473672
93	2018.1	7500	0.862	4879.984798343456
94	1990.9	7500	0.858	4874.297533783235
95	1988.1	7500	0.864	4830.766889464148
96	2017.6	7500	0.882	4913.637005567721
97	2013.6	7500	0.874	4880.333157755994
98	1993.9	7500	0.862	4873.299842624368
99	1980.0	7500	0.872	4899.1221707345
100	1973.2	7500	0.864	4889.985355248038
