Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:37:48	18:37:48	18:37:48			18:37:48	18:37:48	18:37:48	18:37:48	18:37:48	18:37:52	18:37:52	18:37:52	18:37:52	18:37:52	18:37:52			18:37:53	18:37:53		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:54	18:37:57	18:37:57	18:37:57	18:37:57	18:37:57	18:37:57			18:37:58	18:37:58		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
2	18:37:59	18:37:59	18:37:59	18:37:59	18:37:59	18:37:59			18:37:59	18:37:59	18:38:01	18:38:01	18:38:01	18:38:01	18:38:01	18:38:01			18:38:03	18:38:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	18:38:03	18:38:03	18:38:03	18:38:03	18:38:03	18:38:03			18:38:03	18:38:03	18:38:05	18:38:05	18:38:05	18:38:05	18:38:05	18:38:05			18:38:06	18:38:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	18:38:06	18:38:06	18:38:06	18:38:06	18:38:07	18:38:07			18:38:07	18:38:07	18:38:09	18:38:09	18:38:09	18:38:09	18:38:09	18:38:09			18:38:11	18:38:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
5	18:38:11	18:38:11	18:38:11	18:38:11	18:38:11	18:38:11			18:38:11	18:38:11	18:38:13	18:38:13	18:38:13	18:38:13	18:38:13	18:38:13			18:38:14	18:38:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
6	18:38:14	18:38:14	18:38:14	18:38:14	18:38:14	18:38:14			18:38:14	18:38:14	18:38:16	18:38:16	18:38:16	18:38:16	18:38:16	18:38:16			18:38:18	18:38:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	18:38:18	18:38:18	18:38:18	18:38:18	18:38:18	18:38:18			18:38:18	18:38:18	18:38:20	18:38:20	18:38:20	18:38:20	18:38:20	18:38:20			18:38:21	18:38:21		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	18:38:21	18:38:21	18:38:21	18:38:21	18:38:21	18:38:21			18:38:21	18:38:21	18:38:23	18:38:23	18:38:24	18:38:24	18:38:24	18:38:24			18:38:25	18:38:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	18:38:25	18:38:25	18:38:25	18:38:25	18:38:25	18:38:25			18:38:25	18:38:25	18:38:27	18:38:27	18:38:27	18:38:27	18:38:27	18:38:27			18:38:28	18:38:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
10	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:28	18:38:30	18:38:30	18:38:30	18:38:30	18:38:30	18:38:30	18:38:30	18:38:30	18:38:32	18:38:32		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	18:38:33	18:38:33	18:38:33	18:38:33	18:38:33	18:38:33			18:38:33	18:38:33	18:38:36	18:38:36	18:38:36	18:38:36	18:38:36	18:38:36			18:38:37	18:38:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
12	18:38:37	18:38:37	18:38:37	18:38:37	18:38:38	18:38:38			18:38:38	18:38:38	18:38:40	18:38:40	18:38:40	18:38:40	18:38:40	18:38:40			18:38:41	18:38:41		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
13	18:38:41	18:38:41	18:38:41	18:38:41	18:38:41	18:38:41			18:38:41	18:38:41	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43			18:38:44	18:38:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
14	18:38:44	18:38:44	18:38:44	18:38:44	18:38:45	18:38:45			18:38:45	18:38:45	18:38:47	18:38:47	18:38:47	18:38:47	18:38:47	18:38:47			18:38:48	18:38:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
