ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6539.5	14100	1.0	3697.0105883426195
1	5002.6	12600	0.952	3703.9034859775265
2	4225.6	11700	0.914	3707.3962863005745
3	3632.3	10800	0.888	3715.146898934732
4	3054.1	9600	0.852	3726.3945889113743
5	2735.3	8700	0.83	3736.6122073129486
6	2533.3	8400	0.822	3774.5780831649986
7	2529.7	8400	0.814	3808.901178521385
8	2266.4	7800	0.802	3847.552821987566
9	2155.3	7800	0.766	3756.1422833389724
10	2013.8	6900	0.786	3884.1897486617827
11	2144.5	7500	0.774	3914.0015983047588
12	1963.2	6600	0.786	3966.2203078687103
13	1940.3	6300	0.766	3941.8289640711796
14	1940.3	6300	0.78	4058.9708280286713
15	1857.7	6300	0.778	4044.7377589162543
16	1973.3	6000	0.776	4092.7443233575636
17	1837.0	6000	0.782	4100.034910311532
18	1849.6	5700	0.778	4089.018092032287
19	1827.8	5700	0.788	4136.1144433867
20	1712.9	5100	0.764	4095.2346633301418
21	1807.5	5100	0.774	4177.253795168944
22	1757.8	5100	0.77	4096.105256573297
23	1718.7	5400	0.758	4130.593228983175
24	1707.9	5100	0.76	4184.5213205021
25	1759.3	5400	0.776	4271.585838741809
26	1688.0	4800	0.776	4206.223651826297
27	1622.6	5100	0.756	4208.139555741955
28	1716.6	5400	0.764	4219.094496864467
29	1762.0	5400	0.792	4331.827160711061
30	1684.5	5100	0.768	4348.533231179646
31	1740.0	5400	0.784	4363.470851752954
32	1668.1	5100	0.786	4326.814550567509
33	1703.1	4800	0.782	4379.1530060490895
34	1671.0	4800	0.784	4357.246684608715
35	1763.3	5400	0.794	4409.883825065358
36	1756.5	5100	0.798	4430.613217898918
37	1736.2	5100	0.8	4470.645252859704
38	1756.2	5400	0.806	4518.273988002647
39	1811.6	5400	0.814	4539.531872377449
40	1791.8	5400	0.814	4605.775230140987
41	1775.8	5100	0.824	4612.609378326291
42	1807.9	5400	0.814	4544.210349944111
43	1770.1	5100	0.814	4580.077294461459
44	1750.0	5100	0.812	4670.4288562082265
45	1758.3	5400	0.814	4602.623641684389
46	1806.8	5100	0.826	4679.453862692767
47	1695.6	5100	0.804	4604.077926320803
48	1695.3	4800	0.806	4603.455827446507
49	1728.6	5100	0.812	4579.040737751532
50	1713.5	4800	0.81	4663.9292118591775
51	1717.6	5100	0.806	4582.693463088541
52	1811.9	5100	0.832	4663.404024216513
53	1754.7	4800	0.822	4692.084850072136
54	1742.0	5100	0.806	4618.70669435313
55	1664.7	4800	0.796	4550.4563268013335
56	1717.4	5100	0.828	4719.927163124548
57	1724.2	5100	0.806	4558.618640112578
58	1677.8	4800	0.806	4589.833970199615
59	1709.2	5100	0.824	4705.599340870242
60	1700.7	4800	0.812	4645.483260001171
61	1653.7	4800	0.79	4579.859780670017
62	1698.0	4500	0.812	4648.980475221548
63	1620.6	4800	0.784	4647.664182086699
64	1730.0	4800	0.81	4610.587393422471
65	1685.7	6300	0.81	4636.634841741253
66	1543.3	4500	0.778	4507.706549474018
67	1607.0	4800	0.78	4471.873483354176
68	1653.3	4800	0.792	4597.488295625362
69	1597.4	4500	0.786	4543.3152231150325
70	1657.2	4800	0.794	4622.684311248443
71	1665.3	5400	0.812	4600.069690671857
72	1606.0	5100	0.786	4577.250016193871
73	1636.5	5100	0.792	4551.295058092491
74	1704.8	5700	0.812	4606.593668352707
75	1624.0	5100	0.796	4592.800490073621
76	1634.6	5100	0.79	4505.701674292983
77	1613.3	5100	0.792	4573.000069644377
78	1635.7	4800	0.8	4509.282081354117
79	1692.5	5100	0.8	4544.747566158388
80	1745.7	5700	0.808	4615.82771901655
81	1684.1	4500	0.812	4626.132254189477
82	1671.8	5100	0.804	4558.439886322747
83	1705.0	4800	0.814	4583.972105550656
84	1705.6	5400	0.812	4590.190850463773
85	1730.9	5100	0.82	4630.849885782813
86	1717.2	4800	0.824	4670.0704666434185
87	1674.6	5100	0.804	4573.332854675615
88	1723.9	5100	0.818	4650.702725741098
89	1697.6	5100	0.83	4620.740654107084
90	1669.9	4800	0.794	4542.589211705035
91	1703.0	4800	0.824	4641.857663053832
92	1672.8	4800	0.808	4618.178274195211
93	1648.5	4800	0.806	4572.141127744499
94	1591.5	4500	0.798	4598.6744277838725
95	1628.2	5100	0.802	4638.427038939996
96	1647.5	4500	0.816	4649.746545701748
97	1677.3	5100	0.804	4564.272747901103
98	1684.6	5100	0.81	4627.87708630591
99	1630.9	4800	0.802	4576.797297610125
100	1572.5	4800	0.794	4575.520445804495
