Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	16:53:41	16:53:41	16:53:41			16:53:41	16:53:41	16:53:41	16:53:41	16:53:41	16:53:45	16:53:45	16:53:45	16:53:45	16:53:45	16:53:45			16:53:47	16:53:47		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	16:53:47	16:53:47	16:53:47	16:53:47	16:53:47	16:53:47	16:53:47	16:53:48	16:53:48	16:53:48	16:53:52	16:53:52	16:53:52	16:53:52	16:53:52	16:53:52			16:53:53	16:53:53		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
2	16:53:54	16:53:54	16:53:54	16:53:54	16:53:54	16:53:54			16:53:54	16:53:54	16:53:56	16:53:56	16:53:56	16:53:56	16:53:56	16:53:56			16:53:57	16:53:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	16:53:57	16:53:57	16:53:57	16:53:57	16:53:57	16:53:57			16:53:57	16:53:57	16:54:00	16:54:00	16:54:00	16:54:00	16:54:00	16:54:00			16:54:01	16:54:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	16:54:01	16:54:01	16:54:01	16:54:01	16:54:01	16:54:01			16:54:01	16:54:01	16:54:03	16:54:03	16:54:03	16:54:03	16:54:03	16:54:03			16:54:05	16:54:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	16:54:05	16:54:05	16:54:05	16:54:05	16:54:05	16:54:05			16:54:05	16:54:05	16:54:07	16:54:07	16:54:07	16:54:07	16:54:07	16:54:07			16:54:08	16:54:08		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	16:54:08	16:54:08	16:54:08	16:54:08	16:54:08	16:54:08			16:54:08	16:54:08	16:54:10	16:54:10	16:54:10	16:54:10	16:54:10	16:54:10			16:54:11	16:54:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	16:54:12	16:54:12	16:54:12	16:54:12	16:54:12	16:54:12			16:54:12	16:54:12	16:54:14	16:54:14	16:54:14	16:54:14	16:54:14	16:54:14			16:54:15	16:54:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	16:54:15	16:54:15	16:54:15	16:54:15	16:54:15	16:54:15			16:54:15	16:54:15	16:54:17	16:54:17	16:54:17	16:54:17	16:54:17	16:54:17			16:54:18	16:54:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	16:54:18	16:54:18	16:54:18	16:54:18	16:54:19	16:54:19			16:54:19	16:54:19	16:54:21	16:54:21	16:54:21	16:54:21	16:54:21	16:54:21			16:54:21	16:54:21		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	16:54:21	16:54:21	16:54:21	16:54:21	16:54:22	16:54:22	16:54:22	16:54:22	16:54:22	16:54:22	16:54:24	16:54:24	16:54:24	16:54:24	16:54:24	16:54:24	16:54:24	16:54:24	16:54:26	16:54:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
11	16:54:26	16:54:26	16:54:26	16:54:26	16:54:26	16:54:26			16:54:26	16:54:26	16:54:28	16:54:28	16:54:28	16:54:28	16:54:28	16:54:28			16:54:29	16:54:29		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
12	16:54:29	16:54:29	16:54:29	16:54:29	16:54:29	16:54:29			16:54:29	16:54:29	16:54:31	16:54:31	16:54:31	16:54:31	16:54:31	16:54:31			16:54:32	16:54:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
13	16:54:32	16:54:32	16:54:32	16:54:32	16:54:32	16:54:32			16:54:32	16:54:32	16:54:34	16:54:34	16:54:34	16:54:34	16:54:34	16:54:34			16:54:35	16:54:35		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	16:54:35	16:54:35	16:54:35	16:54:35	16:54:35	16:54:35			16:54:35	16:54:35	16:54:37	16:54:37	16:54:37	16:54:37	16:54:37	16:54:37			16:54:38	16:54:38		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
15	16:54:38	16:54:38	16:54:38	16:54:38	16:54:38	16:54:38			16:54:38	16:54:38	16:54:39	16:54:39	16:54:39	16:54:39	16:54:39	16:54:39			16:54:40	16:54:40		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
16	16:54:41	16:54:41	16:54:41	16:54:41	16:54:41	16:54:41			16:54:41	16:54:41	16:54:42	16:54:42	16:54:42	16:54:42	16:54:42	16:54:42			16:54:43	16:54:43		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
17	16:54:43	16:54:43	16:54:43	16:54:43	16:54:44	16:54:44			16:54:44	16:54:44	16:54:45	16:54:45	16:54:45	16:54:45	16:54:45	16:54:45			16:54:46	16:54:46		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
18	16:54:46	16:54:46	16:54:46	16:54:46	16:54:46	16:54:46			16:54:46	16:54:46	16:54:48	16:54:48	16:54:48	16:54:48	16:54:48	16:54:48			16:54:49	16:54:49		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	16:54:49	16:54:49	16:54:49	16:54:49	16:54:49	16:54:49			16:54:49	16:54:49	16:54:50	16:54:50	16:54:50	16:54:50	16:54:50	16:54:50			16:54:51	16:54:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
