Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:41:17	12:41:17	12:41:17			12:41:17	12:41:17	12:41:17	12:41:17	12:41:17	12:41:20	12:41:20	12:41:20	12:41:20	12:41:20	12:41:20			12:41:21	12:41:21		00:00:00		00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
1	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:22	12:41:24	12:41:24	12:41:24	12:41:24	12:41:24	12:41:24			12:41:26	12:41:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
2	12:41:26	12:41:26	12:41:26	12:41:26	12:41:26	12:41:26			12:41:26	12:41:26	12:41:28	12:41:28	12:41:28	12:41:28	12:41:28	12:41:28			12:41:29	12:41:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
3	12:41:29	12:41:29	12:41:29	12:41:29	12:41:29	12:41:29			12:41:29	12:41:29	12:41:31	12:41:31	12:41:31	12:41:31	12:41:31	12:41:31			12:41:32	12:41:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
4	12:41:32	12:41:32	12:41:32	12:41:32	12:41:32	12:41:32			12:41:32	12:41:32	12:41:34	12:41:34	12:41:34	12:41:34	12:41:34	12:41:34			12:41:35	12:41:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
5	12:41:35	12:41:35	12:41:35	12:41:35	12:41:35	12:41:35			12:41:35	12:41:35	12:41:37	12:41:37	12:41:37	12:41:37	12:41:37	12:41:37			12:41:38	12:41:38		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
6	12:41:38	12:41:38	12:41:38	12:41:38	12:41:38	12:41:38			12:41:38	12:41:38	12:41:40	12:41:40	12:41:40	12:41:40	12:41:40	12:41:40			12:41:41	12:41:41		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
7	12:41:41	12:41:41	12:41:41	12:41:41	12:41:41	12:41:41			12:41:41	12:41:41	12:41:43	12:41:43	12:41:43	12:41:43	12:41:43	12:41:43			12:41:44	12:41:44		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
8	12:41:44	12:41:44	12:41:44	12:41:44	12:41:44	12:41:44			12:41:44	12:41:44	12:41:45	12:41:45	12:41:45	12:41:45	12:41:45	12:41:45			12:41:46	12:41:46		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
9	12:41:46	12:41:46	12:41:46	12:41:46	12:41:46	12:41:46			12:41:46	12:41:46	12:41:48	12:41:48	12:41:48	12:41:48	12:41:48	12:41:48			12:41:49	12:41:49		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:49	12:41:51	12:41:51	12:41:51	12:41:51	12:41:51	12:41:51	12:41:51	12:41:51	12:41:52	12:41:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	12:41:52	12:41:52	12:41:52	12:41:52	12:41:52	12:41:52			12:41:52	12:41:52	12:41:54	12:41:54	12:41:54	12:41:54	12:41:54	12:41:54			12:41:55	12:41:55		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	12:41:55	12:41:55	12:41:55	12:41:55	12:41:55	12:41:55			12:41:55	12:41:55	12:41:57	12:41:57	12:41:57	12:41:57	12:41:57	12:41:57			12:41:57	12:41:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
13	12:41:57	12:41:57	12:41:57	12:41:57	12:41:57	12:41:57			12:41:57	12:41:57	12:41:59	12:41:59	12:41:59	12:41:59	12:41:59	12:41:59			12:42:00	12:42:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	12:42:00	12:42:00	12:42:00	12:42:00	12:42:00	12:42:00			12:42:00	12:42:00	12:42:01	12:42:01	12:42:01	12:42:01	12:42:01	12:42:01			12:42:02	12:42:02		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
15	12:42:02	12:42:02	12:42:02	12:42:02	12:42:02	12:42:02			12:42:02	12:42:02	12:42:04	12:42:04	12:42:04	12:42:04	12:42:04	12:42:04			12:42:05	12:42:05		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
16	12:42:05	12:42:05	12:42:05	12:42:05	12:42:05	12:42:05			12:42:05	12:42:05	12:42:06	12:42:06	12:42:06	12:42:06	12:42:06	12:42:06			12:42:07	12:42:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	12:42:07	12:42:07	12:42:07	12:42:07	12:42:07	12:42:07			12:42:07	12:42:07	12:42:09	12:42:09	12:42:09	12:42:09	12:42:09	12:42:09			12:42:09	12:42:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
18	12:42:09	12:42:09	12:42:09	12:42:09	12:42:09	12:42:09			12:42:09	12:42:09	12:42:11	12:42:11	12:42:11	12:42:11	12:42:11	12:42:11			12:42:12	12:42:12		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
19	12:42:12	12:42:12	12:42:12	12:42:12	12:42:12	12:42:12			12:42:12	12:42:12	12:42:13	12:42:13	12:42:13	12:42:13	12:42:13	12:42:13			12:42:14	12:42:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
20	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:14	12:42:15	12:42:15	12:42:15	12:42:15	12:42:15	12:42:15	12:42:15	12:42:15	12:42:16	12:42:16		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:02
21	12:42:16	12:42:16	12:42:16	12:42:16	12:42:16	12:42:16			12:42:16	12:42:16	12:42:18	12:42:18	12:42:18	12:42:18	12:42:18	12:42:18			12:42:18	12:42:18		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
22	12:42:18	12:42:18	12:42:18	12:42:18	12:42:19	12:42:19			12:42:19	12:42:19	12:42:20	12:42:20	12:42:20	12:42:20	12:42:20	12:42:20			12:42:20	12:42:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
23	12:42:21	12:42:21	12:42:21	12:42:21	12:42:21	12:42:21			12:42:21	12:42:21	12:42:22	12:42:22	12:42:22	12:42:22	12:42:22	12:42:22			12:42:22	12:42:22		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
24	12:42:22	12:42:22	12:42:22	12:42:22	12:42:23	12:42:23			12:42:23	12:42:23	12:42:24	12:42:24	12:42:24	12:42:24	12:42:24	12:42:24			12:42:24	12:42:24		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
