ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6487.1	14100	1.0	3697.0105883426195
1	5525.6	12600	0.952	3843.949717286909
2	5139.5	12000	0.924	3963.3254713439087
3	4710.2	10800	0.908	4043.7367116026994
4	4326.8	9900	0.884	4142.311256551847
5	4064.5	9000	0.866	4213.467715029784
6	3821.4	8700	0.854	4292.227251571527
7	3891.1	8700	0.854	4357.584162171724
8	3668.7	8400	0.852	4423.078500238109
9	3630.6	8100	0.822	4444.57311381628
10	3475.6	7500	0.842	4500.394714828699
11	3416.5	7500	0.84	4578.619397099908
12	3232.4	6900	0.846	4576.043662425214
13	3317.1	7500	0.84	4610.223827347143
14	3178.8	7200	0.852	4693.371550368896
15	3176.4	6900	0.848	4689.8330211774955
16	3119.1	6900	0.852	4756.077710050896
17	3162.3	7200	0.852	4730.820869665251
18	3062.5	6900	0.862	4778.628788804489
19	3033.7	6900	0.878	4823.541361102129
20	3046.6	7200	0.87	4830.4192600205015
21	2959.6	6600	0.87	4867.428251058317
22	2975.0	7200	0.87	4807.217215337747
23	2948.5	7200	0.874	4876.75260919279
24	2937.1	7500	0.872	4879.916566145913
25	2870.0	7200	0.886	5003.376032069074
26	2813.4	6600	0.886	5009.308567084834
27	2823.6	7200	0.878	5000.1019941917975
28	2727.7	6600	0.892	4976.885516870019
29	2735.1	6900	0.914	5061.228936057924
30	2693.5	7200	0.886	5090.438863812142
31	2726.0	7200	0.91	5075.66462092662
32	2761.8	7500	0.896	5072.233570278452
33	2778.5	7200	0.88	5116.100898872567
34	2692.3	7200	0.898	5096.460044800619
35	2738.8	7500	0.908	5104.727093357521
36	2754.8	7200	0.902	5138.234997751989
37	2673.6	7500	0.914	5182.078518603569
38	2703.6	6900	0.91	5186.892334202299
39	2705.2	7200	0.918	5191.412823121788
40	2685.4	7200	0.914	5239.642000359389
41	2668.3	7500	0.924	5271.355210462271
42	2688.8	7500	0.916	5256.996671245381
43	2624.4	6900	0.916	5281.927646200411
44	2679.9	6900	0.918	5236.58356768962
45	2608.4	7500	0.92	5261.925998934367
46	2647.8	6600	0.928	5275.305920778111
47	2664.4	6900	0.914	5251.121291581966
48	2619.8	6900	0.916	5212.013076399152
49	2531.9	6600	0.93	5373.401509337378
50	2596.0	7200	0.924	5285.061610017629
51	2617.0	7200	0.914	5300.3863082839125
52	2613.8	7200	0.946	5305.448799697766
53	2608.0	7500	0.926	5374.355063267929
54	2597.9	7500	0.916	5339.818460352942
55	2634.6	7200	0.914	5339.643441675766
56	2563.5	6300	0.948	5369.388845451148
57	2645.1	6900	0.922	5336.393851462896
58	2626.1	6900	0.928	5348.093525801154
59	2579.4	6600	0.944	5398.18141031149
60	2527.2	7200	0.938	5386.795738469418
61	2633.2	7200	0.914	5350.122993756865
62	2547.2	6900	0.936	5347.136152052867
63	2552.9	7200	0.914	5324.0041789443
64	2538.6	6900	0.946	5420.590173184594
65	2559.2	6900	0.938	5337.185835165186
66	2601.5	6900	0.928	5336.613443119622
67	2548.8	7200	0.928	5283.343021300555
68	2581.3	7200	0.934	5370.626700255534
69	2575.5	7200	0.918	5328.706061673801
70	2543.9	6600	0.938	5363.26611144585
71	2511.3	6900	0.948	5344.586098319976
72	2573.7	6900	0.928	5349.193473485494
73	2580.4	7200	0.934	5355.863666316078
74	2501.4	7200	0.96	5383.822023214107
75	2519.6	6900	0.938	5462.74204855723
76	2554.7	7500	0.938	5362.734119113129
77	2535.0	6600	0.938	5476.8734586319115
78	2577.6	7500	0.942	5422.880680004425
79	2527.7	6900	0.946	5415.680546289183
80	2594.0	6900	0.944	5463.96041993982
81	2571.5	7200	0.936	5373.998159454965
82	2569.5	7200	0.942	5396.378172821145
83	2540.6	7500	0.94	5389.844930482234
84	2562.5	6900	0.936	5396.17306830628
85	2549.9	7500	0.936	5383.759615442061
86	2531.4	7200	0.954	5431.996041723964
87	2531.6	6600	0.942	5443.364276135649
88	2535.3	7500	0.95	5474.578426533742
89	2541.0	6900	0.952	5444.763900949571
90	2589.6	6900	0.924	5423.890113182274
91	2521.7	7500	0.95	5428.808282579732
92	2567.8	7500	0.944	5461.522348517423
93	2553.6	6900	0.94	5451.749902281741
94	2577.0	6900	0.93	5505.239628391168
95	2539.8	7200	0.948	5470.0901696744995
96	2540.5	6900	0.958	5475.2097047315765
97	2541.2	6600	0.944	5540.232097413707
98	2518.2	7200	0.952	5484.096368288352
99	2554.9	7500	0.952	5485.214068935264
100	2474.7	7200	0.948	5475.907341383599
