Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	15:04:28	15:04:28	15:04:28			15:04:28	15:04:28	15:04:28	15:04:28	15:04:28	15:04:33	15:04:33	15:04:33	15:04:33	15:04:33	15:04:33			15:04:34	15:04:34		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	15:04:34	15:04:34	15:04:34	15:04:34	15:04:35	15:04:35	15:04:35	15:04:35	15:04:35	15:04:35	15:04:38	15:04:38	15:04:38	15:04:38	15:04:38	15:04:38			15:04:40	15:04:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	15:04:40	15:04:40	15:04:40	15:04:40	15:04:40	15:04:40			15:04:40	15:04:40	15:04:42	15:04:42	15:04:42	15:04:42	15:04:42	15:04:42			15:04:43	15:04:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
3	15:04:43	15:04:43	15:04:43	15:04:43	15:04:43	15:04:43			15:04:43	15:04:43	15:04:46	15:04:46	15:04:46	15:04:46	15:04:46	15:04:46			15:04:47	15:04:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	15:04:47	15:04:47	15:04:47	15:04:47	15:04:47	15:04:47			15:04:47	15:04:47	15:04:49	15:04:49	15:04:49	15:04:49	15:04:49	15:04:49			15:04:51	15:04:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	15:04:51	15:04:51	15:04:51	15:04:51	15:04:51	15:04:51			15:04:51	15:04:51	15:04:53	15:04:53	15:04:53	15:04:53	15:04:53	15:04:53			15:04:54	15:04:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	15:04:54	15:04:54	15:04:54	15:04:54	15:04:54	15:04:54			15:04:54	15:04:54	15:04:56	15:04:56	15:04:56	15:04:56	15:04:56	15:04:56			15:04:57	15:04:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
7	15:04:57	15:04:57	15:04:57	15:04:57	15:04:57	15:04:57			15:04:57	15:04:57	15:04:59	15:04:59	15:04:59	15:04:59	15:04:59	15:04:59			15:05:01	15:05:01		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	15:05:01	15:05:01	15:05:01	15:05:01	15:05:01	15:05:01			15:05:01	15:05:01	15:05:03	15:05:03	15:05:03	15:05:03	15:05:03	15:05:03			15:05:04	15:05:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
9	15:05:04	15:05:04	15:05:04	15:05:04	15:05:04	15:05:04			15:05:04	15:05:04	15:05:06	15:05:06	15:05:06	15:05:06	15:05:06	15:05:06			15:05:07	15:05:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
