ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6510.0	14100	1.0	3697.0105883426195
1	5518.1	13500	0.948	3588.7803119686328
2	4989.5	13200	0.912	3521.6262064299526
3	4719.5	12900	0.898	3481.850772953095
4	4258.4	12600	0.866	3421.4843350563274
5	3995.2	12300	0.842	3373.600440622641
6	3622.1	11700	0.816	3330.874523726417
7	3514.8	11400	0.808	3318.067124814495
8	3215.7	11100	0.78	3263.4348091648417
9	2985.2	10800	0.75	3206.537144035394
10	2980.2	10800	0.752	3227.9944065349773
11	2702.7	10200	0.722	3184.7825340607615
12	2576.8	9900	0.704	3148.159384392577
13	2429.5	9600	0.694	3150.6164858729676
14	2360.5	9300	0.698	3192.085712793045
15	2229.4	9000	0.686	3179.400667178927
16	2154.0	8700	0.678	3170.24353324938
17	2093.1	8400	0.676	3188.809855517341
18	2016.5	7800	0.658	3172.19252619543
19	1977.8	7800	0.65	3166.8666538007415
20	1989.0	7800	0.654	3198.69598945343
21	1891.4	7200	0.646	3212.577551559626
22	1806.7	6900	0.642	3213.9095399845205
23	1819.5	6900	0.644	3235.9645435533907
24	1816.8	6900	0.64	3248.7963316010773
25	1749.2	6600	0.64	3250.0159117556213
26	1787.4	6900	0.64	3279.040261182437
27	1736.0	6300	0.632	3292.6718076004618
28	1703.7	6300	0.636	3314.068988685493
29	1715.7	6300	0.634	3315.9631069955
30	1641.6	6300	0.632	3318.1667013270558
31	1698.9	6300	0.658	3415.2837165926253
32	1680.7	6300	0.648	3395.2222420240446
33	1635.5	6000	0.646	3421.1611235870714
34	1619.6	6000	0.658	3487.0984842602716
35	1665.2	6300	0.66	3536.70612153573
36	1695.8	5400	0.676	3591.03369776428
37	1684.2	5400	0.692	3634.962771864535
38	1680.8	5100	0.692	3657.18657369589
39	1712.1	5400	0.696	3693.599125538342
40	1692.0	5400	0.702	3749.0880446838055
41	1691.7	5400	0.71	3801.5693968534783
42	1679.6	5400	0.7	3812.135775313662
43	1621.2	5100	0.706	3826.3969082259714
44	1657.1	5400	0.696	3829.0226109364294
45	1600.2	4800	0.706	3843.6122529784125
46	1609.8	5100	0.71	3876.372248350279
47	1640.2	5100	0.712	3879.6347251245816
48	1615.1	5100	0.724	3937.7348544223337
49	1678.6	5100	0.736	3974.320929773731
50	1687.2	5100	0.73	3986.84992836527
51	1679.0	5100	0.736	4004.7929856462456
52	1703.9	5700	0.738	4042.854689451591
53	1759.5	5400	0.758	4090.7139100421678
54	1689.6	4800	0.752	4083.789229439023
55	1738.4	5100	0.752	4128.431325269701
56	1742.4	5400	0.762	4125.050327698247
57	1841.4	5700	0.788	4263.131590502781
58	1745.2	5100	0.776	4222.076951661512
59	1776.0	5100	0.78	4252.685686367218
60	1747.9	5100	0.778	4266.532521798483
61	1725.6	5100	0.774	4254.76876426077
62	1724.3	5400	0.78	4267.564429794227
63	1792.7	5400	0.802	4329.544202980137
64	1751.2	5400	0.798	4357.139359425543
65	1807.1	5400	0.806	4374.801624573258
66	1775.6	5100	0.816	4451.327090328706
67	1754.7	5400	0.794	4384.840798015757
68	1778.1	5400	0.812	4444.4418752239235
69	1748.5	5100	0.808	4459.194100887502
70	1761.6	5700	0.808	4433.875689606969
71	1722.4	5100	0.804	4414.886082584483
72	1747.3	5400	0.8	4451.362052488614
73	1759.6	5400	0.808	4444.351515249715
74	1815.5	5400	0.818	4485.9353245582715
75	1796.2	5400	0.816	4516.091207639098
76	1748.6	5100	0.808	4502.386674377953
77	1740.7	5100	0.812	4492.965292010096
78	1768.3	5400	0.812	4523.80363496456
79	1736.8	5100	0.814	4520.023664651393
80	1758.2	5400	0.814	4507.145164057474
81	1799.9	5400	0.818	4519.137821923303
82	1787.8	5400	0.818	4516.056694916727
83	1742.1	5100	0.814	4531.974879678503
84	1787.0	5100	0.816	4491.39992301248
85	1760.5	5400	0.82	4553.901831994298
86	1870.4	5400	0.838	4635.174033647756
87	1804.5	5100	0.844	4647.555335728362
88	1765.2	5400	0.814	4573.855156037957
89	1780.1	5100	0.826	4621.305501395513
90	1796.3	5100	0.83	4617.714589829791
91	1844.1	5400	0.838	4636.4561010856805
92	1843.3	5100	0.844	4675.657959868546
93	1847.4	5100	0.848	4732.27493027665
94	1789.8	5400	0.818	4611.266844003245
95	1858.2	5400	0.852	4703.058474913261
96	1882.6	5100	0.86	4753.203320227376
97	1873.4	5400	0.85	4733.091657208132
98	1858.4	5400	0.84	4693.365743395114
99	1847.0	5100	0.854	4709.981858796841
100	1818.1	5400	0.84	4728.51700918751
