Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:55:32	12:55:32	12:55:32			12:55:32	12:55:32	12:55:33	12:55:33	12:55:33	12:55:37	12:55:37	12:55:37	12:55:37	12:55:37	12:55:37			12:55:38	12:55:38		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	12:55:38	12:55:38	12:55:39	12:55:39	12:55:39	12:55:39	12:55:39	12:55:39	12:55:39	12:55:39	12:55:43	12:55:43	12:55:43	12:55:43	12:55:43	12:55:43			12:55:44	12:55:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
2	12:55:44	12:55:44	12:55:44	12:55:44	12:55:45	12:55:45			12:55:45	12:55:45	12:55:48	12:55:48	12:55:48	12:55:48	12:55:48	12:55:48			12:55:49	12:55:49		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
3	12:55:49	12:55:49	12:55:49	12:55:49	12:55:50	12:55:50			12:55:50	12:55:50	12:55:52	12:55:52	12:55:52	12:55:52	12:55:52	12:55:52			12:55:54	12:55:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
4	12:55:54	12:55:54	12:55:54	12:55:54	12:55:54	12:55:54			12:55:54	12:55:54	12:55:57	12:55:57	12:55:57	12:55:57	12:55:57	12:55:57			12:55:58	12:55:58		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
5	12:55:58	12:55:58	12:55:58	12:55:58	12:55:58	12:55:58			12:55:58	12:55:58	12:56:01	12:56:01	12:56:01	12:56:01	12:56:01	12:56:01			12:56:02	12:56:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
6	12:56:02	12:56:02	12:56:02	12:56:02	12:56:02	12:56:02			12:56:02	12:56:02	12:56:05	12:56:05	12:56:05	12:56:05	12:56:05	12:56:05			12:56:06	12:56:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
7	12:56:06	12:56:06	12:56:06	12:56:06	12:56:06	12:56:06			12:56:06	12:56:06	12:56:09	12:56:09	12:56:09	12:56:09	12:56:09	12:56:09			12:56:10	12:56:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
8	12:56:10	12:56:10	12:56:10	12:56:10	12:56:10	12:56:10			12:56:10	12:56:10	12:56:13	12:56:13	12:56:13	12:56:13	12:56:13	12:56:13			12:56:14	12:56:14		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
9	12:56:14	12:56:14	12:56:14	12:56:14	12:56:14	12:56:14			12:56:14	12:56:14	12:56:17	12:56:17	12:56:17	12:56:17	12:56:17	12:56:17			12:56:18	12:56:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
10	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:18	12:56:21	12:56:21	12:56:21	12:56:21	12:56:21	12:56:21	12:56:21	12:56:21	12:56:23	12:56:23		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:01	00:00:04
