ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6605.7	14100	1.0	3697.0105883426195
1	5036.4	12600	0.952	3703.782678354822
2	4242.6	12000	0.91	3707.7998194819734
3	3613.6	10800	0.886	3707.5463843903417
4	3125.2	10500	0.85	3712.525846060304
5	2658.5	9000	0.826	3749.8560079339586
6	2473.1	8700	0.806	3782.3657502630326
7	2352.6	8400	0.802	3835.647149473153
8	2126.0	7800	0.788	3877.4832460997095
9	1953.9	7500	0.746	3741.07500980332
10	1878.2	7200	0.758	3847.8184162059138
11	1779.8	6600	0.75	3904.1355909593535
12	1676.8	6300	0.744	3906.0487070781164
13	1725.7	6300	0.728	3888.6374368631505
14	1681.4	6000	0.742	3998.9711759066995
15	1661.2	5700	0.736	3956.713349795911
16	1672.5	5400	0.726	4009.245000107228
17	1565.2	5700	0.712	3894.715783090429
18	1535.2	5400	0.708	3901.5123091268138
19	1544.0	4800	0.724	3995.6687091558274
20	1468.7	4800	0.694	3911.527545320345
21	1532.9	5400	0.706	3959.165879763589
22	1430.8	4800	0.69	3936.0156995561997
23	1389.5	4500	0.688	3970.835705138674
24	1478.2	5100	0.692	3981.2687829168653
25	1533.3	5100	0.728	4107.371369824881
26	1464.9	4800	0.706	4059.113165505931
27	1456.6	4800	0.7	4096.806519631956
28	1492.6	5100	0.7	4014.494667862534
29	1529.5	4800	0.734	4210.90596237337
30	1425.7	4500	0.704	4096.028262236986
31	1560.6	5100	0.728	4147.712916432576
32	1555.4	5400	0.734	4192.843528868749
33	1500.3	5100	0.732	4204.424903106831
34	1478.5	5100	0.702	4058.265884323429
35	1472.8	5100	0.724	4221.366190581229
36	1475.0	4800	0.71	4191.710318435713
37	1505.4	4800	0.73	4182.84626657151
38	1524.6	4800	0.73	4281.926760106785
39	1514.3	5100	0.748	4283.2792720209845
40	1490.1	4800	0.736	4317.173481655982
41	1495.3	4800	0.74	4297.66447388217
42	1500.2	4800	0.748	4361.5156714613
43	1515.3	4800	0.74	4327.150155677714
44	1471.9	4800	0.734	4327.212738316036
45	1460.3	4800	0.73	4295.673211579056
46	1507.2	4800	0.754	4381.540390992314
47	1437.2	4500	0.73	4339.898029313615
48	1433.2	4800	0.72	4258.143327549703
49	1484.1	4800	0.73	4365.370120322013
50	1460.7	4500	0.744	4413.371929404984
51	1507.3	4800	0.738	4356.075747451309
52	1496.2	4800	0.752	4433.271225347036
53	1463.1	4500	0.738	4329.255757856302
54	1466.9	4800	0.74	4446.401634403297
55	1462.1	4800	0.73	4328.119674469285
56	1510.3	4800	0.762	4502.7540584033595
57	1520.9	4800	0.748	4450.094866090841
58	1521.0	4800	0.76	4472.617650459119
59	1568.2	5100	0.774	4488.175196825658
60	1548.7	4200	0.778	4589.969038548427
61	1506.6	4800	0.732	4336.879857388211
62	1516.5	4200	0.772	4518.012237326513
63	1483.2	4500	0.742	4438.233323534363
64	1604.7	4500	0.786	4537.370943608625
65	1548.1	4800	0.774	4550.225156715663
66	1510.7	4500	0.758	4391.0507725822445
67	1438.9	5100	0.736	4417.069447874205
68	1461.7	5100	0.73	4300.781797997293
69	1479.1	4500	0.726	4336.064191756347
70	1484.1	5400	0.762	4470.557079393276
71	1448.9	4500	0.74	4335.735643994952
72	1419.0	4800	0.73	4387.907294114225
73	1457.6	4800	0.736	4341.245677235353
74	1517.2	4800	0.762	4513.653207765293
75	1474.2	4800	0.75	4464.309025475788
76	1446.4	5100	0.736	4404.679697030281
77	1455.3	4500	0.738	4346.255934743081
78	1476.2	4500	0.74	4387.123066051344
79	1467.3	4800	0.752	4450.208170495275
80	1528.6	5100	0.754	4443.060091897905
81	1460.3	4500	0.742	4452.582561254064
82	1447.9	4800	0.754	4414.566492994828
83	1489.2	4800	0.75	4446.382365128531
84	1474.5	4800	0.744	4407.331192129838
85	1496.5	4500	0.766	4466.6542719090385
86	1466.2	4500	0.762	4497.741591257433
87	1474.3	4500	0.752	4439.717218207996
88	1506.7	4800	0.766	4476.136153702608
89	1488.4	4500	0.772	4476.886607148263
90	1474.0	4800	0.73	4342.6360479285995
91	1535.0	4500	0.772	4452.415421181641
92	1475.5	4800	0.756	4459.360282104142
93	1480.0	4500	0.752	4425.366629213287
94	1435.9	4200	0.744	4402.898107474105
95	1441.9	4800	0.748	4442.504230912352
96	1477.8	4200	0.758	4491.838000153284
97	1439.6	4800	0.742	4393.923206492374
98	1432.9	4500	0.754	4395.817936051671
99	1436.2	4200	0.742	4385.6084862294065
100	1386.1	4800	0.732	4378.914620756725
