ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6499.5	14100	1.0	3697.0105883426195
1	5547.6	13500	0.948	3592.7621278097313
2	5022.1	13200	0.914	3526.6454747645203
3	4848.3	12900	0.906	3501.3627219061855
4	4376.8	12600	0.874	3441.4017809042252
5	4054.5	12300	0.846	3385.0909723623026
6	3740.1	11700	0.824	3348.823702017661
7	3645.2	11700	0.818	3341.7006629875928
8	3309.3	11100	0.786	3277.199124367348
9	3082.7	10800	0.754	3215.4760669845664
10	3120.2	10800	0.764	3260.523162505879
11	2812.7	10200	0.726	3206.3577926446465
12	2686.7	9900	0.708	3167.222046668218
13	2584.2	9600	0.706	3186.5907928433344
14	2526.7	9300	0.714	3235.3763831954616
15	2410.7	9000	0.7	3218.7660903808996
16	2401.0	9000	0.698	3215.5717630739214
17	2296.4	8700	0.694	3229.7234711117776
18	2215.0	8400	0.684	3231.007515674761
19	2185.1	108300	0.67	3208.6738728783935
20	2241.4	8100	0.68	3258.2515584955677
21	2159.2	7800	0.68	3279.3913665699943
22	2072.4	108300	0.674	3280.448531351365
23	2075.4	7500	0.68	3302.0383217755843
24	2064.6	108300	0.674	3313.742303038646
25	2017.2	7200	0.688	3363.37872161276
26	1997.0	7200	0.684	3371.7828815168164
27	1975.2	108300	0.672	3366.983178077505
28	1951.3	6600	0.68	3399.0881430857285
29	1942.4	6600	0.682	3418.270260102503
30	1911.1	6300	0.684	3437.577996221131
31	1971.7	6600	0.71	3537.8736989422546
32	1895.6	6300	0.694	3513.5948373519273
33	1859.1	6000	0.694	3529.1919722341077
34	1839.0	6000	0.702	3589.392662681247
35	1888.6	6000	0.704	3631.3712957090047
36	1854.7	6000	0.714	3676.8892336555614
37	1917.3	6000	0.736	3735.3342536646383
38	1870.7	6000	0.726	3752.8859433286325
39	1908.3	6000	0.74	3797.956632948301
40	1932.2	6000	0.744	3847.9746386429897
41	1899.5	6000	0.748	3894.928950061899
42	1852.0	5700	0.746	3895.548953531318
43	1826.4	5700	0.738	3884.1488566053786
44	1877.5	6000	0.742	3928.343072852208
45	1850.1	6000	0.76	4009.74984143968
46	1856.1	5700	0.758	4009.111603642639
47	1868.0	5700	0.768	4080.2559286053397
48	1876.4	5700	0.774	4085.841772606854
49	1856.1	5700	0.78	4134.709599667461
50	1840.3	6000	0.774	4146.8356839674725
51	1870.0	5400	0.78	4150.003060008624
52	1859.0	6000	0.78	4170.9002381999035
53	1883.6	5700	0.79	4218.522814179899
54	1850.7	5700	0.79	4251.406090326503
55	1856.1	5700	0.784	4262.950607400617
56	1868.8	6000	0.808	4317.684662209755
57	1883.2	6000	0.812	4402.119762223565
58	1838.3	5400	0.808	4388.690944830788
59	1866.3	5700	0.82	4425.679066917147
60	1875.2	5700	0.816	4453.891758321253
61	1848.1	5400	0.818	4457.444277534879
62	1812.6	5700	0.804	4401.8792262247425
63	1873.1	5400	0.826	4458.790312310634
64	1825.0	5700	0.808	4445.0709802377705
65	1885.5	5400	0.83	4545.113532928741
66	1877.2	5400	0.844	4634.696646886765
67	1865.7	5700	0.836	4562.161901963488
68	1923.8	5400	0.842	4559.221993692039
69	1886.3	5400	0.84	4622.327368971286
70	1870.0	5700	0.834	4591.294226184301
71	1870.8	5400	0.84	4580.4410690325485
72	1878.1	5700	0.832	4585.228002175942
73	1942.3	5700	0.86	4664.222348607494
74	1942.4	5400	0.854	4685.281254814248
75	1860.5	5700	0.846	4654.334144474441
76	1873.6	5400	0.836	4602.108058733292
77	1885.9	5400	0.836	4573.930430247919
78	1914.6	5400	0.852	4666.105001171114
79	1875.1	5400	0.844	4605.926496124015
80	1869.3	5400	0.842	4602.310945090024
81	1897.2	5400	0.85	4641.247085677509
82	1893.4	5400	0.848	4669.745735270198
83	1891.0	5400	0.854	4694.7316332864775
84	1911.5	5400	0.862	4720.96384695218
85	1907.1	5400	0.86	4742.249995094781
86	1947.0	5400	0.866	4784.541809428419
87	1936.4	5400	0.876	4802.265350564672
88	1845.0	5400	0.842	4699.44508745267
89	1871.2	5400	0.856	4774.103266826736
90	1879.3	5400	0.864	4782.485689357601
91	1939.5	5400	0.866	4785.499410907667
92	1868.5	5400	0.858	4766.929531901847
93	1908.9	5400	0.862	4802.0968712834965
94	1882.5	5400	0.854	4764.780895017367
95	1958.3	5700	0.878	4848.777577368794
96	1964.5	5400	0.888	4935.8804033185625
97	1959.3	5400	0.882	4899.935447525765
98	1902.2	5400	0.862	4835.020350923547
99	1933.4	5400	0.872	4910.6573905815
100	1884.3	5400	0.86	4826.51828616781
