ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6517.4	14100	1.0	3697.0105883426195
1	5671.2	13500	0.948	3636.9769463760463
2	5143.2	13200	0.912	3581.808122986289
3	4874.8	12900	0.898	3550.639033353145
4	4415.9	12600	0.868	3485.219030921444
5	4095.7	12000	0.836	3453.1227848084923
6	3747.3	11700	0.814	3413.2384881702533
7	3680.2	11700	0.808	3410.825049067826
8	3369.5	11100	0.778	3380.450304101711
9	3120.8	10800	0.75	3322.28824009552
10	3145.0	10800	0.752	3355.9547153330404
11	2814.1	10200	0.718	3307.4175343799952
12	2654.5	9900	0.7	3264.4101269905104
13	2538.3	9600	0.694	3288.2380959339807
14	2448.2	9300	0.696	3308.6863059968587
15	2322.8	9000	0.68	3297.029361576175
16	2281.8	8700	0.676	3308.411778825884
17	2186.0	8400	0.666	3324.9955045830093
18	2089.8	7800	0.656	3318.7136802857653
19	2061.1	7800	0.65	3315.9659437549335
20	2002.7	7500	0.64	3331.642136095389
21	1891.8	7200	0.628	3303.71515098988
22	1842.9	7200	0.626	3345.039623235786
23	1802.4	6900	0.626	3318.470650712413
24	1791.0	6900	0.618	3328.436339335786
25	1755.1	6900	0.628	3370.3972432080254
26	1730.6	6900	0.624	3374.576780934013
27	1701.5	6900	0.614	3377.9909772423534
28	1650.6	6600	0.616	3403.4349660448197
29	1661.9	6600	0.616	3404.9544462627796
30	1624.4	6600	0.616	3413.6858033005574
31	1702.9	6600	0.64	3488.768398832648
32	1642.6	6600	0.642	3484.3045927294015
33	1637.2	6900	0.636	3498.8621890826626
34	1620.5	6600	0.648	3541.2606124410645
35	1616.7	6300	0.64	3532.4573224009905
36	1584.1	6300	0.648	3572.6951809078
37	1640.0	6300	0.662	3609.0472420733313
38	1551.9	6300	0.662	3651.296809404594
39	1570.7	6300	0.662	3667.3098785859197
40	1624.6	7200	0.656	3696.5706788419443
41	1637.4	7200	0.682	3787.418828146856
42	1629.1	6300	0.688	3812.851264968655
43	1599.6	7200	0.674	3788.5204305835978
44	1610.0	6300	0.678	3805.916050575715
45	1512.8	6300	0.682	3839.6304135345395
46	1611.0	7200	0.684	3885.0303146527967
47	1599.3	6600	0.688	3929.83595323641
48	1592.0	6600	0.682	3921.269682909892
49	1522.2	6300	0.694	3902.0222415750163
50	1535.1	6900	0.68	3941.9651911875485
51	1594.9	6300	0.704	3951.271154212699
52	1571.6	6300	0.704	3965.438376069707
53	1603.2	6600	0.714	4035.5043370841213
54	1604.6	6900	0.716	4014.667978595444
55	1610.2	6900	0.71	4010.153341427439
56	1616.6	6600	0.736	4090.7504725142844
57	1614.2	6300	0.73	4094.944697101888
58	1586.7	6300	0.734	4116.334133160934
59	1639.7	6300	0.744	4151.282518180556
60	1566.2	6300	0.736	4141.968870812051
61	1524.4	6300	0.728	4126.141688547768
62	1586.8	7200	0.72	4102.495162673992
63	1599.8	7200	0.744	4181.457914116581
64	1588.8	6300	0.738	4194.218329850373
65	1633.4	6600	0.748	4237.046763229409
66	1659.9	6600	0.766	4348.579407309105
67	1673.1	6900	0.756	4277.434237424088
68	1658.7	6300	0.768	4331.483100526998
69	1763.8	6600	0.786	4401.423792711392
70	1715.8	6900	0.792	4419.990443576792
71	1733.0	6300	0.792	4390.202471519708
72	1705.6	6900	0.774	4410.7097167271695
73	1669.8	6300	0.784	4426.131033938379
74	1730.2	6900	0.79	4439.463553848173
75	1721.5	7200	0.794	4449.992626335346
76	1711.6	6900	0.8	4468.783599034502
77	1732.6	6300	0.8	4464.488521711062
78	1713.9	6900	0.8	4493.102039646205
79	1714.6	6600	0.802	4502.311052714802
80	1712.5	6900	0.796	4476.757395274128
81	1737.4	6600	0.81	4540.593872749296
82	1712.9	6300	0.802	4522.298738256827
83	1626.6	6600	0.8	4483.304358186659
84	1694.9	7200	0.806	4517.895920896775
85	1643.9	6600	0.796	4498.189790266681
86	1705.4	6900	0.812	4543.122668025644
87	1643.3	6300	0.814	4558.3099411785515
88	1626.4	6600	0.792	4479.890607302452
89	1655.6	6300	0.804	4548.984734803971
90	1713.5	6300	0.822	4598.403509321369
91	1734.0	6600	0.82	4623.160475926534
92	1725.9	6900	0.824	4578.180085227539
93	1664.4	6600	0.808	4556.995393682172
94	1644.3	6600	0.79	4524.398119990626
95	1656.4	6300	0.816	4590.482966138073
96	1665.1	6300	0.822	4630.372841572464
97	1719.3	6900	0.824	4672.005735921776
98	1644.2	6300	0.808	4594.058937919254
99	1618.9	7200	0.812	4636.708400762977
100	1636.8	6900	0.808	4609.025553631336
