Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	11:21:29	11:21:29	11:21:29			11:21:29	11:21:29	11:21:29	11:21:29	11:21:29	11:21:35	11:21:35	11:21:35	11:21:35	11:21:35	11:21:35			11:21:36	11:21:36		00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
1	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:37	11:21:42	11:21:42	11:21:42	11:21:42	11:21:42	11:21:42			11:21:44	11:21:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:07
2	11:21:44	11:21:44	11:21:44	11:21:44	11:21:44	11:21:44			11:21:44	11:21:44	11:21:49	11:21:49	11:21:49	11:21:49	11:21:49	11:21:49			11:21:50	11:21:50		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
3	11:21:50	11:21:50	11:21:50	11:21:50	11:21:50	11:21:50			11:21:50	11:21:50	11:21:55	11:21:55	11:21:55	11:21:55	11:21:55	11:21:55			11:21:56	11:21:56		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
4	11:21:56	11:21:56	11:21:56	11:21:56	11:21:56	11:21:56			11:21:56	11:21:56	11:22:00	11:22:00	11:22:00	11:22:00	11:22:00	11:22:00			11:22:01	11:22:01		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
5	11:22:01	11:22:01	11:22:01	11:22:01	11:22:01	11:22:01			11:22:01	11:22:01	11:22:05	11:22:05	11:22:05	11:22:05	11:22:05	11:22:05			11:22:06	11:22:06		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
6	11:22:06	11:22:06	11:22:06	11:22:06	11:22:06	11:22:06			11:22:06	11:22:06	11:22:10	11:22:10	11:22:10	11:22:10	11:22:10	11:22:10			11:22:11	11:22:11		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:05
7	11:22:11	11:22:11	11:22:11	11:22:11	11:22:11	11:22:11			11:22:11	11:22:11	11:22:15	11:22:15	11:22:15	11:22:15	11:22:15	11:22:15			11:22:16	11:22:16		00:00:00	00:00:00		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
8	11:22:17	11:22:17	11:22:17	11:22:17	11:22:17	11:22:17			11:22:17	11:22:17	11:22:20	11:22:20	11:22:20	11:22:20	11:22:20	11:22:20			11:22:21	11:22:21		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
9	11:22:22	11:22:22	11:22:22	11:22:22	11:22:22	11:22:22			11:22:22	11:22:22	11:22:25	11:22:25	11:22:25	11:22:25	11:22:25	11:22:25			11:22:26	11:22:26		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
