ITERATION	AvgTripDuration	EvacuationEndSeconds	CarRatio	AvgTravelDistance
0	6589.1	14100	1.0	3697.0105883426195
1	5019.7	12600	0.952	3703.782678354822
2	4235.3	12000	0.912	3708.430756714414
3	3604.7	10800	0.886	3715.665114682577
4	3063.9	9900	0.85	3722.039451554957
5	2635.2	8700	0.826	3767.047844432838
6	2383.3	8100	0.806	3765.7399713407335
7	2413.4	8400	0.802	3820.8737392403427
8	2244.6	8100	0.79	3840.1811144913704
9	2059.5	7500	0.754	3752.236972607287
10	1963.3	6900	0.772	3863.24113893566
11	1885.2	6600	0.762	3921.086326007229
12	1769.7	6300	0.75	3918.354532861275
13	1804.0	6300	0.74	3884.559753956214
14	1725.3	5700	0.764	3986.6003585302856
15	1752.7	6300	0.754	3986.407432938689
16	1702.1	5400	0.752	4038.9191228908658
17	1757.7	5700	0.746	3978.2298806310296
18	1657.7	5400	0.76	4125.932183711642
19	1715.6	5400	0.762	4099.8786041361855
20	1614.8	5100	0.742	4096.431032510714
21	1642.5	5700	0.748	4137.21946318851
22	1567.2	4800	0.734	4077.792886234828
23	1545.0	5100	0.722	4058.341507455198
24	1632.5	5100	0.732	4075.2420326813576
25	1729.8	5400	0.776	4300.497043262711
26	1658.1	5100	0.764	4321.342802749519
27	1640.3	5700	0.758	4267.448686494359
28	1547.0	5100	0.752	4205.700698901405
29	1565.0	5100	0.756	4321.250284437047
30	1496.5	5100	0.736	4229.704206666823
31	1538.1	4800	0.752	4265.325549627186
32	1503.1	5400	0.732	4195.0066306005665
33	1515.9	5400	0.728	4262.534658701908
34	1493.1	5100	0.718	4135.300617768305
35	1528.2	4800	0.744	4309.578432460142
36	1568.8	5100	0.734	4217.0437697894795
37	1585.3	5100	0.758	4340.7082250895655
38	1597.7	4800	0.764	4376.296850804004
39	1588.9	5100	0.754	4342.653125039667
40	1534.2	4800	0.76	4378.272524227308
41	1560.0	4800	0.77	4407.685235426716
42	1535.6	4800	0.758	4364.354731514301
43	1564.3	5100	0.742	4323.8362040280335
44	1532.6	4500	0.76	4354.325098810093
45	1561.3	5100	0.75	4360.637870565443
46	1642.4	5400	0.79	4474.1357227796
47	1576.9	4800	0.76	4376.471422990261
48	1541.6	4800	0.756	4382.245013896647
49	1611.5	5400	0.768	4457.634181957288
50	1541.0	4800	0.772	4467.973254175937
51	1583.0	4800	0.77	4453.661450482332
52	1636.7	4800	0.786	4503.937972650546
53	1550.6	4800	0.774	4460.472158118771
54	1611.4	5400	0.772	4536.497209227612
55	1545.9	4800	0.76	4458.740515972338
56	1568.1	4800	0.782	4562.928561765062
57	1493.1	4800	0.758	4468.896792420818
58	1515.9	4500	0.762	4484.782783343442
59	1516.2	5100	0.774	4466.331931149867
60	1538.8	4800	0.766	4467.917463111932
61	1494.7	4800	0.758	4463.459312350345
62	1542.4	4500	0.768	4436.8124093262195
63	1414.9	4200	0.738	4360.41586029241
64	1521.4	5400	0.772	4526.248960030965
65	1530.4	5100	0.768	4474.764229318355
66	1441.7	4200	0.75	4396.03309277285
67	1477.8	4800	0.744	4351.547774200756
68	1569.5	5700	0.762	4448.228284110754
69	1443.7	4500	0.746	4348.468589362576
70	1533.6	5700	0.76	4452.929156799427
71	1497.1	4500	0.762	4405.0274509226765
72	1506.6	5100	0.744	4412.5527858396
73	1524.6	5100	0.752	4337.231956220103
74	1520.5	4800	0.772	4458.209234357086
75	1495.3	4500	0.758	4428.216175122782
76	1515.9	4800	0.764	4478.474838544744
77	1529.4	4800	0.756	4385.551641676465
78	1514.5	4500	0.758	4410.465425461775
79	1530.8	4800	0.758	4395.268897047767
80	1498.4	4500	0.772	4487.075680142873
81	1473.0	4500	0.746	4395.0830186067105
82	1479.8	5100	0.768	4449.10402124283
83	1581.9	5400	0.766	4436.801395884762
84	1481.4	4500	0.748	4389.309633598078
85	1498.2	4800	0.76	4432.9362497574175
86	1513.0	4800	0.762	4460.098189210068
87	1449.1	4200	0.752	4456.376132616258
88	1517.1	4500	0.766	4470.710559221535
89	1499.7	4800	0.774	4537.483532028912
90	1440.0	4800	0.734	4321.472728459077
91	1562.2	4800	0.766	4424.832896748734
92	1489.8	4200	0.76	4484.763247641693
93	1486.3	4800	0.756	4404.285962179944
94	1464.1	4800	0.764	4503.79323940062
95	1460.3	4500	0.758	4465.374808468098
96	1514.6	4500	0.766	4495.09932696616
97	1491.5	4800	0.758	4477.677680078446
98	1499.2	4500	0.774	4493.234366930433
99	1481.9	4500	0.762	4446.51754821326
100	1475.8	5100	0.754	4467.405797705668
