Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:32:41	18:32:41	18:32:41			18:32:41	18:32:41	18:32:41	18:32:41	18:32:41	18:32:46	18:32:46	18:32:46	18:32:46	18:32:46	18:32:46			18:32:47	18:32:47		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	18:32:47	18:32:47	18:32:47	18:32:47	18:32:48	18:32:48	18:32:48	18:32:48	18:32:48	18:32:48	18:32:51	18:32:51	18:32:51	18:32:51	18:32:51	18:32:51			18:32:52	18:32:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
2	18:32:52	18:32:52	18:32:52	18:32:52	18:32:52	18:32:52			18:32:52	18:32:52	18:32:55	18:32:55	18:32:55	18:32:55	18:32:55	18:32:55			18:32:56	18:32:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
3	18:32:56	18:32:56	18:32:56	18:32:56	18:32:56	18:32:56			18:32:56	18:32:56	18:32:58	18:32:58	18:32:58	18:32:58	18:32:58	18:32:58			18:33:00	18:33:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
4	18:33:00	18:33:00	18:33:00	18:33:00	18:33:00	18:33:00			18:33:00	18:33:00	18:33:02	18:33:02	18:33:02	18:33:02	18:33:02	18:33:02			18:33:03	18:33:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
5	18:33:03	18:33:03	18:33:03	18:33:03	18:33:04	18:33:04			18:33:04	18:33:04	18:33:06	18:33:06	18:33:06	18:33:06	18:33:06	18:33:06			18:33:07	18:33:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	18:33:07	18:33:07	18:33:07	18:33:07	18:33:07	18:33:07			18:33:07	18:33:07	18:33:09	18:33:09	18:33:09	18:33:09	18:33:09	18:33:09			18:33:10	18:33:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	18:33:10	18:33:10	18:33:10	18:33:10	18:33:10	18:33:10			18:33:10	18:33:10	18:33:12	18:33:12	18:33:12	18:33:12	18:33:12	18:33:12			18:33:14	18:33:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
8	18:33:14	18:33:14	18:33:14	18:33:14	18:33:14	18:33:14			18:33:14	18:33:14	18:33:16	18:33:16	18:33:16	18:33:16	18:33:16	18:33:16			18:33:17	18:33:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
9	18:33:17	18:33:17	18:33:17	18:33:17	18:33:17	18:33:17			18:33:17	18:33:17	18:33:19	18:33:19	18:33:19	18:33:19	18:33:19	18:33:19			18:33:20	18:33:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
