Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	12:54:15	12:54:15	12:54:15			12:54:15	12:54:15	12:54:15	12:54:15	12:54:15	12:54:19	12:54:19	12:54:19	12:54:19	12:54:19	12:54:19			12:54:20	12:54:20		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:21	12:54:25	12:54:25	12:54:25	12:54:25	12:54:25	12:54:25			12:54:26	12:54:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
2	12:54:27	12:54:27	12:54:27	12:54:27	12:54:27	12:54:27			12:54:27	12:54:27	12:54:29	12:54:29	12:54:29	12:54:29	12:54:29	12:54:29			12:54:30	12:54:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
3	12:54:30	12:54:30	12:54:30	12:54:30	12:54:30	12:54:30			12:54:30	12:54:30	12:54:33	12:54:33	12:54:33	12:54:33	12:54:33	12:54:33			12:54:34	12:54:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
4	12:54:34	12:54:34	12:54:34	12:54:34	12:54:34	12:54:34			12:54:34	12:54:34	12:54:36	12:54:36	12:54:36	12:54:36	12:54:36	12:54:36			12:54:37	12:54:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
5	12:54:38	12:54:38	12:54:38	12:54:38	12:54:38	12:54:38			12:54:38	12:54:38	12:54:40	12:54:40	12:54:40	12:54:40	12:54:40	12:54:40			12:54:41	12:54:41		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
6	12:54:41	12:54:41	12:54:41	12:54:41	12:54:41	12:54:41			12:54:41	12:54:41	12:54:43	12:54:43	12:54:43	12:54:43	12:54:43	12:54:43			12:54:44	12:54:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
7	12:54:44	12:54:44	12:54:44	12:54:44	12:54:44	12:54:44			12:54:44	12:54:44	12:54:46	12:54:46	12:54:46	12:54:46	12:54:46	12:54:46			12:54:47	12:54:47		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
8	12:54:47	12:54:47	12:54:47	12:54:47	12:54:47	12:54:47			12:54:47	12:54:47	12:54:49	12:54:49	12:54:49	12:54:49	12:54:49	12:54:49			12:54:50	12:54:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
9	12:54:50	12:54:50	12:54:50	12:54:50	12:54:50	12:54:50			12:54:50	12:54:50	12:54:52	12:54:52	12:54:52	12:54:52	12:54:52	12:54:52			12:54:53	12:54:53		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
10	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:53	12:54:56	12:54:56	12:54:56	12:54:56	12:54:56	12:54:56	12:54:56	12:54:56	12:54:57	12:54:57		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:01	00:00:03
11	12:54:57	12:54:57	12:54:57	12:54:57	12:54:58	12:54:58			12:54:58	12:54:58	12:55:00	12:55:00	12:55:00	12:55:00	12:55:00	12:55:00			12:55:00	12:55:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	12:55:00	12:55:00	12:55:00	12:55:00	12:55:00	12:55:00			12:55:00	12:55:00	12:55:02	12:55:02	12:55:02	12:55:02	12:55:02	12:55:02			12:55:03	12:55:03		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
13	12:55:03	12:55:03	12:55:03	12:55:03	12:55:03	12:55:03			12:55:03	12:55:03	12:55:05	12:55:05	12:55:05	12:55:05	12:55:05	12:55:05			12:55:06	12:55:06		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	12:55:06	12:55:06	12:55:06	12:55:06	12:55:06	12:55:06			12:55:06	12:55:06	12:55:08	12:55:08	12:55:08	12:55:08	12:55:08	12:55:08			12:55:09	12:55:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
15	12:55:09	12:55:09	12:55:09	12:55:09	12:55:09	12:55:09			12:55:09	12:55:09	12:55:10	12:55:10	12:55:10	12:55:10	12:55:10	12:55:10			12:55:11	12:55:11		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
16	12:55:12	12:55:12	12:55:12	12:55:12	12:55:12	12:55:12			12:55:12	12:55:12	12:55:13	12:55:13	12:55:13	12:55:13	12:55:13	12:55:13			12:55:14	12:55:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
