Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:38:35	18:38:35	18:38:36			18:38:36	18:38:36	18:38:36	18:38:36	18:38:36	18:38:41	18:38:41	18:38:41	18:38:41	18:38:41	18:38:41			18:38:42	18:38:42		00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:01	00:00:06
1	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:43	18:38:48	18:38:48	18:38:48	18:38:48	18:38:48	18:38:48			18:38:49	18:38:49		00:00:00	00:00:00	00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:06
2	18:38:49	18:38:49	18:38:49	18:38:49	18:38:50	18:38:50			18:38:50	18:38:50	18:38:53	18:38:53	18:38:53	18:38:53	18:38:53	18:38:53			18:38:54	18:38:54		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
3	18:38:54	18:38:54	18:38:54	18:38:54	18:38:54	18:38:54			18:38:54	18:38:54	18:38:58	18:38:58	18:38:58	18:38:58	18:38:58	18:38:58			18:38:59	18:38:59		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
4	18:38:59	18:38:59	18:38:59	18:38:59	18:38:59	18:38:59			18:38:59	18:38:59	18:39:03	18:39:03	18:39:03	18:39:03	18:39:03	18:39:03			18:39:04	18:39:04		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
5	18:39:04	18:39:04	18:39:04	18:39:04	18:39:04	18:39:04			18:39:04	18:39:04	18:39:07	18:39:07	18:39:07	18:39:07	18:39:07	18:39:07			18:39:08	18:39:08		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
6	18:39:08	18:39:08	18:39:08	18:39:08	18:39:08	18:39:08			18:39:08	18:39:08	18:39:12	18:39:12	18:39:12	18:39:12	18:39:12	18:39:12			18:39:13	18:39:13		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:05
7	18:39:13	18:39:13	18:39:14	18:39:14	18:39:14	18:39:14			18:39:14	18:39:14	18:39:17	18:39:17	18:39:17	18:39:17	18:39:17	18:39:17			18:39:18	18:39:18		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
8	18:39:18	18:39:18	18:39:18	18:39:18	18:39:18	18:39:18			18:39:18	18:39:18	18:39:22	18:39:22	18:39:22	18:39:22	18:39:22	18:39:22			18:39:23	18:39:23		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
9	18:39:23	18:39:23	18:39:23	18:39:23	18:39:23	18:39:23			18:39:23	18:39:23	18:39:27	18:39:27	18:39:27	18:39:27	18:39:27	18:39:27			18:39:27	18:39:27		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
10	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:28	18:39:31	18:39:31	18:39:31	18:39:31	18:39:31	18:39:31	18:39:31	18:39:31	18:39:33	18:39:33		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:01	00:00:05
11	18:39:33	18:39:33	18:39:33	18:39:33	18:39:33	18:39:33			18:39:33	18:39:33	18:39:36	18:39:36	18:39:36	18:39:36	18:39:36	18:39:36			18:39:37	18:39:37		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
12	18:39:37	18:39:37	18:39:37	18:39:37	18:39:37	18:39:37			18:39:37	18:39:37	18:39:41	18:39:41	18:39:41	18:39:41	18:39:41	18:39:41			18:39:42	18:39:42		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
13	18:39:42	18:39:42	18:39:42	18:39:42	18:39:42	18:39:42			18:39:42	18:39:42	18:39:45	18:39:45	18:39:45	18:39:45	18:39:45	18:39:45			18:39:46	18:39:46		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
14	18:39:46	18:39:46	18:39:46	18:39:46	18:39:46	18:39:46			18:39:46	18:39:46	18:39:50	18:39:50	18:39:50	18:39:50	18:39:50	18:39:50			18:39:50	18:39:50		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
15	18:39:50	18:39:50	18:39:50	18:39:50	18:39:51	18:39:51			18:39:51	18:39:51	18:39:54	18:39:54	18:39:54	18:39:54	18:39:54	18:39:54			18:39:55	18:39:55		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
16	18:39:55	18:39:55	18:39:55	18:39:55	18:39:55	18:39:55			18:39:55	18:39:55	18:39:58	18:39:58	18:39:58	18:39:58	18:39:58	18:39:58			18:39:59	18:39:59		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
17	18:39:59	18:39:59	18:39:59	18:39:59	18:39:59	18:39:59			18:39:59	18:39:59	18:40:03	18:40:03	18:40:03	18:40:03	18:40:03	18:40:03			18:40:04	18:40:04		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
18	18:40:04	18:40:04	18:40:04	18:40:04	18:40:04	18:40:04			18:40:04	18:40:04	18:40:07	18:40:07	18:40:07	18:40:07	18:40:07	18:40:07			18:40:08	18:40:08		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
19	18:40:08	18:40:08	18:40:08	18:40:08	18:40:08	18:40:08			18:40:08	18:40:08	18:40:12	18:40:12	18:40:12	18:40:12	18:40:12	18:40:12			18:40:12	18:40:12		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
20	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:13	18:40:16	18:40:16	18:40:16	18:40:16	18:40:16	18:40:16	18:40:16	18:40:16	18:40:18	18:40:18		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:01	00:00:05
21	18:40:18	18:40:18	18:40:18	18:40:18	18:40:18	18:40:18			18:40:18	18:40:18	18:40:21	18:40:21	18:40:21	18:40:21	18:40:21	18:40:21			18:40:22	18:40:22		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
22	18:40:22	18:40:22	18:40:22	18:40:22	18:40:22	18:40:22			18:40:22	18:40:22	18:40:26	18:40:26	18:40:26	18:40:26	18:40:26	18:40:26			18:40:26	18:40:26		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
23	18:40:26	18:40:26	18:40:26	18:40:26	18:40:27	18:40:27			18:40:27	18:40:27	18:40:30	18:40:30	18:40:30	18:40:30	18:40:30	18:40:30			18:40:31	18:40:31		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
24	18:40:31	18:40:31	18:40:31	18:40:31	18:40:31	18:40:31			18:40:31	18:40:31	18:40:34	18:40:34	18:40:34	18:40:34	18:40:34	18:40:34			18:40:35	18:40:35		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
25	18:40:35	18:40:35	18:40:35	18:40:35	18:40:35	18:40:35			18:40:35	18:40:35	18:40:39	18:40:39	18:40:39	18:40:39	18:40:39	18:40:39			18:40:40	18:40:40		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
26	18:40:40	18:40:40	18:40:40	18:40:40	18:40:40	18:40:40			18:40:40	18:40:40	18:40:43	18:40:43	18:40:43	18:40:43	18:40:43	18:40:43			18:40:44	18:40:44		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:01	00:00:04
27	18:40:44	18:40:44	18:40:44	18:40:44	18:40:45	18:40:45			18:40:45	18:40:45	18:40:48	18:40:48	18:40:48	18:40:48	18:40:48	18:40:48			18:40:49	18:40:49		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
