Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	18:48:28	18:48:28	18:48:28			18:48:28	18:48:28	18:48:28	18:48:28	18:48:28	18:48:32	18:48:32	18:48:32	18:48:32	18:48:32	18:48:32			18:48:34	18:48:34		00:00:00		00:00:00	00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:05
1	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:34	18:48:37	18:48:37	18:48:37	18:48:37	18:48:37	18:48:37			18:48:38	18:48:38		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
2	18:48:39	18:48:39	18:48:39	18:48:39	18:48:39	18:48:39			18:48:39	18:48:39	18:48:41	18:48:41	18:48:41	18:48:41	18:48:41	18:48:41			18:48:43	18:48:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
3	18:48:43	18:48:43	18:48:43	18:48:43	18:48:43	18:48:43			18:48:43	18:48:43	18:48:46	18:48:46	18:48:46	18:48:46	18:48:46	18:48:46			18:48:47	18:48:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
4	18:48:47	18:48:47	18:48:47	18:48:47	18:48:47	18:48:47			18:48:47	18:48:47	18:48:49	18:48:49	18:48:49	18:48:49	18:48:49	18:48:49			18:48:50	18:48:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
5	18:48:50	18:48:50	18:48:50	18:48:50	18:48:51	18:48:51			18:48:51	18:48:51	18:48:53	18:48:53	18:48:53	18:48:53	18:48:53	18:48:53			18:48:54	18:48:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
6	18:48:54	18:48:54	18:48:54	18:48:54	18:48:54	18:48:54			18:48:54	18:48:54	18:48:56	18:48:56	18:48:56	18:48:56	18:48:56	18:48:56			18:48:57	18:48:57		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
7	18:48:57	18:48:57	18:48:57	18:48:57	18:48:57	18:48:57			18:48:57	18:48:57	18:48:59	18:48:59	18:48:59	18:48:59	18:48:59	18:48:59			18:49:00	18:49:00		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
8	18:49:01	18:49:01	18:49:01	18:49:01	18:49:01	18:49:01			18:49:01	18:49:01	18:49:03	18:49:03	18:49:03	18:49:03	18:49:03	18:49:03			18:49:04	18:49:04		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
9	18:49:04	18:49:04	18:49:04	18:49:04	18:49:04	18:49:04			18:49:04	18:49:04	18:49:06	18:49:06	18:49:06	18:49:06	18:49:06	18:49:06			18:49:07	18:49:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
