Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	16:22:54	16:22:54	16:22:54			16:22:54	16:22:54	16:22:54	16:22:54	16:22:54	16:23:09	16:23:09	16:23:09	16:23:09	16:23:09	16:23:09			16:23:10	16:23:10		00:00:00		00:00:00	00:00:00	00:00:14	00:00:00	00:00:00		00:00:01	00:00:16
1	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:11	16:23:23	16:23:23	16:23:23	16:23:23	16:23:23	16:23:23			16:23:25	16:23:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:02	00:00:14
2	16:23:26	16:23:26	16:23:26	16:23:26	16:23:26	16:23:26			16:23:26	16:23:26	16:23:43	16:23:43	16:23:43	16:23:43	16:23:43	16:23:43			16:23:44	16:23:44		00:00:00	00:00:00		00:00:00	00:00:17	00:00:00	00:00:00		00:00:01	00:00:18
3	16:23:44	16:23:44	16:23:44	16:23:44	16:23:44	16:23:44			16:23:44	16:23:44	16:23:58	16:23:58	16:23:58	16:23:58	16:23:58	16:23:58			16:23:58	16:23:58		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
4	16:23:59	16:23:59	16:23:59	16:23:59	16:23:59	16:23:59			16:23:59	16:23:59	16:24:11	16:24:11	16:24:11	16:24:11	16:24:11	16:24:11			16:24:12	16:24:12		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
5	16:24:13	16:24:13	16:24:13	16:24:13	16:24:13	16:24:13			16:24:13	16:24:13	16:24:25	16:24:25	16:24:25	16:24:25	16:24:25	16:24:25			16:24:26	16:24:26		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:01	00:00:13
6	16:24:26	16:24:26	16:24:26	16:24:26	16:24:26	16:24:26			16:24:26	16:24:26	16:24:39	16:24:39	16:24:39	16:24:39	16:24:39	16:24:39			16:24:40	16:24:40		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
7	16:24:40	16:24:40	16:24:40	16:24:40	16:24:40	16:24:40			16:24:40	16:24:40	16:24:52	16:24:52	16:24:52	16:24:52	16:24:52	16:24:52			16:24:53	16:24:53		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
8	16:24:53	16:24:53	16:24:53	16:24:53	16:24:53	16:24:53			16:24:53	16:24:53	16:25:05	16:25:05	16:25:05	16:25:05	16:25:05	16:25:05			16:25:05	16:25:05		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
9	16:25:06	16:25:06	16:25:06	16:25:06	16:25:06	16:25:06			16:25:06	16:25:06	16:25:18	16:25:18	16:25:18	16:25:18	16:25:18	16:25:18			16:25:19	16:25:19		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
10	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:19	16:25:31	16:25:31	16:25:31	16:25:31	16:25:31	16:25:31	16:25:31	16:25:31	16:25:33	16:25:33		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
11	16:25:33	16:25:33	16:25:33	16:25:33	16:25:33	16:25:33			16:25:33	16:25:33	16:25:44	16:25:44	16:25:44	16:25:44	16:25:44	16:25:44			16:25:45	16:25:45		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
12	16:25:46	16:25:46	16:25:46	16:25:46	16:25:46	16:25:46			16:25:46	16:25:46	16:25:57	16:25:57	16:25:57	16:25:57	16:25:57	16:25:57			16:25:58	16:25:58		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:01	00:00:12
13	16:25:58	16:25:58	16:25:58	16:25:58	16:25:59	16:25:59			16:25:59	16:25:59	16:26:10	16:26:10	16:26:10	16:26:10	16:26:10	16:26:10			16:26:11	16:26:11		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
14	16:26:11	16:26:11	16:26:11	16:26:11	16:26:11	16:26:11			16:26:11	16:26:11	16:26:23	16:26:23	16:26:23	16:26:23	16:26:23	16:26:23			16:26:24	16:26:24		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
15	16:26:24	16:26:24	16:26:24	16:26:24	16:26:24	16:26:24			16:26:24	16:26:24	16:26:36	16:26:36	16:26:36	16:26:36	16:26:36	16:26:36			16:26:37	16:26:37		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
16	16:26:37	16:26:37	16:26:37	16:26:37	16:26:37	16:26:37			16:26:37	16:26:37	16:26:49	16:26:49	16:26:49	16:26:49	16:26:49	16:26:49			16:26:49	16:26:49		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
17	16:26:50	16:26:50	16:26:50	16:26:50	16:26:50	16:26:50			16:26:50	16:26:50	16:27:01	16:27:01	16:27:01	16:27:01	16:27:01	16:27:01			16:27:02	16:27:02		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
18	16:27:03	16:27:03	16:27:03	16:27:03	16:27:03	16:27:03			16:27:03	16:27:03	16:27:14	16:27:14	16:27:14	16:27:14	16:27:14	16:27:14			16:27:15	16:27:15		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
19	16:27:15	16:27:15	16:27:15	16:27:15	16:27:15	16:27:15			16:27:15	16:27:15	16:27:27	16:27:27	16:27:27	16:27:27	16:27:27	16:27:27			16:27:28	16:27:28		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
20	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:28	16:27:40	16:27:40	16:27:40	16:27:40	16:27:40	16:27:40	16:27:40	16:27:40	16:27:41	16:27:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
21	16:27:42	16:27:42	16:27:42	16:27:42	16:27:42	16:27:42			16:27:42	16:27:42	16:27:54	16:27:54	16:27:54	16:27:54	16:27:54	16:27:54			16:27:54	16:27:54		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
22	16:27:55	16:27:55	16:27:55	16:27:55	16:27:55	16:27:55			16:27:55	16:27:55	16:28:06	16:28:06	16:28:06	16:28:06	16:28:06	16:28:06			16:28:07	16:28:07		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
23	16:28:07	16:28:07	16:28:07	16:28:07	16:28:07	16:28:07			16:28:07	16:28:07	16:28:18	16:28:18	16:28:18	16:28:18	16:28:18	16:28:18			16:28:19	16:28:19		00:00:00	00:00:00		00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
24	16:28:19	16:28:19	16:28:19	16:28:19	16:28:19	16:28:19			16:28:19	16:28:19	16:28:34	16:28:34	16:28:34	16:28:34	16:28:34	16:28:34			16:28:35	16:28:35		00:00:00	00:00:00		00:00:00	00:00:15	00:00:00	00:00:00		00:00:00	00:00:16
25	16:28:35	16:28:35	16:28:35	16:28:35	16:28:35	16:28:35			16:28:35	16:28:35	16:28:49	16:28:49	16:28:49	16:28:49	16:28:49	16:28:49			16:28:50	16:28:50		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
26	16:28:50	16:28:50	16:28:50	16:28:50	16:28:50	16:28:50			16:28:50	16:28:50	16:29:02	16:29:02	16:29:02	16:29:02	16:29:02	16:29:02			16:29:03	16:29:03		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
27	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04	16:29:04			16:29:04	16:29:04	16:29:16	16:29:16	16:29:16	16:29:16	16:29:16	16:29:16			16:29:17	16:29:17		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
28	16:29:17	16:29:17	16:29:17	16:29:17	16:29:17	16:29:17			16:29:17	16:29:17	16:29:29	16:29:29	16:29:29	16:29:29	16:29:29	16:29:29			16:29:30	16:29:30		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
29	16:29:30	16:29:30	16:29:30	16:29:30	16:29:30	16:29:30			16:29:30	16:29:30	16:29:42	16:29:42	16:29:42	16:29:42	16:29:42	16:29:42			16:29:43	16:29:43		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
30	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:43	16:29:55	16:29:55	16:29:55	16:29:55	16:29:55	16:29:55	16:29:55	16:29:55	16:29:56	16:29:56		00:00:00	00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:01	00:00:13
31	16:29:56	16:29:56	16:29:56	16:29:56	16:29:56	16:29:56			16:29:56	16:29:56	16:30:08	16:30:08	16:30:08	16:30:08	16:30:08	16:30:08			16:30:09	16:30:09		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
32	16:30:09	16:30:09	16:30:09	16:30:09	16:30:09	16:30:09			16:30:09	16:30:09	16:30:21	16:30:21	16:30:21	16:30:21	16:30:21	16:30:21			16:30:21	16:30:21		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
33	16:30:22	16:30:22	16:30:22	16:30:22	16:30:22	16:30:22			16:30:22	16:30:22	16:30:33	16:30:33	16:30:33	16:30:33	16:30:33	16:30:33			16:30:34	16:30:34		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
34	16:30:35	16:30:35	16:30:35	16:30:35	16:30:35	16:30:35			16:30:35	16:30:35	16:30:46	16:30:46	16:30:46	16:30:46	16:30:46	16:30:46			16:30:47	16:30:47		00:00:00	00:00:00		00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
